qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12
20912,burger king,0.0185,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20914,buckeye police department,0.5,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20915,cash gifting programs,0.0977,1,termluster.topn5.3.bm25,0.1491,cash give program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20916,doughton park,0.4542,1,termluster.topn5.3.bm25,0.5529,bank park spring blue robert repres ridg doughton parkwai carolina,sensedisambiguation.replace,0.4973,doughton parking lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20921,campaign contribution limits,0.1872,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20923,elevated right hemidiaphragm,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20925,western quilt patterns,0.1935,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20927,humana health care,0.0609,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20930,britney spears tattoo,0.5443,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20932,translate german to english,0.2411,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20935,heskin hall,0.1108,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20936,stuff magazine online,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20937,oil gas scams,0.1895,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20938,chemistry set,0.3812,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20944,craigslist nh,0.0463,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20945,belle isle detroit,0.5796,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20950,berkshire hathaway,0.0675,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20955,matt ferber,0.0029,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20956,dental hygiene schools,0.296,1,termluster.topn5.3.bm25,0.3188,school colleg dental texa michigan usa hygien counti hygienist dh carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20960,pest control education,0.1619,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20962,diy+audio,0.365,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20964,treatment for renal cell cancer,0.4229,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20965,ritz camera,0.4154,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20967,seal team 6,0.5788,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20969,oregon employment,0.5391,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20972,vice president residence,0.3459,1,termluster.topn5.3.bm25,0.3643,vice president residence president vice president vice mansion,rm3.topn10.10.0.5.bm25,0.3474,style room rockefel paint interior circl resid observatori presid vice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20973,oh dmv,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20975,michaels craft store,0.0207,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20976,sudoku,0.1395,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20977,fc kerbeck,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20978,william clark,0.2398,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20985,official dart board measurements,0.5083,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20988,get directions,,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20991,hostage rescue team,0.3395,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20994,the oregonian newspaper,0.5598,1,termluster.topn5.3.bm25,0.6444,oregon paper pittock prize award editor newspap portland oregonian pulitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20996,guillermo venegas lloveras,0.7903,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20998,tamaxifen,,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20999,detroit things to do,0.0006,1,termluster.topn5.3.bm25,0.0109,san detroit hotel mi troi ca entertain ic do thing metro restaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21000,madd michigan victim impact panel,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21532,bridges in michigan,0.3146,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21593,rutledge georgia,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21745,almeria,,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22952,rosary hill ny,0,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23912,collegeville pennsylvania,0.4778,1,termluster.topn5.3.bm25,1,km estat pennsylvania borough transport contractor pa popul upper collegevil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24991,dictionary of american naval fighting ships,0.318,1,termluster.topn5.3.bm25,0.3247,dictionari naval    histor american fleet danf forc ship navi fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25122,birthplace of george washington,0.5468,1,termluster.topn5.3.bm25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
