qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5
SemSearch_LS-13,five great epics of Tamil literature,0.5042,0,,,,,,,,,,,,,,,
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.2423,5,backtranslation_pes_arab,0.2641,The gods who lived on Mount Olympus,backtranslation_yue_hant,0.2641,The gods who live on Mount Olympus,backtranslation_fra_latn,0.2641,the gods who lived on Mount Olympus,backtranslation_deu_latn,0.2641,Gods who lived on Mount Olympus,backtranslation_dan_latn,0.2641,gods who lived on Mount Olympus
SemSearch_LS-16,hijackers in the September 11 attacks,0.7758,0,,,,,,,,,,,,,,,
SemSearch_LS-17,houses of the Russian parliament,0.5057,0,,,,,,,,,,,,,,,
SemSearch_LS-18,"john lennon, parents",0.2495,1,backtranslation_yue_hant,0.2766,John Lennon  his parents,,,,,,,,,,,,
SemSearch_LS-19,kenya's captain in cricket,0.3397,1,backtranslation_yue_hant,0.4658,The Kenyan captain is in cricket,,,,,,,,,,,,
SemSearch_LS-20,kublai khan siblings,0.1201,3,backtranslation_yue_hant,0.2224,The Kublai Khan brothers,backtranslation_dan_latn,0.2224,The Kublai Khan brothers,backtranslation_fra_latn,0.1535,brothers and sisters of Kublai Khan,,,,,,
SemSearch_LS-21,lilly allen parents,1.0,0,,,,,,,,,,,,,,,
SemSearch_LS-22,major leagues in the united states,0.1684,0,,,,,,,,,,,,,,,
SemSearch_LS-24,matt berry tv series,0.4742,3,backtranslation_yue_hant,0.6346,Matt Berry is a television series,backtranslation_fra_latn,0.6346,television series Matt Berry,backtranslation_dan_latn,0.6346,Matt Berry television series,,,,,,
SemSearch_LS-25,members of u2?,0.4321,0,,,,,,,,,,,,,,,
SemSearch_LS-26,movies starring erykah badu,0.2914,2,backtranslation_yue_hant,0.4377,Starring  Erika Badu,backtranslation_fra_latn,0.4192,films with Erika Badu,,,,,,,,,
SemSearch_LS-29,nations where Portuguese is an official language,0.2386,4,backtranslation_yue_hant,0.5598,Portuguese is the official language,backtranslation_fra_latn,0.2523,country where Portuguese is the official language,backtranslation_deu_latn,0.2523,Countries where Portuguese is the official language,backtranslation_dan_latn,0.2523,countries where Portuguese is the official language,,,
SemSearch_LS-30,orders (or 'choirs') of angels,0.0092,1,backtranslation_yue_hant,0.052,The Angel Choir,,,,,,,,,,,,
SemSearch_LS-31,permanent members of the UN Security Council,0.5395,0,,,,,,,,,,,,,,,
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.2448,0,,,,,,,,,,,,,,,
SemSearch_LS-33,provinces and territories of Canada,0.3512,0,,,,,,,,,,,,,,,
SemSearch_LS-34,ratt albums,0.6291,0,,,,,,,,,,,,,,,
SemSearch_LS-35,republics of the former Yugoslavia,0.2036,1,backtranslation_dan_latn,0.3028,The Republic of Yugoslavia,,,,,,,,,,,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,0.3043,0,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.2688,0,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.0084,0,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,0.417,0,,,,,,,,,,,,,,,
SemSearch_LS-40,the first 13 american states,0.0,0,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,0.3069,0,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,0.327,2,backtranslation_yue_hant,0.637,The    tribes of Israel,backtranslation_fra_latn,0.4247,The twelve tribes of Israel,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write?,0.0,0,,,,,,,,,,,,,,,
SemSearch_LS-44,what languages do they speak in afghanistan,0.0799,2,backtranslation_dan_latn,0.1499,What Languages They Speak in Afghanistan,backtranslation_pes_arab,0.135,What languages are spoken in Afghanistan,,,,,,,,,
SemSearch_LS-46,where the British monarch is also head of state,0.068,1,backtranslation_yue_hant,0.227,The monarch of England is also the head of state,,,,,,,,,,,,
SemSearch_LS-49,who invented the python programming language,0.0775,1,backtranslation_yue_hant,0.383,Python is a programming language,,,,,,,,,,,,
SemSearch_LS-50,wonders of the ancient world,0.6564,0,,,,,,,,,,,,,,,
TREC_Entity-1,Carriers that Blackberry makes phones for.,0.0234,0,,,,,,,,,,,,,,,
TREC_Entity-2,Winners of the ACM Athena award.,0.225,0,,,,,,,,,,,,,,,
TREC_Entity-4,Professional sports teams in Philadelphia.,0.3287,0,,,,,,,,,,,,,,,
TREC_Entity-5,"Products of Medimmune, Inc.",0.3191,0,,,,,,,,,,,,,,,
TREC_Entity-6,Organizations that award Nobel prizes.,0.1385,0,,,,,,,,,,,,,,,
TREC_Entity-7,Airlines that currently use Boeing 747 planes.,0.0658,1,backtranslation_yue_hant,0.0818,The airline that currently operates the Boeing    s,,,,,,,,,,,,
TREC_Entity-9,Members of The Beaux Arts Trio.,0.3748,0,,,,,,,,,,,,,,,
TREC_Entity-10,Campuses of Indiana University.,0.0377,1,backtranslation_yue_hant,0.2343,The campus of Indiana University,,,,,,,,,,,,
TREC_Entity-11,Donors to the Home Depot Foundation.,0.1003,0,,,,,,,,,,,,,,,
TREC_Entity-12,Airlines that Air Canada has code share flights with.,0.0817,0,,,,,,,,,,,,,,,
TREC_Entity-14,Authors awarded an Anthony Award at Bouchercon in 2007.,0.2732,1,backtranslation_deu_latn,0.2963,The authors were awarded an Anthony Award at the Bouchercon in,,,,,,,,,,,,
TREC_Entity-15,Universities that are members of the SEC conference for football.,0.0593,0,,,,,,,,,,,,,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals.,0.0,0,,,,,,,,,,,,,,,
TREC_Entity-17,Chefs with a show on the Food Network.,0.388,0,,,,,,,,,,,,,,,
TREC_Entity-18,Members of the band Jefferson Airplane.,0.5484,1,backtranslation_dan_latn,0.6583,Members of the Jefferson Airplane,,,,,,,,,,,,
TREC_Entity-19,Companies that John Hennessey serves on the board of.,0.0417,2,backtranslation_deu_latn,0.3333,A company headed by John Hennessey,backtranslation_yue_hant,0.0556,John Hennessey is on the board,,,,,,,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay.,0.6455,2,backtranslation_fra_latn,0.7143,Scotch whisky distilleries on the Isle of Islay,backtranslation_deu_latn,0.6557,Scottish whisky distilleries on the Isle of Islay,,,,,,,,,
