qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
QALD2_tr-9,Which U.S. states possess gold minerals?,0.0365,4,backtranslation_zsm_latn,0.1914,Which country in the United States has gold minerals,backtranslation_arb_arab,0.1224,Which US states have gold minerals,backtranslation_kor_hang,0.0993,Which US states have gold mines,backtranslation_fra_latn,0.076,Which states own gold minerals,,,,,,,,,,,,,,,,,,
QALD2_tr-10,In which country does the Nile start?,0.0108,7,backtranslation_kor_hang,0.1673,Which country does the Nile River start in,backtranslation_deu_latn,0.0576,Which country is the beginning of the Nile,backtranslation_tam_taml,0.0248,What country does the Nile begin in,backtranslation_swh_latn,0.0246,From what country does the Nile begin,backtranslation_arb_arab,0.0176,In which country does the Nile begin,backtranslation_pes_arab,0.0176,In which country does the Nile begin,backtranslation_yue_hant,0.0146,From which country does the Nile begin,,,,,,,,,
QALD2_tr-11,Which countries have places with more than two caves?,0.0219,1,backtranslation_tam_taml,0.0234,In which countries are there more than two caves,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-15,Who created Goofy?,0.1934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,0.1182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0055,5,backtranslation_swh_latn,0.0169,What museum is the  Munch Confession,backtranslation_fra_latn,0.0149,What museum is showing Munch s Cry,backtranslation_yue_hant,0.008,Which museum has Munch s  Screaming,backtranslation_deu_latn,0.0077,Which museum is showing  The Scream of Munch,backtranslation_zsm_latn,0.0077,Which museum is showing The Scream by Munch,,,,,,,,,,,,,,,
QALD2_tr-21,Which states border Illinois?,0.0361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-22,In which country is the Limerick Lake?,0.2721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-23,Which television shows were created by Walt Disney?,0.4095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-24,Which mountain is the highest after the Annapurna?,0.2847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,0.6604,4,backtranslation_swh_latn,0.7389,What films directed by Garry Marshall did Julia Roberts play,backtranslation_deu_latn,0.6725,Which Garry Marshall films did Julia Roberts play,backtranslation_fra_latn,0.6653,Which Garry Marshall films did Julia Roberts star in,backtranslation_zsm_latn,0.6609,Which Garry Marshall film does Julia Roberts star in,,,,,,,,,,,,,,,,,,
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.0319,6,backtranslation_kor_hang,0.0362,The same type of bridge as the Manhattan Bridge,backtranslation_tam_taml,0.0358,What bridges are like the Manhattan Bridge,backtranslation_arb_arab,0.0352,What bridges are the same as the Manhattan Bridge,backtranslation_yue_hant,0.0339,Which bridge is the same as the Manhattan Bridge,backtranslation_zsm_latn,0.0339,Which bridge is the same as the Manhattan Bridge,backtranslation_swh_latn,0.0325,What are the similar types of bridges on the Manhattan Bridge,,,,,,,,,,,,
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.1691,3,backtranslation_yue_hant,0.3057,Which country in Europe has a constitutional monarchy,backtranslation_kor_hang,0.185,Which of the European countries has a constitutional monarchy,backtranslation_zsm_latn,0.185,Which European country has a constitutional monarchy,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-29,Which awards did WikiLeaks win?,0.2749,2,backtranslation_deu_latn,0.4339,What awards has WikiLeaks won,backtranslation_zsm_latn,0.4332,Which prize has won WikiLeaks,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-30,Which state of the USA has the highest population density?,0.4857,9,backtranslation_yue_hant,0.52,Which state has the highest population density in the United States,backtranslation_kor_hang,0.52,Which state has the highest population density in the United States,backtranslation_arb_arab,0.52,Which state in the United States has the highest population density,backtranslation_pes_arab,0.52,Which state in the United States has the highest population density,backtranslation_fra_latn,0.52,Which state in the United States has the highest population density,backtranslation_deu_latn,0.52,Which state in the United States has the highest population density,backtranslation_rus_cyrl,0.52,Which state in the United States has the highest population density,backtranslation_zsm_latn,0.52,Which state in the United States has the highest population density,backtranslation_tam_taml,0.52,Which state in the United States has the highest population density,,,
QALD2_tr-31,What is the currency of the Czech Republic?,0.2747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.3303,7,backtranslation_zsm_latn,0.3835,Which countries in the European Union use the Euro,backtranslation_swh_latn,0.3835,Which countries in the European Union used the euro,backtranslation_tam_taml,0.3568,What countries of the European Union adopted the euro,backtranslation_kor_hang,0.3386,Which European Union countries have adopted the euro,backtranslation_fra_latn,0.3386,Which countries in the European Union have adopted the euro,backtranslation_deu_latn,0.3386,Which countries of the European Union have adopted the euro,backtranslation_rus_cyrl,0.3386,Which countries of the European Union have adopted the euro,,,,,,,,,
QALD2_tr-34,Which countries have more than two official languages?,0.0559,5,backtranslation_rus_cyrl,0.0688,In which countries are there more than two official languages,backtranslation_tam_taml,0.0688,In which countries there are more than two official languages,backtranslation_swh_latn,0.0688,In which countries are more than two official languages,backtranslation_yue_hant,0.066,Which country has more than two official languages,backtranslation_zsm_latn,0.066,Which country has more than two official languages,,,,,,,,,,,,,,,
QALD2_tr-35,Who is the owner of Universal Studios?,0.0911,8,backtranslation_kor_hang,0.7,Who owns Universal Studios,backtranslation_pes_arab,0.7,Who owns Universal Studios,backtranslation_fra_latn,0.7,Who owns the Universal Studios,backtranslation_deu_latn,0.7,Who owns Universal Studios,backtranslation_rus_cyrl,0.7,Who owns Universal Studios,backtranslation_zsm_latn,0.7,Who owns the Universal Studios,backtranslation_tam_taml,0.7,Who owns Universal Studios,backtranslation_swh_latn,0.7,Who owns Universal Studios,,,,,,
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.2333,1,backtranslation_fra_latn,0.4333,Which country is the Yenisei River flowing into,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.0698,1,backtranslation_arb_arab,0.1787,Which queen of the United Kingdom married a German,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-40,What is the highest mountain in Australia?,0.1597,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0,8,backtranslation_yue_hant,0.0001,Give me all the football clubs in Spain,backtranslation_arb_arab,0.0001,Give me every football club in Spain,backtranslation_fra_latn,0.0001,Give me all the football clubs in Spain,backtranslation_deu_latn,0.0001,Give me all the football clubs in Spain,backtranslation_rus_cyrl,0.0001,Give me all the football clubs in Spain,backtranslation_zsm_latn,0.0001,Give me all the football clubs in Spain,backtranslation_tam_taml,0.0001,Give me all the football clubs in Spain,backtranslation_swh_latn,0.0001,Give me every football club in Spain,,,,,,
QALD2_tr-42,What are the official languages of the Philippines?,0.519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-43,Who is the mayor of New York City?,0.2251,4,backtranslation_fra_latn,0.2395,Who is the mayor of New York,backtranslation_rus_cyrl,0.2395,Who is the mayor of New York,backtranslation_zsm_latn,0.2395,Who is the mayor of New York,backtranslation_swh_latn,0.2395,Who is the mayor of New York,,,,,,,,,,,,,,,,,,
QALD2_tr-44,Who designed the Brooklyn Bridge?,0.3547,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.2668,3,backtranslation_deu_latn,0.483,What telecommunications companies are located in Belgium,backtranslation_tam_taml,0.483,What telecommunications companies are located in Belgium,backtranslation_zsm_latn,0.4464,Which telecommunications company is located in Belgium,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-47,What is the highest place of Karakoram?,0.3972,1,backtranslation_arb_arab,0.4129,What s the highest place in Karakoram,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-49,Give me all companies in the advertising industry.,0.1452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-50,What did Bruce Carver die from?,0.125,2,backtranslation_tam_taml,0.5,What caused Bruce Carver s death,backtranslation_swh_latn,0.5,What caused Bruce Carver s death,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-51,Give me all school types.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-52,Which presidents were born in 1945?,0.0445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-53,Give me all presidents of the United States.,0.0077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.2919,1,backtranslation_zsm_latn,0.8269,Who was the wife of President Lincoln of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-55,Who developed the video game World of Warcraft?,0.411,1,backtranslation_rus_cyrl,0.47,Who designed the video game World of Warcraft,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,0.352,5,backtranslation_yue_hant,0.379,A list of all episodes from the first season of HBO s  Soprano,backtranslation_rus_cyrl,0.3657,We ve listed all the episodes of the first season of HBO s Sopranos,backtranslation_kor_hang,0.3528,List all the episodes from the first season of the HBO television series The Sopranos,backtranslation_fra_latn,0.3528,List all the episodes from the first season of the HBO television series The Sopranos,backtranslation_tam_taml,0.3528,List all episodes from the first season of the HBO television series The Sopranos,,,,,,,,,,,,,,,
QALD2_tr-58,Who produced the most films?,0.0036,1,backtranslation_tam_taml,0.0072,Who made the most films,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-59,Give me all people with first name Jimmy.,0.0003,4,backtranslation_yue_hant,0.0018,Ask all people with the last name Jimmy,backtranslation_pes_arab,0.0009,Tell everyone the first name is Jimmy,backtranslation_zsm_latn,0.0008,Tell me everyone s first name is Jimmy,backtranslation_rus_cyrl,0.0004,Give me all the people named Jimmy,,,,,,,,,,,,,,,,,,
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.0775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-62,Who created Wikipedia?,0.218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-63,Give me all actors starring in Batman Begins.,0.1779,1,backtranslation_zsm_latn,0.2018,Give me all the actors who starred in Batman Begins,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-64,Which software has been developed by organizations founded in California?,0.0285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,0.2846,4,backtranslation_rus_cyrl,0.3438,What companies are in the aerospace industry and nuclear reactors,backtranslation_kor_hang,0.2991,What companies are working in the aerospace industry and nuclear reactor technology,backtranslation_fra_latn,0.2991,What companies are working in the aerospace industry and on nuclear reactor technology,backtranslation_deu_latn,0.2847,What companies are involved in the aerospace industry and nuclear reactor engineering,,,,,,,,,,,,,,,,,,
QALD2_tr-68,Which actors were born in Germany?,0.0868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-69,Which caves have more than 3 entrances?,0.0842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-70,Give me all films produced by Hal Roach.,0.8242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,0.6295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-72,Which languages are spoken in Estonia?,0.5739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-73,Who owns Aldi?,0.4753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.1151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.3853,4,backtranslation_arb_arab,0.7644,Who was the fifth president of the United States of America,backtranslation_fra_latn,0.7644,Who was the fifth president of the United States of America,backtranslation_deu_latn,0.7644,Who was the fifth president of the United States of America,backtranslation_rus_cyrl,0.7644,Who was the fifth president of the United States of America,,,,,,,,,,,,,,,,,,
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.0641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-78,Give me all books written by Danielle Steel.,0.079,4,backtranslation_yue_hant,0.1726,Give me all the books by Danielle Steel,backtranslation_deu_latn,0.1726,Give me all the books by Danielle Steel,backtranslation_swh_latn,0.1726,Give me all the books by Danielle Steel,backtranslation_kor_hang,0.1369,Give me all the books Daniel Steele has,,,,,,,,,,,,,,,,,,
QALD2_tr-79,"Which airports are located in California, USA?",0.6318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.0125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-81,Which country has the most official languages?,0.2461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-82,In which programming language is GIMP written?,0.0554,9,backtranslation_yue_hant,0.0597,What programming language is GIMP written in,backtranslation_kor_hang,0.0597,What programming language is GIMP written in,backtranslation_pes_arab,0.0597,What programming language is GIMP written in,backtranslation_fra_latn,0.0597,What programming language is GIMP written in,backtranslation_deu_latn,0.0597,What programming language is GIMP written in,backtranslation_rus_cyrl,0.0597,What programming language is GIMP written in,backtranslation_zsm_latn,0.0597,What programming language is GIMP written in,backtranslation_tam_taml,0.0597,What programming language is GIMP written in,backtranslation_swh_latn,0.0597,What programming language is written GIMP,,,
QALD2_tr-83,Who produced films starring Natalie Portman?,0.3152,2,backtranslation_yue_hant,0.316,Who made the film starring Natalie Portman,backtranslation_tam_taml,0.316,Who made the films starring Natalie Portman,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-84,Give me all movies with Tom Cruise.,0.0709,1,backtranslation_tam_taml,0.1789,Give me all the Tom Cruise pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,0.67,2,backtranslation_tam_taml,0.726,What films did Julia Roberts and Richard Gere star in,backtranslation_swh_latn,0.726,In what film did Julia Roberts and Richard Gere star,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-86,Give me all female German chancellors.,0.1164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-87,Who wrote the book The pillars of the Earth?,0.4011,5,backtranslation_kor_hang,0.5833,Who built the pillars of the earth,backtranslation_yue_hant,0.4127,Who wrote  The Pillars of the Earth,backtranslation_pes_arab,0.4127,Who wrote the Pillars of the Earth,backtranslation_zsm_latn,0.4127,Who wrote The Pillars of the Earth,backtranslation_swh_latn,0.4127,Who wrote The Pillars of the Earth,,,,,,,,,,,,,,,
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0005,7,backtranslation_fra_latn,0.0012,Give me all the football clubs in the Premier League,backtranslation_deu_latn,0.0012,Give me all the football clubs in the Premier League,backtranslation_rus_cyrl,0.0012,Give me all the football clubs in the Premier League,backtranslation_zsm_latn,0.0012,Give me all the football clubs in the Premier League,backtranslation_tam_taml,0.0012,Give me all the football clubs in the Premier League,backtranslation_kor_hang,0.001,Give me every football club in the Premier League,backtranslation_yue_hant,0.0008,Let me see all the football clubs in the Premier League,,,,,,,,,
QALD2_tr-91,Which organizations were founded in 1950?,0.0413,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-92,What is the highest mountain?,0.1229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-1,44 magnum hunting,0.4687,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-2,B. F. Skinner,0.7613,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-3,Bookwork,0.2667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-4,NAACP Image Awards,0.4856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-5,Scott County,0.5833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-6,air wisconsin,0.1262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-7,airsoft glock,0.3706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-9,american embassy nairobi,0.2206,1,backtranslation_zsm_latn,0.3062,Embassy of the United States of America in Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-10,asheville north carolina,0.3334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-11,austin powers,0.9538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-12,austin texas,0.1964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-13,banana paper making,0.5,6,backtranslation_kor_hang,1.0,Manufacture of banana paper,backtranslation_arb_arab,1.0,The banana paper industry,backtranslation_fra_latn,1.0,Manufacture of banana paper,backtranslation_deu_latn,1.0,Manufacture of banana paper,backtranslation_rus_cyrl,1.0,banana paper,backtranslation_zsm_latn,1.0,banana paper manufacturing,,,,,,,,,,,,
SemSearch_ES-14,ben franklin,0.7836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-15,bradley center,0.5172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-16,brooklyn bridge,0.4854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-17,butte montana,0.3701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-18,canasta cards,0.8242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-19,carl lewis,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-20,carolina,0.1707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-21,charles darwin,0.8429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-22,city of charlotte,0.5703,1,backtranslation_yue_hant,0.6052,Charlotte  the city of Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-23,city of virginia beach,0.3846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-24,coastal carolina,0.3872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-25,david suchet,0.4674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-26,disney orlando,0.5263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-28,el salvador,0.4019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-29,ellis college,0.0076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-30,eloan line of credit,0.0958,6,backtranslation_yue_hant,0.2553,The European credit line,backtranslation_arb_arab,0.2514,A credit line,backtranslation_fra_latn,0.2514,credit line,backtranslation_rus_cyrl,0.2514,credit line,backtranslation_zsm_latn,0.2514,credit line,backtranslation_swh_latn,0.2514,line of credit,,,,,,,,,,,,
SemSearch_ES-31,emery,0.6985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-32,fitzgerald auto mall chambersburg pa,0.25,4,backtranslation_arb_arab,1.0,Fitzgerald car dealership in camberburg,backtranslation_fra_latn,1.0,Fitzgerald auto mall chamber of commerce,backtranslation_swh_latn,1.0,fitzgerald auto mall chambersburg by,backtranslation_yue_hant,0.3333,Fitzgerald Car Mall in Cumberland  PA,,,,,,,,,,,,,,,,,,
SemSearch_ES-33,harry potter,0.7623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-34,harry potter movie,0.5737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-36,imdb batman returns,0.2747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-37,jack johnson,0.7646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-38,jack the ripper,0.7872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-39,james caldwell high school,0.3868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-40,james clayton md,0.0189,1,backtranslation_arb_arab,0.05,James Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-41,joan of arc,0.8769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-42,john maxwell,0.6194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-45,keith urban,0.8514,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-47,king arthur,0.5807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-49,laura bush,0.3489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-50,laura steele bob and tom,0.0308,1,backtranslation_rus_cyrl,0.0417,Laura Style Bob and Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-52,lincoln park,0.5805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-53,lynchburg virginia,0.3993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-54,marc anthony,0.8133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-56,mario bros,0.8661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-57,martin luther king,0.7402,1,backtranslation_yue_hant,0.7654,Martin Luther King  Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-58,mason ohio,0.1387,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-59,"mercy hospital in des moines, ia",0.4215,4,backtranslation_pes_arab,0.5357,Mercy Hospital in Des Moines  is it,backtranslation_fra_latn,0.5278,Mercy Hospital in Des Moines  Ireland,backtranslation_arb_arab,0.5,The hospital of the Des Moines  eh,backtranslation_zsm_latn,0.5,The hospital of grace in des moines  it,,,,,,,,,,,,,,,,,,
SemSearch_ES-60,michael douglas,0.4754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-61,mr rourke fantasy island,0.0241,2,backtranslation_kor_hang,0.1667,The fantasy island of Mr  Roark,backtranslation_pes_arab,0.1667,Mr  Roark  the Island of Fantasy,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-63,old winchester shotguns,0.7187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-65,orlando florida,0.3945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-66,overeaters anonymous,0.5714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-67,ovguide movies,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-68,pierce county washington,0.183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-70,radio italia online,0.4857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-71,richmond virginia,0.5168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-72,rock 103 memphis,0.5132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-73,rowan university,0.6907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-74,sacred heart u,0.1825,8,backtranslation_yue_hant,0.2675,The Sacred Heart,backtranslation_kor_hang,0.2675,The Sacred Heart,backtranslation_arb_arab,0.2675,The Sacred Heart,backtranslation_pes_arab,0.2675,The Sacred Heart,backtranslation_fra_latn,0.2675,the sacred heart,backtranslation_deu_latn,0.2675,The Sacred Heart,backtranslation_rus_cyrl,0.2675,The Sacred Heart,backtranslation_zsm_latn,0.2675,The sacred heart,,,,,,
SemSearch_ES-75,sagemont church houston tx,0.0,4,backtranslation_pes_arab,0.0625,The Church of the Sacred Heart of Houston  Tx,backtranslation_arb_arab,0.0115,The Sagmont Houston church,backtranslation_yue_hant,0.0093,Sagemont Church  Houston,backtranslation_rus_cyrl,0.0093,The Sagemont Houston church,,,,,,,,,,,,,,,,,,
SemSearch_ES-76,san antonio,0.4073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-77,savannah tech,0.5566,6,backtranslation_kor_hang,0.6477,Savannah technology,backtranslation_arb_arab,0.6477,Savannah technology,backtranslation_pes_arab,0.6477,Savannah technology,backtranslation_rus_cyrl,0.6477,Savannah technology,backtranslation_zsm_latn,0.6477,Savannah technology,backtranslation_tam_taml,0.6477,Savannah technology,,,,,,,,,,,,
SemSearch_ES-78,sharp pc,0.173,4,backtranslation_kor_hang,0.8153,A sharp computer,backtranslation_arb_arab,0.8153,A sharp computer,backtranslation_rus_cyrl,0.8153,A sharp computer,backtranslation_zsm_latn,0.8153,A sharp computer,,,,,,,,,,,,,,,,,,
SemSearch_ES-79,shobana masala,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-80,sonny and cher,0.6716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-81,south dakota state university,0.2374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-82,st lucia,0.5283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-83,st paul saints,0.1541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-84,the dish danielle fishel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-85,the longest yard sale,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-86,the morning call lehigh valley pa,0.1862,6,backtranslation_zsm_latn,0.4262,morning call from Lehigh Valley,backtranslation_kor_hang,0.4189,Calling in the morning to the Lehigh Valley,backtranslation_fra_latn,0.4189,The morning call to Lehigh Valley,backtranslation_tam_taml,0.4189,Morning call to the Lehigh Valley,backtranslation_swh_latn,0.4189,morning call to Lehigh Valley on,backtranslation_arb_arab,0.3346,The morning call to Yeog Valley,,,,,,,,,,,,
SemSearch_ES-88,thomas jefferson,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-89,university of north dakota,0.1874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-90,university of phoenix,0.3326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-91,westminster abbey,0.7055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
