qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0066,5,backtranslation_swh_latn,0.0244,What museum is the  Munch Confession,backtranslation_fra_latn,0.0093,What museum is showing Munch s Cry,backtranslation_deu_latn,0.0084,Which museum is showing  The Scream of Munch,backtranslation_zsm_latn,0.0084,Which museum is showing The Scream by Munch,backtranslation_yue_hant,0.0078,Which museum has Munch s  Screaming,,,,,,,,,,,,,,,
QALD2_tr-21,Which states border Illinois?,0.0461,2,backtranslation_kor_hang,0.0469,Which states border the state of Illinois,backtranslation_tam_taml,0.0469,Which states border the state of Illinois,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-22,In which country is the Limerick Lake?,0.1183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-23,Which television shows were created by Walt Disney?,0.1962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-24,Which mountain is the highest after the Annapurna?,0.1915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,0.6629,1,backtranslation_swh_latn,0.7222,What films directed by Garry Marshall did Julia Roberts play,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.0045,5,backtranslation_kor_hang,0.0072,The same type of bridge as the Manhattan Bridge,backtranslation_yue_hant,0.0066,Which bridge is the same as the Manhattan Bridge,backtranslation_zsm_latn,0.0066,Which bridge is the same as the Manhattan Bridge,backtranslation_arb_arab,0.0061,What bridges are the same as the Manhattan Bridge,backtranslation_tam_taml,0.0052,What bridges are like the Manhattan Bridge,,,,,,,,,,,,,,,
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.0945,3,backtranslation_yue_hant,0.2254,Which country in Europe has a constitutional monarchy,backtranslation_kor_hang,0.1588,Which of the European countries has a constitutional monarchy,backtranslation_zsm_latn,0.1588,Which European country has a constitutional monarchy,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-29,Which awards did WikiLeaks win?,0.1806,2,backtranslation_deu_latn,0.4444,What awards has WikiLeaks won,backtranslation_zsm_latn,0.3901,Which prize has won WikiLeaks,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-30,Which state of the USA has the highest population density?,0.0434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-31,What is the currency of the Czech Republic?,0.1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.2718,3,backtranslation_zsm_latn,0.3089,Which countries in the European Union use the Euro,backtranslation_swh_latn,0.3089,Which countries in the European Union used the euro,backtranslation_tam_taml,0.3006,What countries of the European Union adopted the euro,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-34,Which countries have more than two official languages?,0.0248,5,backtranslation_rus_cyrl,0.0414,In which countries are there more than two official languages,backtranslation_tam_taml,0.0414,In which countries there are more than two official languages,backtranslation_swh_latn,0.0414,In which countries are more than two official languages,backtranslation_yue_hant,0.0337,Which country has more than two official languages,backtranslation_zsm_latn,0.0337,Which country has more than two official languages,,,,,,,,,,,,,,,
QALD2_tr-35,Who is the owner of Universal Studios?,0.0016,8,backtranslation_kor_hang,0.0041,Who owns Universal Studios,backtranslation_pes_arab,0.0041,Who owns Universal Studios,backtranslation_fra_latn,0.0041,Who owns the Universal Studios,backtranslation_deu_latn,0.0041,Who owns Universal Studios,backtranslation_rus_cyrl,0.0041,Who owns Universal Studios,backtranslation_zsm_latn,0.0041,Who owns the Universal Studios,backtranslation_tam_taml,0.0041,Who owns Universal Studios,backtranslation_swh_latn,0.0041,Who owns Universal Studios,,,,,,
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.2603,1,backtranslation_fra_latn,0.2645,Which country is the Yenisei River flowing into,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.0149,1,backtranslation_rus_cyrl,0.0222,Which British monarchs were married to a German,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-40,What is the highest mountain in Australia?,0.1217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0,8,backtranslation_yue_hant,0.0001,Give me all the football clubs in Spain,backtranslation_kor_hang,0.0001,Give me all the Spanish football clubs,backtranslation_pes_arab,0.0001,Give me all the Spanish football clubs,backtranslation_fra_latn,0.0001,Give me all the football clubs in Spain,backtranslation_deu_latn,0.0001,Give me all the football clubs in Spain,backtranslation_rus_cyrl,0.0001,Give me all the football clubs in Spain,backtranslation_zsm_latn,0.0001,Give me all the football clubs in Spain,backtranslation_tam_taml,0.0001,Give me all the football clubs in Spain,,,,,,
QALD2_tr-42,What are the official languages of the Philippines?,0.0587,1,backtranslation_rus_cyrl,0.2648,What are the official languages spoken in the Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-43,Who is the mayor of New York City?,0.0973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-44,Who designed the Brooklyn Bridge?,0.3138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.156,5,backtranslation_deu_latn,0.4104,What telecommunications companies are located in Belgium,backtranslation_tam_taml,0.4104,What telecommunications companies are located in Belgium,backtranslation_zsm_latn,0.3958,Which telecommunications company is located in Belgium,backtranslation_rus_cyrl,0.1914,What telecommunications organisations are located in Belgium,backtranslation_pes_arab,0.1572,What telecommunications organizations are located in Belgium,,,,,,,,,,,,,,,
QALD2_tr-47,What is the highest place of Karakoram?,0.4127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-49,Give me all companies in the advertising industry.,0.0129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-50,What did Bruce Carver die from?,0.0238,4,backtranslation_tam_taml,0.5,What caused Bruce Carver s death,backtranslation_swh_latn,0.5,What caused Bruce Carver s death,backtranslation_zsm_latn,0.0455,Bruce Carver died of what,backtranslation_deu_latn,0.0417,What killed Bruce Carver,,,,,,,,,,,,,,,,,,
QALD2_tr-51,Give me all school types.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-52,Which presidents were born in 1945?,0.0241,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-53,Give me all presidents of the United States.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.0755,1,backtranslation_zsm_latn,0.1591,Who was the wife of President Lincoln of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-55,Who developed the video game World of Warcraft?,0.2721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,0.3733,3,backtranslation_kor_hang,0.374,List all the episodes from the first season of the HBO television series The Sopranos,backtranslation_fra_latn,0.374,List all the episodes from the first season of the HBO television series The Sopranos,backtranslation_tam_taml,0.374,List all episodes from the first season of the HBO television series The Sopranos,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-58,Who produced the most films?,0.0006,9,backtranslation_arb_arab,0.002,Who produced the most movies,backtranslation_fra_latn,0.002,Who produced the most movies,backtranslation_deu_latn,0.002,Who produced most of the movies,backtranslation_kor_hang,0.0016,Who made the most movies,backtranslation_pes_arab,0.0016,Who made most of the movies,backtranslation_rus_cyrl,0.0016,Who made the most movies,backtranslation_swh_latn,0.0016,Who made the most movies,backtranslation_yue_hant,0.001,Who makes the most movies,backtranslation_zsm_latn,0.001,Who makes the most movies,,,
QALD2_tr-59,Give me all people with first name Jimmy.,0.0002,3,backtranslation_yue_hant,0.0008,Ask all people with the last name Jimmy,backtranslation_zsm_latn,0.0004,Tell me everyone s first name is Jimmy,backtranslation_rus_cyrl,0.0003,Give me all the people named Jimmy,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.0738,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-62,Who created Wikipedia?,0.0185,1,backtranslation_yue_hant,0.0432,Who founded Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-63,Give me all actors starring in Batman Begins.,0.058,4,backtranslation_fra_latn,0.0874,Give me all the actors who play in Batman Begins,backtranslation_rus_cyrl,0.0874,Give me all the actors who play Batman Begins,backtranslation_pes_arab,0.0733,Give me all the actors in Batman Begins,backtranslation_deu_latn,0.0733,Give me all the actors in Batman Begins,,,,,,,,,,,,,,,,,,
QALD2_tr-64,Which software has been developed by organizations founded in California?,0.0141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,0.2406,1,backtranslation_rus_cyrl,0.2687,What companies are in the aerospace industry and nuclear reactors,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-68,Which actors were born in Germany?,0.0544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-69,Which caves have more than 3 entrances?,0.0397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-70,Give me all films produced by Hal Roach.,0.758,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,0.5609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-72,Which languages are spoken in Estonia?,0.4316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-73,Who owns Aldi?,0.445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.0519,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.0123,4,backtranslation_arb_arab,0.1006,Who was the fifth president of the United States of America,backtranslation_fra_latn,0.1006,Who was the fifth president of the United States of America,backtranslation_deu_latn,0.1006,Who was the fifth president of the United States of America,backtranslation_rus_cyrl,0.1006,Who was the fifth president of the United States of America,,,,,,,,,,,,,,,,,,
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.0365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-78,Give me all books written by Danielle Steel.,0.0204,3,backtranslation_yue_hant,0.0366,Give me all the books by Danielle Steel,backtranslation_deu_latn,0.0366,Give me all the books by Danielle Steel,backtranslation_swh_latn,0.0366,Give me all the books by Danielle Steel,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-79,"Which airports are located in California, USA?",0.4843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.0009,1,backtranslation_swh_latn,0.0015,Give me every Canadian Grunge recording band,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-81,Which country has the most official languages?,0.078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-82,In which programming language is GIMP written?,0.091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-83,Who produced films starring Natalie Portman?,0.2519,2,backtranslation_yue_hant,0.2592,Who made the film starring Natalie Portman,backtranslation_tam_taml,0.2592,Who made the films starring Natalie Portman,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-84,Give me all movies with Tom Cruise.,0.0364,1,backtranslation_tam_taml,0.1072,Give me all the Tom Cruise pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,0.7794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-86,Give me all female German chancellors.,0.0294,3,backtranslation_yue_hant,0.0625,To all the female German prime ministers,backtranslation_pes_arab,0.0331,Give me all the women of the Chancellor of Germany,backtranslation_rus_cyrl,0.0331,Give me all the women chancellors of Germany,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-87,Who wrote the book The pillars of the Earth?,0.2024,4,backtranslation_yue_hant,0.2116,Who wrote  The Pillars of the Earth,backtranslation_pes_arab,0.2116,Who wrote the Pillars of the Earth,backtranslation_zsm_latn,0.2116,Who wrote The Pillars of the Earth,backtranslation_swh_latn,0.2116,Who wrote The Pillars of the Earth,,,,,,,,,,,,,,,,,,
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-91,Which organizations were founded in 1950?,0.0068,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-92,What is the highest mountain?,0.0166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-1,44 magnum hunting,0.4133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-2,B. F. Skinner,0.7706,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-3,Bookwork,0.2778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-4,NAACP Image Awards,0.5877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-5,Scott County,0.6087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-6,air wisconsin,0.097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-7,airsoft glock,0.2339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-9,american embassy nairobi,0.0786,9,backtranslation_zsm_latn,0.3167,Embassy of the United States of America in Nairobi,backtranslation_yue_hant,0.1556,The US Embassy in Nairobi,backtranslation_deu_latn,0.1556,The US Embassy in Nairobi,backtranslation_arb_arab,0.1007,The U S  Embassy in Nairobi,backtranslation_pes_arab,0.1007,The U S  Embassy in Nairobi,backtranslation_fra_latn,0.1007,U S  Embassy in Nairobi,backtranslation_rus_cyrl,0.1007,the U S  Embassy in Nairobi,backtranslation_tam_taml,0.1007,The U S  Embassy in Nairobi,backtranslation_swh_latn,0.1007,U S  Embassy in Nairobi,,,
SemSearch_ES-10,asheville north carolina,0.5119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-11,austin powers,0.9549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-12,austin texas,0.2515,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-13,banana paper making,0.1111,6,backtranslation_kor_hang,1.0,Manufacture of banana paper,backtranslation_arb_arab,1.0,The banana paper industry,backtranslation_fra_latn,1.0,Manufacture of banana paper,backtranslation_deu_latn,1.0,Manufacture of banana paper,backtranslation_rus_cyrl,1.0,banana paper,backtranslation_zsm_latn,1.0,banana paper manufacturing,,,,,,,,,,,,
SemSearch_ES-14,ben franklin,0.7148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-15,bradley center,0.5204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-16,brooklyn bridge,0.574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-17,butte montana,0.381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-18,canasta cards,0.8762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-19,carl lewis,0.2917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-20,carolina,0.1808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-21,charles darwin,0.8524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-22,city of charlotte,0.5673,1,backtranslation_yue_hant,0.5978,Charlotte  the city of Charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-23,city of virginia beach,0.3486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-24,coastal carolina,0.3992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-25,david suchet,0.3986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-26,disney orlando,0.3409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-28,el salvador,0.3887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-29,ellis college,0.0075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-30,eloan line of credit,0.0938,5,backtranslation_arb_arab,0.25,A credit line,backtranslation_fra_latn,0.25,credit line,backtranslation_rus_cyrl,0.25,credit line,backtranslation_zsm_latn,0.25,credit line,backtranslation_swh_latn,0.25,line of credit,,,,,,,,,,,,,,,
SemSearch_ES-31,emery,0.6846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-32,fitzgerald auto mall chambersburg pa,0.1667,4,backtranslation_arb_arab,1.0,Fitzgerald car dealership in camberburg,backtranslation_swh_latn,0.5,fitzgerald auto mall chambersburg by,backtranslation_yue_hant,0.25,Fitzgerald Car Mall in Cumberland  PA,backtranslation_fra_latn,0.25,Fitzgerald auto mall chamber of commerce,,,,,,,,,,,,,,,,,,
SemSearch_ES-33,harry potter,0.7585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-34,harry potter movie,0.3401,9,backtranslation_kor_hang,0.4663,The Harry Potter film,backtranslation_arb_arab,0.4663,The Harry Potter film,backtranslation_pes_arab,0.4663,The Harry Potter film,backtranslation_fra_latn,0.4663,Harry Potter film,backtranslation_deu_latn,0.4663,Harry Potter film,backtranslation_rus_cyrl,0.4663,Harry Potter film,backtranslation_zsm_latn,0.4663,The Harry Potter film,backtranslation_tam_taml,0.4663,The film Harry Potter,backtranslation_swh_latn,0.4663,Harry Potter film,,,
SemSearch_ES-36,imdb batman returns,0.2439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-37,jack johnson,0.7779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-38,jack the ripper,0.7828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-39,james caldwell high school,0.3495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-40,james clayton md,0.0175,1,backtranslation_arb_arab,0.0667,James Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-41,joan of arc,0.8827,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-42,john maxwell,0.5854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-45,keith urban,0.8381,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-47,king arthur,0.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-49,laura bush,0.2449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-50,laura steele bob and tom,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-52,lincoln park,0.5887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-53,lynchburg virginia,0.4787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-54,marc anthony,0.8129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-56,mario bros,0.8249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-57,martin luther king,0.7988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-58,mason ohio,0.1134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-59,"mercy hospital in des moines, ia",0.3517,2,backtranslation_pes_arab,0.5082,Mercy Hospital in Des Moines  is it,backtranslation_fra_latn,0.5049,Mercy Hospital in Des Moines  Ireland,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-60,michael douglas,0.5999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-61,mr rourke fantasy island,0.0351,2,backtranslation_kor_hang,0.25,The fantasy island of Mr  Roark,backtranslation_pes_arab,0.25,Mr  Roark  the Island of Fantasy,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-63,old winchester shotguns,0.4539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-65,orlando florida,0.4319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-66,overeaters anonymous,0.6667,1,backtranslation_deu_latn,0.75,Over eating anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-67,ovguide movies,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-68,pierce county washington,0.236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-70,radio italia online,0.1476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-71,richmond virginia,0.5215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-72,rock 103 memphis,0.5024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-73,rowan university,0.6998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-74,sacred heart u,0.0815,8,backtranslation_yue_hant,0.2592,The Sacred Heart,backtranslation_kor_hang,0.2592,The Sacred Heart,backtranslation_arb_arab,0.2592,The Sacred Heart,backtranslation_pes_arab,0.2592,The Sacred Heart,backtranslation_fra_latn,0.2592,the sacred heart,backtranslation_deu_latn,0.2592,The Sacred Heart,backtranslation_rus_cyrl,0.2592,The Sacred Heart,backtranslation_zsm_latn,0.2592,The sacred heart,,,,,,
SemSearch_ES-75,sagemont church houston tx,0.0,4,backtranslation_pes_arab,0.0833,The Church of the Sacred Heart of Houston  Tx,backtranslation_arb_arab,0.0145,The Sagmont Houston church,backtranslation_yue_hant,0.0118,Sagemont Church  Houston,backtranslation_rus_cyrl,0.0118,The Sagemont Houston church,,,,,,,,,,,,,,,,,,
SemSearch_ES-76,san antonio,0.3976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-77,savannah tech,0.4874,6,backtranslation_kor_hang,0.6397,Savannah technology,backtranslation_arb_arab,0.6397,Savannah technology,backtranslation_pes_arab,0.6397,Savannah technology,backtranslation_rus_cyrl,0.6397,Savannah technology,backtranslation_zsm_latn,0.6397,Savannah technology,backtranslation_tam_taml,0.6397,Savannah technology,,,,,,,,,,,,
SemSearch_ES-78,sharp pc,0.1628,4,backtranslation_kor_hang,0.8628,A sharp computer,backtranslation_arb_arab,0.8628,A sharp computer,backtranslation_rus_cyrl,0.8628,A sharp computer,backtranslation_zsm_latn,0.8628,A sharp computer,,,,,,,,,,,,,,,,,,
SemSearch_ES-79,shobana masala,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-80,sonny and cher,0.6625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-81,south dakota state university,0.2835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-82,st lucia,0.4996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-83,st paul saints,0.173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-84,the dish danielle fishel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-85,the longest yard sale,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-86,the morning call lehigh valley pa,0.0442,6,backtranslation_zsm_latn,0.3809,morning call from Lehigh Valley,backtranslation_kor_hang,0.3756,Calling in the morning to the Lehigh Valley,backtranslation_fra_latn,0.3756,The morning call to Lehigh Valley,backtranslation_tam_taml,0.3756,Morning call to the Lehigh Valley,backtranslation_swh_latn,0.3756,morning call to Lehigh Valley on,backtranslation_arb_arab,0.334,The morning call to Yeog Valley,,,,,,,,,,,,
SemSearch_ES-88,thomas jefferson,0.531,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-89,university of north dakota,0.4629,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-90,university of phoenix,0.3216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-91,westminster abbey,0.7372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-93,08 toyota tundra,0.3096,6,backtranslation_arb_arab,0.4639,The Toyota Tundra,backtranslation_fra_latn,0.4639,      toyota tundra,backtranslation_deu_latn,0.4639,    Toyota Tundra,backtranslation_rus_cyrl,0.4639,      toyota of the tundra,backtranslation_zsm_latn,0.4639,Toyota tundra,backtranslation_swh_latn,0.4639,   toyota tundra,,,,,,,,,,,,
SemSearch_ES-94,Hugh Downs,0.1069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-95,MADRID,0.2541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-96,New England Coffee,0.3125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-97,PINK PANTHER 2,0.5498,4,backtranslation_deu_latn,0.7548,Pink Panther,backtranslation_zsm_latn,0.7548,The Pink Panther,backtranslation_tam_taml,0.7548,Pink Panther,backtranslation_swh_latn,0.7548,Pink Panther,,,,,,,,,,,,,,,,,,
SemSearch_ES-98,University of Texas at Austin,0.3925,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-99,University of York,0.1822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-100,YMCA Tampa,0.0988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-101,ashley wagner,0.5385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-102,beach flowers,0.2149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-104,bourbonnais il,0.3596,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-106,chase masterson,0.7556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-107,concord steel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-108,danielia cotton,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-109,david hewlett,0.4525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-111,"eagle rock, ca",0.184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-114,glenn frey,0.8259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-115,goodwill of michigan,0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-118,iowa energy,0.4237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-119,john elliott,0.6982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
