qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.map
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.3303,QALD2_tr-32,Which EU country has adopted the euro,0.2469,QALD2_tr-32,Which European Union countries have adopted the euro,0.3386,QALD2_tr-32,Which EU countries have adopted the euro,0.2438,QALD2_tr-32,Which countries in the European Union adopted the euro,0.3303,QALD2_tr-32,Which countries in the European Union have adopted the euro,0.3386,QALD2_tr-32,Which countries of the European Union have adopted the euro,0.3386,QALD2_tr-32,Which countries of the European Union have adopted the euro,0.3386,QALD2_tr-32,Which countries in the European Union use the Euro,0.3835,QALD2_tr-32,What countries of the European Union adopted the euro,0.3568,QALD2_tr-32,Which countries in the European Union used the euro,0.3835
QALD2_tr-34,Which countries have more than two official languages?,0.0559,QALD2_tr-34,Which country has more than two official languages,0.066,QALD2_tr-34,In which country are there more than two common languages,0.006,QALD2_tr-34,Which countries have more than two official languages,0.0559,QALD2_tr-34,Which countries have more than two official languages,0.0559,QALD2_tr-34,Which countries have more than two official languages,0.0559,QALD2_tr-34,Which countries have more than two official languages,0.0559,QALD2_tr-34,In which countries are there more than two official languages,0.0688,QALD2_tr-34,Which country has more than two official languages,0.066,QALD2_tr-34,In which countries there are more than two official languages,0.0688,QALD2_tr-34,In which countries are more than two official languages,0.0688
QALD2_tr-35,Who is the owner of Universal Studios?,0.0911,QALD2_tr-35,Who owns the Union Cinema,0.0,QALD2_tr-35,Who owns Universal Studios,0.7,QALD2_tr-35,Who owns Eversale Studios,0.0064,QALD2_tr-35,Who owns Universal Studios,0.7,QALD2_tr-35,Who owns the Universal Studios,0.7,QALD2_tr-35,Who owns Universal Studios,0.7,QALD2_tr-35,Who owns Universal Studios,0.7,QALD2_tr-35,Who owns the Universal Studios,0.7,QALD2_tr-35,Who owns Universal Studios,0.7,QALD2_tr-35,Who owns Universal Studios,0.7
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.2333,QALD2_tr-36,Which country does the Han River flow through,0.0,QALD2_tr-36,What countries does the River Janice pass through,0.0,QALD2_tr-36,Which countries does the Yenisei River flow through,0.2333,QALD2_tr-36,Which countries does the Yenisei River flow through,0.2333,QALD2_tr-36,Which country is the Yenisei River flowing into,0.4333,QALD2_tr-36,What countries does the Yenisei flow through,0.1594,QALD2_tr-36,What countries does the Yenisei River flow through,0.2,QALD2_tr-36,Which country does the Yenisei River flow through,0.2333,QALD2_tr-36,In what countries does the Yeneise River flow,0.0002,QALD2_tr-36,What country does the Yenisei River pass through,0.1259
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.0698,QALD2_tr-38,Which king of England married a German,0.0003,QALD2_tr-38,Which kings of England married Germans,0.0003,QALD2_tr-38,Which queen of the United Kingdom married a German,0.1787,QALD2_tr-38,Which kings of England married a German,0.0003,QALD2_tr-38,Which monarch of the United Kingdom married a German,0.0651,QALD2_tr-38,Which monarchs of the United Kingdom were married to a German,0.0698,QALD2_tr-38,Which British monarchs were married to a German,0.023,QALD2_tr-38,Which kings in the United Kingdom marry a German,0.0214,QALD2_tr-38,What kings of Britain married a German,0.0178,QALD2_tr-38,Which English kings married Germans,0.0
QALD2_tr-40,What is the highest mountain in Australia?,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is Australia s highest mountain,0.1556,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is the highest mountain in Australia,0.1597,QALD2_tr-40,What is Australia s tallest mountain,0.0054
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the Spanish football clubs,0.0,QALD2_tr-41,Give me every football club in Spain,0.0001,QALD2_tr-41,Give me all the Spanish football clubs,0.0,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me all the football clubs in Spain,0.0001,QALD2_tr-41,Give me every football club in Spain,0.0001
QALD2_tr-42,What are the official languages of the Philippines?,0.519,QALD2_tr-42,What is the official language of the Philippines,0.519,QALD2_tr-42,What is the official language of the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519,QALD2_tr-42,What are the official languages spoken in the Philippines,0.3843,QALD2_tr-42,What is the official language in the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519,QALD2_tr-42,What are the official languages of the Philippines,0.519
QALD2_tr-43,Who is the mayor of New York City?,0.2251,QALD2_tr-43,Who is the mayor of New York City,0.2251,QALD2_tr-43,Who s the mayor of New York City,0.1894,QALD2_tr-43,Who s the mayor of New York City,0.1894,QALD2_tr-43,Who s the mayor of New York City,0.1894,QALD2_tr-43,Who is the mayor of New York,0.2395,QALD2_tr-43,Who is the mayor of New York City,0.2251,QALD2_tr-43,Who is the mayor of New York,0.2395,QALD2_tr-43,Who is the mayor of New York,0.2395,QALD2_tr-43,Who is the mayor of New York City,0.2251,QALD2_tr-43,Who is the mayor of New York,0.2395
QALD2_tr-44,Who designed the Brooklyn Bridge?,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who are they  Brooklyn Bridge,0.3034,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547,QALD2_tr-44,Who designed the Brooklyn Bridge,0.3547
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.2668,QALD2_tr-45,What telecommunications facilities do you have in Bledgonia,0.0,QALD2_tr-45,What is the telecommunications agency in Belgium,0.0801,QALD2_tr-45,Which telecommunications organisations are located in Belgium,0.1983,QALD2_tr-45,What telecommunications organizations are located in Belgium,0.2395,QALD2_tr-45,What are the telecommunications organisations in Belgium,0.1542,QALD2_tr-45,What telecommunications companies are located in Belgium,0.483,QALD2_tr-45,What telecommunications organisations are located in Belgium,0.2168,QALD2_tr-45,Which telecommunications company is located in Belgium,0.4464,QALD2_tr-45,What telecommunications companies are located in Belgium,0.483,QALD2_tr-45,What are the telephone companies in Belgium,0.0811
QALD2_tr-47,What is the highest place of Karakoram?,0.3972,QALD2_tr-47,Where is the highest point in Kaohsiung,0.0001,QALD2_tr-47,What is the highest point in Caracalla,0.0,QALD2_tr-47,What s the highest place in Karakoram,0.4129,QALD2_tr-47,What s the highest point of my career,0.0001,QALD2_tr-47,What is the highest place in Karakoram,0.3972,QALD2_tr-47,What is the highest place in Karakoram,0.3972,QALD2_tr-47,What s the highest place in Karachoram,0.0006,QALD2_tr-47,What is the highest point in Karakoram,0.3092,QALD2_tr-47,What is the highest point in Karakoram,0.3092,QALD2_tr-47,What is the highest point in Karakoram,0.3092
QALD2_tr-49,Give me all companies in the advertising industry.,0.1452,QALD2_tr-49,Give me all the companies in the advertising industry,0.1452,QALD2_tr-49,Tell me about every company in the advertising industry,0.0608,QALD2_tr-49,Give me all the companies in the advertising business,0.0261,QALD2_tr-49,Give me all the advertising companies,0.015,QALD2_tr-49,Give me all the advertising companies,0.015,QALD2_tr-49,Give me all the companies in the advertising business,0.0261,QALD2_tr-49,Give me all the companies in the advertising industry,0.1452,QALD2_tr-49,Give me all the companies in the advertising industry,0.1452,QALD2_tr-49,Give me all the companies in the advertising industry,0.1452,QALD2_tr-49,Give me all the companies in the advertising industry,0.1452
QALD2_tr-50,What did Bruce Carver die from?,0.125,QALD2_tr-50,What did Bruce Caffer die of,0.0,QALD2_tr-50,What disease did Bruce Carver die from,0.05,QALD2_tr-50,What did Bruce Carver die of,0.0833,QALD2_tr-50,What did Bruce Carver die of,0.0833,QALD2_tr-50,What did Bruce Carver die of,0.0833,QALD2_tr-50,What killed Bruce Carver,0.125,QALD2_tr-50,What did Bruce Carver die of,0.0833,QALD2_tr-50,Bruce Carver died of what,0.1,QALD2_tr-50,What caused Bruce Carver s death,0.5,QALD2_tr-50,What caused Bruce Carver s death,0.5
QALD2_tr-51,Give me all school types.,0.0,QALD2_tr-51,To all my students at my school,0.0,QALD2_tr-51,Tell me all the types of schools,0.0,QALD2_tr-51,Give me all kinds of school,0.0,QALD2_tr-51,Give me all the kids at school,0.0,QALD2_tr-51,Give me all the school guys,0.0,QALD2_tr-51,Give me all the sculptures,0.0,QALD2_tr-51,Give me all the school types,0.0,QALD2_tr-51,Give me all kinds of schools,0.0,QALD2_tr-51,Give me all the school types,0.0,QALD2_tr-51,Give me all kinds of school,0.0
QALD2_tr-52,Which presidents were born in 1945?,0.0445,QALD2_tr-52,Which president was born in,0.0006,QALD2_tr-52,Who were the presidents born in,0.0001,QALD2_tr-52,Which presidents were born in,0.0002,QALD2_tr-52,Which presidents were born in,0.0002,QALD2_tr-52,Which presidents were born in,0.0002,QALD2_tr-52,Which Presidents Were Born in,0.0002,QALD2_tr-52,Which presidents were born in,0.0002,QALD2_tr-52,Which president was born in,0.0006,QALD2_tr-52,What Presidents Were Born in,0.0,QALD2_tr-52,Which presidents were born in,0.0002
QALD2_tr-53,Give me all presidents of the United States.,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077,QALD2_tr-53,Give me all the presidents of the United States,0.0077
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.2919,QALD2_tr-54,Who was President Lincoln s wife,0.1867,QALD2_tr-54,Who was President Lincoln s wife,0.1867,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of President Lincoln of the United States,0.8269,QALD2_tr-54,Who was the wife of President Lincoln,0.2919,QALD2_tr-54,Who was the wife of U S  President Lincoln,0.177
QALD2_tr-55,Who developed the video game World of Warcraft?,0.411,QALD2_tr-55,Who invented the world s fighting game,0.0004,QALD2_tr-55,Who invented the video game World of Warcraft,0.336,QALD2_tr-55,Who developed the video game World of Warcraft,0.411,QALD2_tr-55,Who made the video game World of Warcraft,0.3693,QALD2_tr-55,Who developed the video game World of Warcraft,0.411,QALD2_tr-55,Who created the video game World of Warcraft,0.3051,QALD2_tr-55,Who designed the video game World of Warcraft,0.47,QALD2_tr-55,Who invented the video game World of Warcraft,0.336,QALD2_tr-55,Who created the World Warcraft video game,0.3051,QALD2_tr-55,Who invented the video game World of Warcraft,0.336
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,0.352,QALD2_tr-57,A list of all episodes from the first season of HBO s  Soprano,0.379,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,0.3528,QALD2_tr-57,Submit a list of all episodes from the first season of the HBO television series The Sopranos,0.3349,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.352,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,0.3528,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.352,QALD2_tr-57,We ve listed all the episodes of the first season of HBO s Sopranos,0.3657,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.352,QALD2_tr-57,List all episodes from the first season of the HBO television series The Sopranos,0.3528,QALD2_tr-57,A list of all episodes of the first season of the HBO television series The Sopranos,0.352
QALD2_tr-58,Who produced the most films?,0.0036,QALD2_tr-58,Who makes the most movies,0.0002,QALD2_tr-58,Who made the most movies,0.0011,QALD2_tr-58,Who produced the most movies,0.0005,QALD2_tr-58,Who made most of the movies,0.0011,QALD2_tr-58,Who produced the most movies,0.0005,QALD2_tr-58,Who produced most of the movies,0.0005,QALD2_tr-58,Who made the most movies,0.0011,QALD2_tr-58,Who makes the most movies,0.0002,QALD2_tr-58,Who made the most films,0.0072,QALD2_tr-58,Who made the most movies,0.0011
QALD2_tr-59,Give me all people with first name Jimmy.,0.0003,QALD2_tr-59,Ask all people with the last name Jimmy,0.0018,QALD2_tr-59,Call anyone with a name like Jamie,0.0,QALD2_tr-59,Give me all the people who have the name Jimmy,0.0003,QALD2_tr-59,Tell everyone the first name is Jimmy,0.0009,QALD2_tr-59,Give me all the names Jimmy,0.0002,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0003,QALD2_tr-59,Give me all the people named Jimmy,0.0004,QALD2_tr-59,Tell me everyone s first name is Jimmy,0.0008,QALD2_tr-59,Tell anyone who has the name Jimmy,0.0002,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0003
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.0775,QALD2_tr-61,Which mountain is higher than South Gabah,0.0006,QALD2_tr-61,What mountain is higher than Garbalt,0.0,QALD2_tr-61,What mountains are higher than the Naga Barbat,0.0,QALD2_tr-61,What mountains are higher than the Naga Parbat,0.042,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0604,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0604,QALD2_tr-61,What mountains are higher than Nghi Parbat,0.0473,QALD2_tr-61,Which mountain is higher than Nanga Parbat,0.0775,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0604,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.0604
QALD2_tr-62,Who created Wikipedia?,0.218,QALD2_tr-62,Who founded Wikipedia,0.115,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218,QALD2_tr-62,Who created Wikipedia,0.218
QALD2_tr-63,Give me all actors starring in Batman Begins.,0.1779,QALD2_tr-63,Let me see the actors who started Batman,0.0012,QALD2_tr-63,Give me all the actors in the Batman premiere,0.0109,QALD2_tr-63,Give me all the actors who are outstanding in Batman Begins,0.0997,QALD2_tr-63,Give me all the actors in Batman Begins,0.1762,QALD2_tr-63,Give me all the actors who play in Batman Begins,0.1752,QALD2_tr-63,Give me all the actors in Batman Begins,0.1762,QALD2_tr-63,Give me all the actors who play Batman Begins,0.1752,QALD2_tr-63,Give me all the actors who starred in Batman Begins,0.2018,QALD2_tr-63,Give me all the actors that Batman starts with,0.0073,QALD2_tr-63,Give me all the characters from Batman Begins,0.065
QALD2_tr-64,Which software has been developed by organizations founded in California?,0.0285,QALD2_tr-64,What software did a California based organization invent,0.0056,QALD2_tr-64,What kind of software did organizations founded in California develop,0.003,QALD2_tr-64,What program was developed by organizations established in California,0.0,QALD2_tr-64,What software have organizations based in California developed,0.0117,QALD2_tr-64,What software was developed by organizations based in California,0.0148,QALD2_tr-64,What software was developed by organizations that were founded in California,0.0082,QALD2_tr-64,What software have organizations based in California developed,0.0117,QALD2_tr-64,What software have organizations established in California developed,0.0054,QALD2_tr-64,What software have companies based in California developed,0.0131,QALD2_tr-64,What program has been developed by California based organizations,0.0005
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,0.2846,QALD2_tr-65,Who are the companies in the aerospace and nuclear reactors,0.2592,QALD2_tr-65,What companies are working in the aerospace industry and nuclear reactor technology,0.2991,QALD2_tr-65,Which companies are in the aerospace industry and also in nuclear reactor technology,0.2618,QALD2_tr-65,Which companies are working in the aerospace industry and also in nuclear reactor technology,0.2526,QALD2_tr-65,What companies are working in the aerospace industry and on nuclear reactor technology,0.2991,QALD2_tr-65,What companies are involved in the aerospace industry and nuclear reactor engineering,0.2847,QALD2_tr-65,What companies are in the aerospace industry and nuclear reactors,0.3438,QALD2_tr-65,Which companies are in the aerospace industry and nuclear reactor technology,0.2765,QALD2_tr-65,Which companies operate in the aviation and space sector,0.0007,QALD2_tr-65,Which companies are active in the aerospace industry and in nuclear hydropower technology,0.0392
QALD2_tr-68,Which actors were born in Germany?,0.0868,QALD2_tr-68,Which actor was born in Germany,0.061,QALD2_tr-68,Who are the German born actors,0.0633,QALD2_tr-68,Which of my actors were born in Germany,0.0114,QALD2_tr-68,Which actors were born in Germany,0.0868,QALD2_tr-68,Which actors were born in Germany,0.0868,QALD2_tr-68,What actors were born in Germany,0.0277,QALD2_tr-68,What actors were born in Germany,0.0277,QALD2_tr-68,Which actress was born in Germany,0.0102,QALD2_tr-68,What actors were born in Germany,0.0277,QALD2_tr-68,Which actors were born in Germany,0.0868
QALD2_tr-69,Which caves have more than 3 entrances?,0.0842,QALD2_tr-69,Which cave has more than three entrances,0.0597,QALD2_tr-69,Which cave has three more entrances,0.0709,QALD2_tr-69,Which cave has more than three entrances,0.0597,QALD2_tr-69,Which caves have more than three entrances,0.071,QALD2_tr-69,What caves have more than three entrances,0.0649,QALD2_tr-69,What caves have more than three entrances,0.0649,QALD2_tr-69,Which caves have more than three entrances,0.071,QALD2_tr-69,Which cave has more than three entrances,0.0597,QALD2_tr-69,Which caves have more than   entrances,0.0805,QALD2_tr-69,What cave has more than three entrances,0.0592
QALD2_tr-70,Give me all films produced by Hal Roach.,0.8242,QALD2_tr-70,Give me all the films that Hal Roach made,0.7406,QALD2_tr-70,Give me all the Hal Roach movies,0.5435,QALD2_tr-70,Give me all the movies Hal Roach made,0.4374,QALD2_tr-70,Give me all the movies Hal Roach made,0.4374,QALD2_tr-70,Give me all the movies Hal Roach made,0.4374,QALD2_tr-70,Give me all the Hal Roach movies,0.5435,QALD2_tr-70,Give me all the movies Hal Roach made,0.4374,QALD2_tr-70,Give me all the movies Hal Roach made,0.4374,QALD2_tr-70,Give me all the pictures that Hal Roach made,0.3446,QALD2_tr-70,Give me all the movies Hal Roach produced,0.576
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,0.6295,QALD2_tr-71,Give me all the games that Mean Hamster has published,0.5258,QALD2_tr-71,Give me all the video games that have been released by the Mainhamster Software,0.0,QALD2_tr-71,Give me all the video games that My Hamster Saffron has published,0.0573,QALD2_tr-71,Give me all the video games published by My Hamster Software,0.1023,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,0.6295,QALD2_tr-71,Give me all the video games that were released by Mean Hamster Software,0.5819,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,0.6295,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,0.6295,QALD2_tr-71,Give me all the video games published by Mean Hamster Software,0.6295,QALD2_tr-71,Give me all the video games published by the Lip Hamster Program,0.0724
QALD2_tr-72,Which languages are spoken in Estonia?,0.5739,QALD2_tr-72,What languages do Estonians speak,0.0617,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What language is spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825,QALD2_tr-72,What languages are spoken in Estonia,0.4825
QALD2_tr-73,Who owns Aldi?,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who is Aldi Malki,0.069,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns Aldi,0.4753,QALD2_tr-73,Who owns the Old,0.0,QALD2_tr-73,Whose is Aldi,0.1147
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.1151,QALD2_tr-74,Which European capital hosts the Summer Olympics,0.1018,QALD2_tr-74,What European capital was the host city for the Summer Olympics,0.0748,QALD2_tr-74,Which European capitals hosted the Summer Olympics,0.1018,QALD2_tr-74,Which European capitals hosted the Summer Olympics,0.1018,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.0786,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.0786,QALD2_tr-74,In which European capitals were the Summer Olympics held,0.0354,QALD2_tr-74,Which European capital is hosting the Summer Olympics,0.1018,QALD2_tr-74,What European capitals hosted the Summer Olympics,0.0786,QALD2_tr-74,Which European cities hosted the Summer Olympics,0.0904
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.3853,QALD2_tr-75,Who was the fifth president of the United States,0.375,QALD2_tr-75,Who became the fifth president of the United States,0.2145,QALD2_tr-75,Who was the fifth president of the United States of America,0.7644,QALD2_tr-75,Who was the fifth president of the United States,0.375,QALD2_tr-75,Who was the fifth president of the United States of America,0.7644,QALD2_tr-75,Who was the fifth president of the United States of America,0.7644,QALD2_tr-75,Who was the fifth president of the United States of America,0.7644,QALD2_tr-75,Who became the fifth president of the United States,0.2145,QALD2_tr-75,Who was the fifth president of the United States,0.375,QALD2_tr-75,Who became the fifth president of the United States,0.2145
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.0641,QALD2_tr-77,Which album had a Christmas song last year,0.0164,QALD2_tr-77,Which record contains a Christmas song from last year,0.0467,QALD2_tr-77,Which albums have the song last Christmas,0.0172,QALD2_tr-77,Which albums have the song  The Past Past,0.0,QALD2_tr-77,What music albums contain the song  Last Christmas,0.0417,QALD2_tr-77,What musical albums contain the song Last Christmas,0.0417,QALD2_tr-77,What music albums contain the song  Last Christmas,0.0417,QALD2_tr-77,Which music album contains the song Last Christmas,0.0641,QALD2_tr-77,What is the last Christmas song on the music albums,0.0331,QALD2_tr-77,What music albums have the song Last Christmas,0.019
QALD2_tr-78,Give me all books written by Danielle Steel.,0.079,QALD2_tr-78,Give me all the books by Danielle Steel,0.1726,QALD2_tr-78,Give me all the books Daniel Steele has,0.1369,QALD2_tr-78,Give me all the books Daniel Steele wrote,0.0568,QALD2_tr-78,Give me all the books written by Daniel Steele,0.079,QALD2_tr-78,Give me all the books Danielle Steel wrote,0.0568,QALD2_tr-78,Give me all the books by Danielle Steel,0.1726,QALD2_tr-78,Give me all the books Daniel Steele wrote,0.0568,QALD2_tr-78,Give me all the books Danielle Steel wrote,0.0568,QALD2_tr-78,Give me all the books that Daniel Steel wrote,0.0568,QALD2_tr-78,Give me all the books by Danielle Steel,0.1726
QALD2_tr-79,"Which airports are located in California, USA?",0.6318,QALD2_tr-79,What airports are there in California,0.1899,QALD2_tr-79,Where is the airport in California  USA,0.4991,QALD2_tr-79,Which airports are in California  USA,0.5608,QALD2_tr-79,Which airports are located in California  USA,0.6318,QALD2_tr-79,What airports are in California  USA,0.5023,QALD2_tr-79,What airports are in California  USA,0.5023,QALD2_tr-79,What airports are located in California  USA,0.5824,QALD2_tr-79,Which airport is located in California  United States,0.1312,QALD2_tr-79,What airports are in California  U S A,0.0044,QALD2_tr-79,What airport is in California  U S A,0.0044
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.0125,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.0125,QALD2_tr-80,Listen to all the Grands of Canada,0.0,QALD2_tr-80,Give me all the Canadian Grange,0.0,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.0125,QALD2_tr-80,Give me all the Canadian Grunge records,0.0011,QALD2_tr-80,Give me all the Canadian Grunge labels,0.0039,QALD2_tr-80,Give me all the Canadian Grunge labels,0.0039,QALD2_tr-80,Give me all the Canadian Grunge record labels,0.0125,QALD2_tr-80,Give me all the Canadian crunch records labels,0.0,QALD2_tr-80,Give me every Canadian Grunge recording band,0.0038
QALD2_tr-81,Which country has the most official languages?,0.2461,QALD2_tr-81,Which country has the most official languages,0.2461,QALD2_tr-81,Which country has the most commonly spoken languages,0.056,QALD2_tr-81,Which country uses the most official languages,0.1995,QALD2_tr-81,Which country has the most official languages,0.2461,QALD2_tr-81,Which country has the most official languages,0.2461,QALD2_tr-81,Which country has the most official languages,0.2461,QALD2_tr-81,Which country has the largest number of official languages,0.0835,QALD2_tr-81,Which country has the most official languages,0.2461,QALD2_tr-81,What countries have the most official languages,0.1012,QALD2_tr-81,What country has the most official languages,0.1725
QALD2_tr-82,In which programming language is GIMP written?,0.0554,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,In what programming language does GIMP write,0.0377,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is GIMP written in,0.0597,QALD2_tr-82,What programming language is written GIMP,0.0597
QALD2_tr-83,Who produced films starring Natalie Portman?,0.3152,QALD2_tr-83,Who made the film starring Natalie Portman,0.316,QALD2_tr-83,Who made the movie starring Natalie Portman,0.2612,QALD2_tr-83,Who produced the films starring Natalie Portman,0.3152,QALD2_tr-83,Who made the movies with Natalie Portman,0.2232,QALD2_tr-83,Who made movies with Natalie Portman,0.2232,QALD2_tr-83,Who made movies with Natalie Portman,0.2232,QALD2_tr-83,Who made the Natalie Portman movies,0.2232,QALD2_tr-83,Who made the movie starring Natalie Portman,0.2612,QALD2_tr-83,Who made the films starring Natalie Portman,0.316,QALD2_tr-83,Who produced the films starring Natalie Portman,0.3152
QALD2_tr-84,Give me all movies with Tom Cruise.,0.0709,QALD2_tr-84,Give me all the movies with McRae,0.0,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the movies with Tom Cruise,0.0709,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the Tom Cruise movies,0.0709,QALD2_tr-84,Give me all the Tom Cruise pictures,0.1789,QALD2_tr-84,Give me all the movies with Tom Cruise,0.0709
