qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
QALD2_te-86,What is the largest city in Australia?,0.0258,QALD2_te-86,What is Australia s largest city,0.0073,QALD2_te-86,What is the largest city in Australia,0.0258,QALD2_te-86,What is the largest city in Australia,0.0258,QALD2_te-86,What is Australia s largest city,0.0073,QALD2_te-86,What s the biggest city in Australia,0.0002,QALD2_te-86,Which city is the largest in Australia,0.2189,QALD2_te-86,What is the largest city in Australia,0.0258,QALD2_te-86,What is the largest city in Australia,0.0258,QALD2_te-86,What is the largest city in Australia,0.0258,QALD2_te-86,What is Australia s largest city,0.0073
QALD2_te-87,Who composed the music for Harold and Maude?,0.1678,QALD2_te-87,Who composed the music of Harold and Maud,0.1678,QALD2_te-87,Who wrote Harold and Maude s music,0.0455,QALD2_te-87,Who made the music for Harold and Maud,0.125,QALD2_te-87,Who wrote the music for Harold and Maude,0.0833,QALD2_te-87,Who composed the music for Harold and Maude,0.1678,QALD2_te-87,Who composed the music for Harold and Maude,0.1678,QALD2_te-87,Who wrote the music for Harold and Maud,0.0833,QALD2_te-87,Who wrote the music for Harold and Maude,0.0833,QALD2_te-87,Who wrote the music for Harold and Maude,0.0833,QALD2_te-87,Who composed the music of Harold and Maude,0.1678
QALD2_te-88,Which films starring Clint Eastwood did he direct himself?,0.4992,QALD2_te-88,What movies did Clint Eastwood star in,0.3783,QALD2_te-88,What are the movies that Clint Eastwood starred in,0.4018,QALD2_te-88,Which Clint Eastwood movies did he direct himself,0.3596,QALD2_te-88,What original movies did Clint Eastwood direct,0.4102,QALD2_te-88,What films with Clint Eastwood did he direct himself,0.4258,QALD2_te-88,What movies did he direct with Clint Eastwood himself,0.3804,QALD2_te-88,What Clint Eastwood movies did he direct himself,0.3804,QALD2_te-88,Which movie stars Clint Eastwood and he directed himself,0.4551,QALD2_te-88,What films did he direct with Clint Eastwood,0.4672,QALD2_te-88,What films with Clint Eastwood did he direct himself,0.4258
QALD2_te-89,In which city was the former Dutch queen Juliana buried?,0.2,QALD2_te-89,In which city was the former Queen of the Netherlands  Juliana  buried,0.1667,QALD2_te-89,In which city was the former Queen Juliana of the Netherlands buried,0.1667,QALD2_te-89,In which city did the former Dutch queen Juliana be buried,0.125,QALD2_te-89,In which city was the former queen of the Netherlands  Juliana  buried,0.1667,QALD2_te-89,In what city was the former Dutch Queen Juliana buried,0.5,QALD2_te-89,In which city was the former Dutch Queen Juliana buried,0.2,QALD2_te-89,In which city was the former Dutch Queen Juliana buried,0.2,QALD2_te-89,Where is the former Dutch queen Juliana buried,0.5,QALD2_te-89,In which city was the former Queen Juliana of the Netherlands buried,0.1667,QALD2_te-89,In what city was the former Queen Juliana of the Netherlands buried,0.25
QALD2_te-90,Where is the residence of the prime minister of Spain?,0.3929,QALD2_te-90,Where does the Spanish prime minister live,0.0082,QALD2_te-90,Where is the Prime Minister of Spain,0.0239,QALD2_te-90,Where is the seat of the Spanish prime minister,0.2667,QALD2_te-90,Where is the residence of the Prime Minister of Spain,0.3929,QALD2_te-90,Where is the residence of the Spanish Prime Minister,0.3095,QALD2_te-90,Where is the residence of the Spanish Prime Minister,0.3095,QALD2_te-90,Where is the residence of the Prime Minister of Spain,0.3929,QALD2_te-90,Where is the residence of the Spanish prime minister,0.3095,QALD2_te-90,Where is the residence of the Prime Minister of Spain,0.3929,QALD2_te-90,Where is the residence of the Prime Minister of Spain,0.3929
QALD2_te-91,Which U.S. State has the abbreviation MN?,0.0445,QALD2_te-91,Which state in the U S  has an abbreviation MN,0.018,QALD2_te-91,In which state in the United States is MN abbreviated,0.0558,QALD2_te-91,What U S  state has an abbreviation MN,0.0132,QALD2_te-91,Which state in the U S  has the abbreviation MN,0.018,QALD2_te-91,Which US state has the abbreviation MN,0.1206,QALD2_te-91,Which state in the U S  has the abbreviation MN,0.018,QALD2_te-91,Which U S  state has the abbreviation MN,0.018,QALD2_te-91,Which state in the United States has the abbreviation MN,0.0376,QALD2_te-91,What U S  state has the abbreviation MN,0.0132,QALD2_te-91,What U S  state is called MN,0.0024
QALD2_te-92,Show me all songs from Bruce Springsteen released between 1980 and 1990.,0.107,QALD2_te-92,Let me see some of the songs that Bruce Springsteen released between      and,0.0578,QALD2_te-92,Show me all the Bruce Springsteen songs that were released between      and,0.0572,QALD2_te-92,Show me all the Bruce Springsteen songs that came out between      and,0.04,QALD2_te-92,Show me all the Bruce Springsteen songs that came out between the    s and    s,0.0294,QALD2_te-92,Show me all the Bruce Springsteen songs that came out between      and,0.04,QALD2_te-92,Show me all the Bruce Springsteen songs that were released between      and,0.0572,QALD2_te-92,Show me all the Bruce Springsteen songs from the     s to the     s,0.0409,QALD2_te-92,Show all the Bruce Springsteen songs that were released between      and,0.0856,QALD2_te-92,Show me all the songs by Bruce Springsteen released between      and,0.0959,QALD2_te-92,Show me all the Bruce Springsteen songs published between      and,0.0596
QALD2_te-93,Which movies did Sam Raimi direct after Army of Darkness?,0.4698,QALD2_te-93,What movies did Sam Raimi direct after the Dark Ages,0.4449,QALD2_te-93,What movie did Sam Raimi direct after Army of the Dragon,0.4315,QALD2_te-93,What movies did Sam Raimi direct after Dark Army,0.5386,QALD2_te-93,After the Dark Army  what movies did Sam Remy direct,0.1229,QALD2_te-93,What movies did Sam Raimi direct after Army of Darkness,0.5386,QALD2_te-93,What movies did Sam Raimi direct at Army of Darkness,0.4855,QALD2_te-93,What movies did Sam Raimi direct after the Army of Darkness,0.5386,QALD2_te-93,Which movie was directed by Sam Raimi after Army of Darkness,0.4736,QALD2_te-93,What movies did Sam Raimi direct after the Army went dark,0.5153,QALD2_te-93,What movies did Sam Raimi direct after the Army of Darkness,0.5386
QALD2_te-95,Who wrote the lyrics for the Polish national anthem?,0.0278,QALD2_te-95,Who wrote the lyrics to the Polish national anthem,0.0278,QALD2_te-95,Who wrote the lyrics for the Polish national anthem,0.0278,QALD2_te-95,Who wrote the words to the Polish national anthem,0.0112,QALD2_te-95,Who wrote the words to the Polish national anthem,0.0112,QALD2_te-95,Who wrote the words to the Polish national anthem,0.0112,QALD2_te-95,Who wrote the lyrics for the Polish national anthem,0.0278,QALD2_te-95,Who wrote the lyrics to the Polish anthem,0.0256,QALD2_te-95,Who wrote the lyrics to the Polish national anthem,0.0278,QALD2_te-95,Who wrote the lyrics to the Polish national anthem,0.0278,QALD2_te-95,Who wrote the words to the Polish national anthem,0.0112
QALD2_te-97,Who painted The Storm on the Sea of Galilee?,0.3135,QALD2_te-97,Who painted  The Storm on the Sea of Galilee,0.3135,QALD2_te-97,Who drew the storm in the Sea of Galilee,0.2508,QALD2_te-97,Who drew the storm on the Sea of Galilee,0.2508,QALD2_te-97,Who painted the Sea of Galilee storm,0.3135,QALD2_te-97,Who painted The Storm on the Sea of Galilee,0.3135,QALD2_te-97,Who painted the storm at the Sea of Galilee,0.3135,QALD2_te-97,Who painted  The Storm on the Sea of Galilee,0.3135,QALD2_te-97,Who painted The Storm on the Sea of Galilee,0.3135,QALD2_te-97,Who painted the Sea of Galilee,0.0951,QALD2_te-97,Who painted The Storm on the Sea of Galilee,0.3135
QALD2_te-98,Which country does the creator of Miffy come from?,0.3704,QALD2_te-98,What country are the creators of the mics from,0.0,QALD2_te-98,What country did the creator of Miffy come from,0.3383,QALD2_te-98,What country did the creator of Mefi come from,0.0,QALD2_te-98,Where did the creator of Miffy come from,0.36,QALD2_te-98,What country is Miffy s creator from,0.4286,QALD2_te-98,What country is Miffy s creator from,0.4286,QALD2_te-98,What country is Miffy s creator from,0.4286,QALD2_te-98,What country did Miffy come from,0.0529,QALD2_te-98,What country does the Mafia creator come from,0.0,QALD2_te-98,What country does Miffy s creator come from,0.3352
QALD2_te-99,For which label did Elvis record his first album?,0.0189,QALD2_te-99,For which record label did Elvis record his first album,0.0191,QALD2_te-99,What label did Elvis record his first album with,0.0108,QALD2_te-99,Which label did Elvis put his first album on,0.0085,QALD2_te-99,For which label did Elvis record his first album,0.0189,QALD2_te-99,What label did Elvis record his first album for,0.0108,QALD2_te-99,What label did Elvis record his first album for,0.0108,QALD2_te-99,What label did Elvis record his first album for,0.0108,QALD2_te-99,What label did Elvis record his first album for,0.0108,QALD2_te-99,For which label did Elvis record his first album,0.0189,QALD2_te-99,For what factory did Elvis record his first album,0.0082
QALD2_te-100,Who produces Orangina?,0.4737,QALD2_te-100,Who produces vegetables,0.0,QALD2_te-100,Who makes oranges,0.0,QALD2_te-100,Who makes oranges,0.0,QALD2_te-100,Who makes Arragena,0.0,QALD2_te-100,Who makes the orange,0.0,QALD2_te-100,Who makes oranges,0.0,QALD2_te-100,Who makes oranges,0.0,QALD2_te-100,Who made the oranges,0.0005,QALD2_te-100,Who is the maker of Orangina,0.6202,QALD2_te-100,Who produces Orangina,0.4737
QALD2_tr-1,Give me all female Russian astronauts.,0.2349,QALD2_tr-1,Give me all the Russian female astronauts,0.2349,QALD2_tr-1,Call all the Russian women astronauts,0.2743,QALD2_tr-1,Give me every Russian astronaut,0.0162,QALD2_tr-1,Give me all the Russian astronauts,0.0149,QALD2_tr-1,Give me all the Russian astronauts,0.0149,QALD2_tr-1,Give me all the Russian astronauts,0.0149,QALD2_tr-1,Give me all the Russian astronauts,0.0149,QALD2_tr-1,Give me all the Russian space women,0.0061,QALD2_tr-1,Give me all the female Russian astronauts,0.2349,QALD2_tr-1,Give me all the Russian women who walk in the sky,0.0
QALD2_tr-3,Who is the daughter of Bill Clinton married to?,0.0041,QALD2_tr-3,Who married Bill Clinton s daughter,0.0068,QALD2_tr-3,Who did Clinton s daughter marry,0.0,QALD2_tr-3,Who s Bill Clinton s married daughter,0.0067,QALD2_tr-3,Who did Bill Clinton s daughter marry,0.0024,QALD2_tr-3,Who is Bill Clinton s daughter married to,0.0068,QALD2_tr-3,Who is Bill Clinton s daughter married to,0.0068,QALD2_tr-3,Who did Bill Clinton s daughter marry,0.0024,QALD2_tr-3,Who is Bill Clinton s daughter married to,0.0068,QALD2_tr-3,Who married Bill Clinton s daughter,0.0068,QALD2_tr-3,Who is Bill Clinton s daughter married to,0.0068
QALD2_tr-4,Which river does the Brooklyn Bridge cross?,0.08,QALD2_tr-4,Which river does the Brooklyn Bridge cross,0.08,QALD2_tr-4,Which river does the Brooklyn Bridge cross,0.08,QALD2_tr-4,Which river crosses the Brooklyn Bridge,0.1526,QALD2_tr-4,Who is the Brooklyn Bridge crossing,0.0559,QALD2_tr-4,What river runs through the Brooklyn Bridge,0.0023,QALD2_tr-4,Which river does the Brooklyn Bridge cross,0.08,QALD2_tr-4,Which river does the Brooklyn Bridge cross,0.08,QALD2_tr-4,Which river is the Brooklyn Bridge,0.1297,QALD2_tr-4,What river does the Brooklyn Bridge cross,0.0632,QALD2_tr-4,What river does the Brooklyn Bridge cross,0.0632
QALD2_tr-6,Where did Abraham Lincoln die?,0.0176,QALD2_tr-6,Where did Lincoln die,0.0004,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Where did Abraham Lincoln die,0.0176,QALD2_tr-6,Abraham Lincoln died in what place,0.0604,QALD2_tr-6,Where did Abraham Lincoln die,0.0176
QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party?,0.0651,QALD2_tr-8,Which state in Germany is ruled by the Social Democratic Party,0.1055,QALD2_tr-8,Which states in Germany are ruled by the Social Democratic Party,0.1055,QALD2_tr-8,Which states of Germany are ruled by the Social Democratic Party,0.1055,QALD2_tr-8,Which states of Germany are governed by the Social Democratic Party,0.0651,QALD2_tr-8,Which states in Germany are ruled by the Social Democratic Party,0.1055,QALD2_tr-8,Which states are ruled by the Social Democratic Party,0.044,QALD2_tr-8,Which states in Germany are governed by the Social Democratic Party,0.0651,QALD2_tr-8,Which country in Germany is led by the Social Democratic Party,0.0137,QALD2_tr-8,Which states of Germany are ruled by the Social Democratic Party,0.1055,QALD2_tr-8,What German states are ruled by the Social Democratic Party,0.0414
QALD2_tr-9,Which U.S. states possess gold minerals?,0.0163,QALD2_tr-9,Which state in the United States has gold,0.0076,QALD2_tr-9,Which US states have gold mines,0.0295,QALD2_tr-9,Which US states have gold minerals,0.0391,QALD2_tr-9,Which U S  states have gold mines,0.0018,QALD2_tr-9,Which states own gold minerals,0.0204,QALD2_tr-9,Which U S  states have gold minerals,0.0027,QALD2_tr-9,Which U S  states have gold minerals,0.0027,QALD2_tr-9,Which country in the United States has gold minerals,0.0357,QALD2_tr-9,What U S  states have gold mines,0.0007,QALD2_tr-9,What U S  states have gold mines,0.0007
QALD2_tr-10,In which country does the Nile start?,0.0022,QALD2_tr-10,From which country does the Nile begin,0.0057,QALD2_tr-10,Which country does the Nile River start in,0.0059,QALD2_tr-10,In which country does the Nile begin,0.0052,QALD2_tr-10,In which country does the Nile begin,0.0052,QALD2_tr-10,Where does the Nile River start,0.0011,QALD2_tr-10,Which country is the beginning of the Nile,0.0144,QALD2_tr-10,What country does Neil start in,0.0,QALD2_tr-10,Where does the Nile River start,0.0011,QALD2_tr-10,What country does the Nile begin in,0.007,QALD2_tr-10,From what country does the Nile begin,0.0068
QALD2_tr-11,Which countries have places with more than two caves?,0.0224,QALD2_tr-11,Which country has more than two caves,0.0045,QALD2_tr-11,Which countries have more than two caves,0.0108,QALD2_tr-11,Which country has more than two islands,0.0,QALD2_tr-11,Which countries have places with more than two caves,0.0224,QALD2_tr-11,What country has more than two caves,0.0008,QALD2_tr-11,Which countries have places with more than two caves,0.0224,QALD2_tr-11,What countries have places with more than two caves,0.0025,QALD2_tr-11,Which country has more than two caves,0.0045,QALD2_tr-11,In which countries are there more than two caves,0.0101,QALD2_tr-11,Which countries have more than two cave areas,0.0038
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,QALD2_tr-13,What class are the Milfoots,0.0,QALD2_tr-13,What class is Millipede in,1.0,QALD2_tr-13,What class do you belong to,0.0,QALD2_tr-13,Who s that Milpd belong to,0.0,QALD2_tr-13,What class does the One Foot belong to,0.0,QALD2_tr-13,What class is the mile footer,0.0,QALD2_tr-13,What class is the Milepede,0.0,QALD2_tr-13,Which class is Millepede s,1.0,QALD2_tr-13,What class does a multinational enterprise belong to,0.0,QALD2_tr-13,What class is Millepede,1.0
QALD2_tr-15,Who created Goofy?,0.1229,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who made the guffie,0.0,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who found Goffie,0.0,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who invented Goofy,0.0715,QALD2_tr-15,Who created Goofy,0.1229,QALD2_tr-15,Who created Goofy,0.1229
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0,QALD2_tr-16,Give me the capitals of every African country,0.0,QALD2_tr-16,Tell me the capitals of every country in Africa,0.0,QALD2_tr-16,Give me the capitals of all the countries in Africa,0.0,QALD2_tr-16,Give me the capital of all the countries of Africa,0.0,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0,QALD2_tr-16,Give me the capital of all the countries in Africa,0.0,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0,QALD2_tr-16,Give me the capital of all African countries,0.0
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,0.0056,QALD2_tr-17,Please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please,0.0,QALD2_tr-17,Give me all the cities in New Jersey with over a million people,0.0,QALD2_tr-17,Give me all the cities in New Jersey with a population over,0.0002,QALD2_tr-17,Give me all the cities in New Jersey with more than         people,0.0,QALD2_tr-17,Give me every city in New Jersey with over         residents,0.0,QALD2_tr-17,Give me all the cities in New Jersey with more than         residents,0.0002,QALD2_tr-17,Give me all the cities in New Jersey with a population of over,0.0002,QALD2_tr-17,Give me all the cities in New Jersey with over         residents,0.0,QALD2_tr-17,Give me all the cities in New Jersey with more than         people,0.0,QALD2_tr-17,Give me all the cities in New Jersey with a population of over,0.0002
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0066,QALD2_tr-18,Which museum has Munch s  Screaming,0.0078,QALD2_tr-18,What museum exhibits the  Culture s Cry,0.0,QALD2_tr-18,What museum has a Monch scream,0.0,QALD2_tr-18,What museum has a cross munk exhibit,0.0,QALD2_tr-18,What museum is showing Munch s Cry,0.0093,QALD2_tr-18,Which museum is showing  The Scream of Munch,0.0084,QALD2_tr-18,What museum is the Manch s Creek on display,0.0,QALD2_tr-18,Which museum is showing The Scream by Munch,0.0084,QALD2_tr-18,What museum displays Manchin s Sword,0.0,QALD2_tr-18,What museum is the  Munch Confession,0.0244
QALD2_tr-21,Which states border Illinois?,0.0461,QALD2_tr-21,What state is the border with Illinois,0.0135,QALD2_tr-21,Which states border the state of Illinois,0.0469,QALD2_tr-21,Which states are challenging Illinois,0.0,QALD2_tr-21,Which states border Illinois,0.0461,QALD2_tr-21,Which states border Illinois,0.0461,QALD2_tr-21,Which states border Illinois,0.0461,QALD2_tr-21,What states border Illinois,0.0135,QALD2_tr-21,Which state borders Illinois,0.0461,QALD2_tr-21,Which states border the state of Illinois,0.0469,QALD2_tr-21,What states are equivalent to Illinois,0.0
QALD2_tr-22,In which country is the Limerick Lake?,0.1183,QALD2_tr-22,Lake Limerick is in which country,0.1183,QALD2_tr-22,Which country is Lake Limerick,0.1183,QALD2_tr-22,In which country is Lake Limerick,0.1183,QALD2_tr-22,In which country is Lake Limerick,0.1183,QALD2_tr-22,Which country is Lake Limerick in,0.1183,QALD2_tr-22,In which country is Lake Limerick located,0.1167,QALD2_tr-22,In which country is Lake Limerick,0.1183,QALD2_tr-22,Which country is on Lake Limerick,0.1183,QALD2_tr-22,In which country is Lake Limerick located,0.1167,QALD2_tr-22,In what country is Lake Limerick located,0.1007
QALD2_tr-23,Which television shows were created by Walt Disney?,0.1962,QALD2_tr-23,What TV show did Walt Disney create,0.0871,QALD2_tr-23,What are the TV shows that Walt Disney made,0.0508,QALD2_tr-23,What TV shows did Walt Disney create,0.0871,QALD2_tr-23,What TV shows have Walt Disney produced,0.0562,QALD2_tr-23,What TV shows were created by Walt Disney,0.1312,QALD2_tr-23,What TV shows did Walt Disney make,0.0406,QALD2_tr-23,What TV shows did Walt Disney create,0.0871,QALD2_tr-23,Which television series was created by Walt Disney,0.1695,QALD2_tr-23,What TV shows did Walt Disney produce,0.0783,QALD2_tr-23,What television programs did Walt Disney produce,0.1461
QALD2_tr-24,Which mountain is the highest after the Annapurna?,0.1915,QALD2_tr-24,Which is the highest mountain after Naples,0.0002,QALD2_tr-24,What is the highest mountain since Annapurna,0.1265,QALD2_tr-24,Which mountain is higher than Annapurna,0.0929,QALD2_tr-24,After Annapurna  which is the highest mountain,0.1915,QALD2_tr-24,What mountain is the highest after Annapurna,0.1488,QALD2_tr-24,Which mountain is the highest after Annapurna,0.1915,QALD2_tr-24,What is the highest mountain after Annapurna,0.1488,QALD2_tr-24,Which hill is the highest after Annapurna,0.1084,QALD2_tr-24,What mountain is the highest after Annaburna,0.0,QALD2_tr-24,What is the tallest mountain after Annapurna,0.092
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,0.6629,QALD2_tr-25,What are the films directed by Gilly Marshall,0.006,QALD2_tr-25,Which film directed by Lee Marshall did Julia Roberts play the lead role,0.067,QALD2_tr-25,In which Gary Marshall movies was Julia Roberts starring,0.2322,QALD2_tr-25,In which films directed by Gary Marshall did Julia Roberts star,0.4083,QALD2_tr-25,Which Garry Marshall films did Julia Roberts star in,0.6329,QALD2_tr-25,Which Garry Marshall films did Julia Roberts play,0.623,QALD2_tr-25,What films did Harry Marshall direct with Julia Roberts,0.2995,QALD2_tr-25,Which Garry Marshall film does Julia Roberts star in,0.6331,QALD2_tr-25,In which films did Julia Roberts star,0.0356,QALD2_tr-25,What films directed by Garry Marshall did Julia Roberts play,0.7222
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.0045,QALD2_tr-26,Which bridge is the same as the Manhattan Bridge,0.0066,QALD2_tr-26,The same type of bridge as the Manhattan Bridge,0.0072,QALD2_tr-26,What bridges are the same as the Manhattan Bridge,0.0061,QALD2_tr-26,Which bridges are the same type as the Manhattan Bridge,0.0045,QALD2_tr-26,What kind of bridge is the same type as the Manhattan Bridge,0.0028,QALD2_tr-26,Which bridges are the same type as the Manhattan Bridge,0.0045,QALD2_tr-26,What kind of bridge is the same as the Manhattan Bridge,0.004,QALD2_tr-26,Which bridge is the same as the Manhattan Bridge,0.0066,QALD2_tr-26,What bridges are like the Manhattan Bridge,0.0052,QALD2_tr-26,What are the similar types of bridges on the Manhattan Bridge,0.0038
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.0945,QALD2_tr-28,Which country in Europe has a constitutional monarchy,0.2254,QALD2_tr-28,Which of the European countries has a constitutional monarchy,0.1588,QALD2_tr-28,Which European countries have constitutional ownership,0.0024,QALD2_tr-28,Which European countries have a basic monarchy,0.0215,QALD2_tr-28,Which European countries have a constitutional monarchy,0.0945,QALD2_tr-28,Which European countries have a constitutional monarchy,0.0945,QALD2_tr-28,Which European countries have a constitutional monarchy,0.0945,QALD2_tr-28,Which European country has a constitutional monarchy,0.1588,QALD2_tr-28,What European countries have a constitutional constitution,0.0017,QALD2_tr-28,What countries in Europe have a constitutional monarchy,0.0715
QALD2_tr-29,Which awards did WikiLeaks win?,0.1806,QALD2_tr-29,What prize did WikiLeaks win,0.0301,QALD2_tr-29,What awards did WikiLeaks win,0.0222,QALD2_tr-29,What awards did WikiLeaks win,0.0222,QALD2_tr-29,What prize did Vicky Leaks win,0.0009,QALD2_tr-29,What awards did WikiLeaks win,0.0222,QALD2_tr-29,What awards has WikiLeaks won,0.4444,QALD2_tr-29,What awards did WikiLeaks win,0.0222,QALD2_tr-29,Which prize has won WikiLeaks,0.3901,QALD2_tr-29,What awards did WikiLeaks win,0.0222,QALD2_tr-29,What award did WikiLeaks win,0.0222
QALD2_tr-30,Which state of the USA has the highest population density?,0.0434,QALD2_tr-30,Which state has the highest population density in the United States,0.0158,QALD2_tr-30,Which state has the highest population density in the United States,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,Which state in the United States has the highest population density,0.0158,QALD2_tr-30,What state in the United States has the largest population,0.0
QALD2_tr-31,What is the currency of the Czech Republic?,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency in the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984,QALD2_tr-31,What is the currency of the Czech Republic,0.1984
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.2718,QALD2_tr-32,Which EU country has adopted the euro,0.2158,QALD2_tr-32,Which European Union countries have adopted the euro,0.2649,QALD2_tr-32,Which EU countries have adopted the euro,0.2217,QALD2_tr-32,Which countries in the European Union adopted the euro,0.2718,QALD2_tr-32,Which countries in the European Union have adopted the euro,0.2649,QALD2_tr-32,Which countries of the European Union have adopted the euro,0.2649,QALD2_tr-32,Which countries of the European Union have adopted the euro,0.2649,QALD2_tr-32,Which countries in the European Union use the Euro,0.3089,QALD2_tr-32,What countries of the European Union adopted the euro,0.3006,QALD2_tr-32,Which countries in the European Union used the euro,0.3089
QALD2_tr-34,Which countries have more than two official languages?,0.0248,QALD2_tr-34,Which country has more than two official languages,0.0337,QALD2_tr-34,In which country are there more than two common languages,0.0005,QALD2_tr-34,Which countries have more than two official languages,0.0248,QALD2_tr-34,Which countries have more than two official languages,0.0248,QALD2_tr-34,Which countries have more than two official languages,0.0248,QALD2_tr-34,Which countries have more than two official languages,0.0248,QALD2_tr-34,In which countries are there more than two official languages,0.0414,QALD2_tr-34,Which country has more than two official languages,0.0337,QALD2_tr-34,In which countries there are more than two official languages,0.0414,QALD2_tr-34,In which countries are more than two official languages,0.0414
QALD2_tr-35,Who is the owner of Universal Studios?,0.0016,QALD2_tr-35,Who owns the Union Cinema,0.0,QALD2_tr-35,Who owns Universal Studios,0.0041,QALD2_tr-35,Who owns Eversale Studios,0.0,QALD2_tr-35,Who owns Universal Studios,0.0041,QALD2_tr-35,Who owns the Universal Studios,0.0041,QALD2_tr-35,Who owns Universal Studios,0.0041,QALD2_tr-35,Who owns Universal Studios,0.0041,QALD2_tr-35,Who owns the Universal Studios,0.0041,QALD2_tr-35,Who owns Universal Studios,0.0041,QALD2_tr-35,Who owns Universal Studios,0.0041
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.2603,QALD2_tr-36,Which country does the Han River flow through,0.0,QALD2_tr-36,What countries does the River Janice pass through,0.0,QALD2_tr-36,Which countries does the Yenisei River flow through,0.2603,QALD2_tr-36,Which countries does the Yenisei River flow through,0.2603,QALD2_tr-36,Which country is the Yenisei River flowing into,0.2645,QALD2_tr-36,What countries does the Yenisei flow through,0.1024,QALD2_tr-36,What countries does the Yenisei River flow through,0.1064,QALD2_tr-36,Which country does the Yenisei River flow through,0.2603,QALD2_tr-36,In what countries does the Yeneise River flow,0.0,QALD2_tr-36,What country does the Yenisei River pass through,0.0405
