qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
QALD2_tr-59,Give me all people with first name Jimmy.,0.0667,6,backtranslation_pes_arab,1.0,Tell everyone the first name is Jimmy,backtranslation_zsm_latn,1.0,Tell me everyone s first name is Jimmy,backtranslation_fra_latn,0.1111,Give me all the names Jimmy,backtranslation_rus_cyrl,0.1111,Give me all the people named Jimmy,backtranslation_arb_arab,0.0909,Give me all the people who have the name Jimmy,backtranslation_tam_taml,0.0909,Tell anyone who has the name Jimmy,,,,,,,,,,,,
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-62,Who created Wikipedia?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-63,Give me all actors starring in Batman Begins.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-64,Which software has been developed by organizations founded in California?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-68,Which actors were born in Germany?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-69,Which caves have more than 3 entrances?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-70,Give me all films produced by Hal Roach.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-72,Which languages are spoken in Estonia?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-73,Who owns Aldi?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.3333,1,backtranslation_swh_latn,0.5,Which European cities hosted the Summer Olympics,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.5,7,backtranslation_yue_hant,1.0,Who was the fifth president of the United States,backtranslation_arb_arab,1.0,Who was the fifth president of the United States of America,backtranslation_pes_arab,1.0,Who was the fifth president of the United States,backtranslation_fra_latn,1.0,Who was the fifth president of the United States of America,backtranslation_deu_latn,1.0,Who was the fifth president of the United States of America,backtranslation_rus_cyrl,1.0,Who was the fifth president of the United States of America,backtranslation_tam_taml,1.0,Who was the fifth president of the United States,,,,,,,,,
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.2,1,backtranslation_tam_taml,0.3333,What is the last Christmas song on the music albums,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-78,Give me all books written by Danielle Steel.,0.1429,9,backtranslation_kor_hang,1.0,Give me all the books Daniel Steele has,backtranslation_yue_hant,0.5,Give me all the books by Danielle Steel,backtranslation_deu_latn,0.5,Give me all the books by Danielle Steel,backtranslation_swh_latn,0.5,Give me all the books by Danielle Steel,backtranslation_arb_arab,0.25,Give me all the books Daniel Steele wrote,backtranslation_fra_latn,0.25,Give me all the books Danielle Steel wrote,backtranslation_rus_cyrl,0.25,Give me all the books Daniel Steele wrote,backtranslation_zsm_latn,0.25,Give me all the books Danielle Steel wrote,backtranslation_tam_taml,0.25,Give me all the books that Daniel Steel wrote,,,
QALD2_tr-79,"Which airports are located in California, USA?",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-81,Which country has the most official languages?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-82,In which programming language is GIMP written?,0.1,9,backtranslation_yue_hant,0.1111,What programming language is GIMP written in,backtranslation_kor_hang,0.1111,What programming language is GIMP written in,backtranslation_pes_arab,0.1111,What programming language is GIMP written in,backtranslation_fra_latn,0.1111,What programming language is GIMP written in,backtranslation_deu_latn,0.1111,What programming language is GIMP written in,backtranslation_rus_cyrl,0.1111,What programming language is GIMP written in,backtranslation_zsm_latn,0.1111,What programming language is GIMP written in,backtranslation_tam_taml,0.1111,What programming language is GIMP written in,backtranslation_swh_latn,0.1111,What programming language is written GIMP,,,
QALD2_tr-83,Who produced films starring Natalie Portman?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-84,Give me all movies with Tom Cruise.,0.3333,1,backtranslation_tam_taml,1.0,Give me all the Tom Cruise pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-86,Give me all female German chancellors.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-87,Who wrote the book The pillars of the Earth?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0476,7,backtranslation_fra_latn,0.1429,Give me all the football clubs in the Premier League,backtranslation_deu_latn,0.1429,Give me all the football clubs in the Premier League,backtranslation_rus_cyrl,0.1429,Give me all the football clubs in the Premier League,backtranslation_zsm_latn,0.1429,Give me all the football clubs in the Premier League,backtranslation_tam_taml,0.1429,Give me all the football clubs in the Premier League,backtranslation_kor_hang,0.125,Give me every football club in the Premier League,backtranslation_yue_hant,0.0833,Let me see all the football clubs in the Premier League,,,,,,,,,
QALD2_tr-91,Which organizations were founded in 1950?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-92,What is the highest mountain?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-1,44 magnum hunting,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-2,B. F. Skinner,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-3,Bookwork,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-4,NAACP Image Awards,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-5,Scott County,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-6,air wisconsin,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-7,airsoft glock,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-9,american embassy nairobi,0.5,1,backtranslation_zsm_latn,1.0,Embassy of the United States of America in Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-10,asheville north carolina,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-11,austin powers,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-12,austin texas,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-13,banana paper making,0.5,6,backtranslation_kor_hang,1.0,Manufacture of banana paper,backtranslation_arb_arab,1.0,The banana paper industry,backtranslation_fra_latn,1.0,Manufacture of banana paper,backtranslation_deu_latn,1.0,Manufacture of banana paper,backtranslation_rus_cyrl,1.0,banana paper,backtranslation_zsm_latn,1.0,banana paper manufacturing,,,,,,,,,,,,
SemSearch_ES-14,ben franklin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-15,bradley center,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-16,brooklyn bridge,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-17,butte montana,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-18,canasta cards,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-19,carl lewis,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-20,carolina,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-21,charles darwin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-22,city of charlotte,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-23,city of virginia beach,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-24,coastal carolina,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-25,david suchet,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-26,disney orlando,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-28,el salvador,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-29,ellis college,0.0076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-30,eloan line of credit,0.25,7,backtranslation_yue_hant,1.0,The European credit line,backtranslation_arb_arab,1.0,A credit line,backtranslation_fra_latn,1.0,credit line,backtranslation_rus_cyrl,1.0,credit line,backtranslation_zsm_latn,1.0,credit line,backtranslation_swh_latn,1.0,line of credit,backtranslation_pes_arab,0.3333,The credit line  Elon,,,,,,,,,
SemSearch_ES-31,emery,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-32,fitzgerald auto mall chambersburg pa,0.25,4,backtranslation_arb_arab,1.0,Fitzgerald car dealership in camberburg,backtranslation_fra_latn,1.0,Fitzgerald auto mall chamber of commerce,backtranslation_swh_latn,1.0,fitzgerald auto mall chambersburg by,backtranslation_yue_hant,0.3333,Fitzgerald Car Mall in Cumberland  PA,,,,,,,,,,,,,,,,,,
SemSearch_ES-33,harry potter,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-34,harry potter movie,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-36,imdb batman returns,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-37,jack johnson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-38,jack the ripper,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-39,james caldwell high school,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-40,james clayton md,0.0189,1,backtranslation_arb_arab,0.05,James Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-41,joan of arc,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-42,john maxwell,0.5,1,backtranslation_yue_hant,1.0,John Maxwell is the author of this book,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-45,keith urban,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-47,king arthur,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-49,laura bush,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-50,laura steele bob and tom,0.0526,1,backtranslation_rus_cyrl,0.0833,Laura Style Bob and Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-52,lincoln park,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-53,lynchburg virginia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-54,marc anthony,0.5,1,backtranslation_yue_hant,1.0,Marc Anthony is the author of,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-56,mario bros,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-57,martin luther king,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-58,mason ohio,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-59,"mercy hospital in des moines, ia",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-60,michael douglas,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-61,mr rourke fantasy island,0.0164,4,backtranslation_kor_hang,0.3333,The fantasy island of Mr  Roark,backtranslation_pes_arab,0.3333,Mr  Roark  the Island of Fantasy,backtranslation_arb_arab,0.0217,Roark is a fictional island,backtranslation_yue_hant,0.0213,Mr  Rock s fantasy island,,,,,,,,,,,,,,,,,,
SemSearch_ES-63,old winchester shotguns,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-65,orlando florida,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-66,overeaters anonymous,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-67,ovguide movies,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-68,pierce county washington,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-70,radio italia online,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-71,richmond virginia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-72,rock 103 memphis,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-73,rowan university,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-74,sacred heart u,0.3333,9,backtranslation_yue_hant,1.0,The Sacred Heart,backtranslation_kor_hang,1.0,The Sacred Heart,backtranslation_arb_arab,1.0,The Sacred Heart,backtranslation_pes_arab,1.0,The Sacred Heart,backtranslation_fra_latn,1.0,the sacred heart,backtranslation_deu_latn,1.0,The Sacred Heart,backtranslation_rus_cyrl,1.0,The Sacred Heart,backtranslation_zsm_latn,1.0,The sacred heart,backtranslation_swh_latn,0.5,holy heart,,,
SemSearch_ES-75,sagemont church houston tx,0.0,4,backtranslation_pes_arab,0.0625,The Church of the Sacred Heart of Houston  Tx,backtranslation_arb_arab,0.0115,The Sagmont Houston church,backtranslation_yue_hant,0.0093,Sagemont Church  Houston,backtranslation_rus_cyrl,0.0093,The Sagemont Houston church,,,,,,,,,,,,,,,,,,
SemSearch_ES-76,san antonio,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-77,savannah tech,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-78,sharp pc,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-79,shobana masala,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-80,sonny and cher,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-81,south dakota state university,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-82,st lucia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-83,st paul saints,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-84,the dish danielle fishel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-85,the longest yard sale,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-86,the morning call lehigh valley pa,0.5,6,backtranslation_kor_hang,1.0,Calling in the morning to the Lehigh Valley,backtranslation_arb_arab,1.0,The morning call to Yeog Valley,backtranslation_fra_latn,1.0,The morning call to Lehigh Valley,backtranslation_zsm_latn,1.0,morning call from Lehigh Valley,backtranslation_tam_taml,1.0,Morning call to the Lehigh Valley,backtranslation_swh_latn,1.0,morning call to Lehigh Valley on,,,,,,,,,,,,
SemSearch_ES-88,thomas jefferson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-89,university of north dakota,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-90,university of phoenix,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-91,westminster abbey,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-93,08 toyota tundra,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-94,Hugh Downs,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-95,MADRID,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-96,New England Coffee,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-97,PINK PANTHER 2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-98,University of Texas at Austin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-99,University of York,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-100,YMCA Tampa,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-101,ashley wagner,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-102,beach flowers,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-104,bourbonnais il,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-106,chase masterson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-107,concord steel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-108,danielia cotton,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-109,david hewlett,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-111,"eagle rock, ca",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-114,glenn frey,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-115,goodwill of michigan,0.1111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-118,iowa energy,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-119,john elliott,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-120,lawrence general hospital,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-123,michael zimmerman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-124,motorola bluetooth hs850,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-125,nokia e73,0.5,7,backtranslation_kor_hang,1.0,The Nokia E,backtranslation_arb_arab,1.0,The Nokia E,backtranslation_pes_arab,1.0,The Nokia E,backtranslation_rus_cyrl,1.0,The Nokia E,backtranslation_zsm_latn,1.0,The Nokia E,backtranslation_tam_taml,1.0,Nokia E,backtranslation_swh_latn,1.0,The Nokia E,,,,,,,,,
SemSearch_ES-127,palm tungsten e2 handheld,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-128,philadelphia neufchatel cheese,0.0238,3,backtranslation_pes_arab,0.0833,The Philadelphia Neftal cheese,backtranslation_yue_hant,0.0476,Philippine neon cheese,backtranslation_fra_latn,0.0244,New Chateau cheese from Philadelphia,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-129,pizza populous detroit mi,0.3333,6,backtranslation_kor_hang,1.0,Pizza population of Detroit is,backtranslation_rus_cyrl,1.0,The Detroit Mee pizza,backtranslation_tam_taml,1.0,People are Detroit My Pizza,backtranslation_pes_arab,0.5,The pizza is crowded in Detroit,backtranslation_fra_latn,0.5,Pizza is very crowded in Detroit,backtranslation_zsm_latn,0.5,Detroit residents are my pizza,,,,,,,,,,,,
SemSearch_ES-130,plymouth police department,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-131,scpa san diego,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-132,sealy mattress co,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-135,spring shoes canada,0.0256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-136,sri lanka government gazette,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-137,steak express,0.0294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-139,the big texan steak house,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-141,ventura county court,0.5,1,backtranslation_arb_arab,1.0,Ventura County Courthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-1,Apollo astronauts who walked on the Moon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-2,Arab states of the Persian Gulf,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-3,astronauts who landed on the Moon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-4,Axis powers of World War II,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-5,books of the Jewish canon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-6,boroughs of New York City,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-7,Branches of the US military,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-8,continents in the world,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-10,did nicole kidman have any siblings,0.1111,8,backtranslation_swh_latn,1.0,Did Nicole Kidman have a brother and sister,backtranslation_pes_arab,0.5,Nicole Kidman had a sister and a brother,backtranslation_tam_taml,0.3333,Nicole Kidman had no siblings,backtranslation_yue_hant,0.25,Nicole Kidman has no siblings,backtranslation_fra_latn,0.2,Does Nicole Kidman have any siblings,backtranslation_deu_latn,0.2,Does Nicole Kidman have any siblings,backtranslation_zsm_latn,0.2,Does Nicole Kidman have any siblings,backtranslation_arb_arab,0.125,Did Nicole Kidman have any brothers,,,,,,
SemSearch_LS-11,dioceses of the church of ireland,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-12,first targets of the atomic bomb,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-13,five great epics of Tamil literature,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.5,9,backtranslation_yue_hant,1.0,The gods who live on Mount Olympus,backtranslation_kor_hang,1.0,The gods who lived on Mount Olympus,backtranslation_arb_arab,1.0,The gods who lived on Mount Olympus,backtranslation_pes_arab,1.0,The gods who lived on Mount Olympus,backtranslation_fra_latn,1.0,the gods who lived on Mount Olympus,backtranslation_deu_latn,1.0,Gods who lived on Mount Olympus,backtranslation_rus_cyrl,1.0,The gods who lived on Mount Olympus,backtranslation_tam_taml,1.0,The gods of Mount Olympus,backtranslation_swh_latn,1.0,gods who lived on Mount Olympus,,,
SemSearch_LS-16,hijackers in the September 11 attacks,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-17,houses of the Russian parliament,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-18,"john lennon, parents",0.5,3,backtranslation_yue_hant,1.0,John Lennon  his parents,backtranslation_kor_hang,1.0,John Lennon  his parents,backtranslation_rus_cyrl,1.0,John Lennon  his parents,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-19,kenya's captain in cricket,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-20,kublai khan siblings,0.5,7,backtranslation_yue_hant,1.0,The Kublai Khan brothers,backtranslation_kor_hang,1.0,Brother Kublai Khan,backtranslation_arb_arab,1.0,The brothers of Kublai Khan,backtranslation_rus_cyrl,1.0,The Kublai han brothers,backtranslation_zsm_latn,1.0,The Kublai Khan brothers,backtranslation_tam_taml,1.0,The brothers Kublai Khan,backtranslation_swh_latn,1.0,The brother of Kublai Khan,,,,,,,,,
SemSearch_LS-21,lilly allen parents,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-22,major leagues in the united states,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-24,matt berry tv series,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-25,members of u2?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-26,movies starring erykah badu,0.3333,7,backtranslation_yue_hant,1.0,Starring  Erika Badu,backtranslation_arb_arab,1.0,The films starring Erica Badu,backtranslation_pes_arab,1.0,Actor  Eric Badu,backtranslation_fra_latn,1.0,films with Erika Badu,backtranslation_rus_cyrl,1.0,The movie with Eric Badu,backtranslation_zsm_latn,1.0,A film starring erykah badu,backtranslation_deu_latn,0.5,Movies with Erikha Badu,,,,,,,,,
SemSearch_LS-29,nations where Portuguese is an official language,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-30,orders (or 'choirs') of angels,0.1667,1,backtranslation_yue_hant,0.2,The Angel Choir,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-31,permanent members of the UN Security Council,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-32,presidents depicted on mount rushmore who died of shooting,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-33,provinces and territories of Canada,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-34,ratt albums,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-35,republics of the former Yugoslavia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-36,revolutionaries of 1959 in Cuba,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-37,standard axioms of set theory,0.5,1,backtranslation_arb_arab,1.0,Standard axioms of addition theory,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-38,states that border oklahoma,0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-39,ten ancient Greek city-kingdoms of Cyprus,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-40,the first 13 american states,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-41,the four of the companions of the prophet,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-42,twelve tribes or sons of Israel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-43,what books did paul of tarsus write?,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
