qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
QALD2_tr-13,Which classis does the Millepede belong to?,1.0,QALD2_tr-13,What class are the Milfoots,0.0,QALD2_tr-13,What class is Millipede in,1.0,QALD2_tr-13,What class do you belong to,0.0,QALD2_tr-13,Who s that Milpd belong to,0.0,QALD2_tr-13,What class does the One Foot belong to,0.0,QALD2_tr-13,What class is the mile footer,0.0,QALD2_tr-13,What class is the Milepede,0.0,QALD2_tr-13,Which class is Millepede s,1.0,QALD2_tr-13,What class does a multinational enterprise belong to,0.0,QALD2_tr-13,What class is Millepede,1.0
QALD2_tr-15,Who created Goofy?,1.0,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who made the guffie,0.0,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who found Goffie,0.0,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who invented Goofy,0.0588,QALD2_tr-15,Who created Goofy,1.0,QALD2_tr-15,Who created Goofy,1.0
QALD2_tr-16,Give me the capitals of all countries in Africa.,0.0033,QALD2_tr-16,Give me the capitals of every African country,0.0018,QALD2_tr-16,Tell me the capitals of every country in Africa,0.0021,QALD2_tr-16,Give me the capitals of all the countries in Africa,0.0033,QALD2_tr-16,Give me the capital of all the countries of Africa,0.0033,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0033,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0033,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0033,QALD2_tr-16,Give me the capital of all the countries in Africa,0.0033,QALD2_tr-16,Give me the capitals of all the countries of Africa,0.0033,QALD2_tr-16,Give me the capital of all African countries,0.002
QALD2_tr-17,Give me all cities in New Jersey with more than 100000 inhabitants.,1.0,QALD2_tr-17,Please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please  please,0.0,QALD2_tr-17,Give me all the cities in New Jersey with over a million people,0.0063,QALD2_tr-17,Give me all the cities in New Jersey with a population over,0.2,QALD2_tr-17,Give me all the cities in New Jersey with more than         people,0.0076,QALD2_tr-17,Give me every city in New Jersey with over         residents,0.0052,QALD2_tr-17,Give me all the cities in New Jersey with more than         residents,0.011,QALD2_tr-17,Give me all the cities in New Jersey with a population of over,0.2,QALD2_tr-17,Give me all the cities in New Jersey with over         residents,0.0052,QALD2_tr-17,Give me all the cities in New Jersey with more than         people,0.0076,QALD2_tr-17,Give me all the cities in New Jersey with a population of over,0.2
QALD2_tr-18,Which museum exhibits The Scream by Munch?,0.0055,QALD2_tr-18,Which museum has Munch s  Screaming,0.008,QALD2_tr-18,What museum exhibits the  Culture s Cry,0.0,QALD2_tr-18,What museum has a Monch scream,0.0,QALD2_tr-18,What museum has a cross munk exhibit,0.0,QALD2_tr-18,What museum is showing Munch s Cry,0.0149,QALD2_tr-18,Which museum is showing  The Scream of Munch,0.0077,QALD2_tr-18,What museum is the Manch s Creek on display,0.0,QALD2_tr-18,Which museum is showing The Scream by Munch,0.0077,QALD2_tr-18,What museum displays Manchin s Sword,0.0,QALD2_tr-18,What museum is the  Munch Confession,0.0169
QALD2_tr-21,Which states border Illinois?,0.1111,QALD2_tr-21,What state is the border with Illinois,0.0256,QALD2_tr-21,Which states border the state of Illinois,0.0769,QALD2_tr-21,Which states are challenging Illinois,0.0011,QALD2_tr-21,Which states border Illinois,0.1111,QALD2_tr-21,Which states border Illinois,0.1111,QALD2_tr-21,Which states border Illinois,0.1111,QALD2_tr-21,What states border Illinois,0.0256,QALD2_tr-21,Which state borders Illinois,0.1111,QALD2_tr-21,Which states border the state of Illinois,0.0769,QALD2_tr-21,What states are equivalent to Illinois,0.0
QALD2_tr-22,In which country is the Limerick Lake?,1.0,QALD2_tr-22,Lake Limerick is in which country,1.0,QALD2_tr-22,Which country is Lake Limerick,1.0,QALD2_tr-22,In which country is Lake Limerick,1.0,QALD2_tr-22,In which country is Lake Limerick,1.0,QALD2_tr-22,Which country is Lake Limerick in,1.0,QALD2_tr-22,In which country is Lake Limerick located,0.5,QALD2_tr-22,In which country is Lake Limerick,1.0,QALD2_tr-22,Which country is on Lake Limerick,1.0,QALD2_tr-22,In which country is Lake Limerick located,0.5,QALD2_tr-22,In what country is Lake Limerick located,0.5
QALD2_tr-23,Which television shows were created by Walt Disney?,1.0,QALD2_tr-23,What TV show did Walt Disney create,0.5,QALD2_tr-23,What are the TV shows that Walt Disney made,0.1667,QALD2_tr-23,What TV shows did Walt Disney create,0.5,QALD2_tr-23,What TV shows have Walt Disney produced,0.5,QALD2_tr-23,What TV shows were created by Walt Disney,1.0,QALD2_tr-23,What TV shows did Walt Disney make,0.5,QALD2_tr-23,What TV shows did Walt Disney create,0.5,QALD2_tr-23,Which television series was created by Walt Disney,0.5,QALD2_tr-23,What TV shows did Walt Disney produce,0.25,QALD2_tr-23,What television programs did Walt Disney produce,0.5
QALD2_tr-24,Which mountain is the highest after the Annapurna?,1.0,QALD2_tr-24,Which is the highest mountain after Naples,0.2,QALD2_tr-24,What is the highest mountain since Annapurna,1.0,QALD2_tr-24,Which mountain is higher than Annapurna,0.5,QALD2_tr-24,After Annapurna  which is the highest mountain,1.0,QALD2_tr-24,What mountain is the highest after Annapurna,0.5,QALD2_tr-24,Which mountain is the highest after Annapurna,1.0,QALD2_tr-24,What is the highest mountain after Annapurna,0.5,QALD2_tr-24,Which hill is the highest after Annapurna,0.3333,QALD2_tr-24,What mountain is the highest after Annaburna,0.3333,QALD2_tr-24,What is the tallest mountain after Annapurna,1.0
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring?,1.0,QALD2_tr-25,What are the films directed by Gilly Marshall,0.0054,QALD2_tr-25,Which film directed by Lee Marshall did Julia Roberts play the lead role,0.125,QALD2_tr-25,In which Gary Marshall movies was Julia Roberts starring,1.0,QALD2_tr-25,In which films directed by Gary Marshall did Julia Roberts star,0.5,QALD2_tr-25,Which Garry Marshall films did Julia Roberts star in,1.0,QALD2_tr-25,Which Garry Marshall films did Julia Roberts play,1.0,QALD2_tr-25,What films did Harry Marshall direct with Julia Roberts,1.0,QALD2_tr-25,Which Garry Marshall film does Julia Roberts star in,1.0,QALD2_tr-25,In which films did Julia Roberts star,0.0714,QALD2_tr-25,What films directed by Garry Marshall did Julia Roberts play,1.0
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge?,0.2,QALD2_tr-26,Which bridge is the same as the Manhattan Bridge,0.25,QALD2_tr-26,The same type of bridge as the Manhattan Bridge,0.3333,QALD2_tr-26,What bridges are the same as the Manhattan Bridge,0.3333,QALD2_tr-26,Which bridges are the same type as the Manhattan Bridge,0.2,QALD2_tr-26,What kind of bridge is the same type as the Manhattan Bridge,0.1667,QALD2_tr-26,Which bridges are the same type as the Manhattan Bridge,0.2,QALD2_tr-26,What kind of bridge is the same as the Manhattan Bridge,0.1667,QALD2_tr-26,Which bridge is the same as the Manhattan Bridge,0.25,QALD2_tr-26,What bridges are like the Manhattan Bridge,0.3333,QALD2_tr-26,What are the similar types of bridges on the Manhattan Bridge,0.3333
QALD2_tr-28,Which European countries have a constitutional monarchy?,0.3333,QALD2_tr-28,Which country in Europe has a constitutional monarchy,1.0,QALD2_tr-28,Which of the European countries has a constitutional monarchy,0.25,QALD2_tr-28,Which European countries have constitutional ownership,0.0053,QALD2_tr-28,Which European countries have a basic monarchy,0.0769,QALD2_tr-28,Which European countries have a constitutional monarchy,0.3333,QALD2_tr-28,Which European countries have a constitutional monarchy,0.3333,QALD2_tr-28,Which European countries have a constitutional monarchy,0.3333,QALD2_tr-28,Which European country has a constitutional monarchy,0.25,QALD2_tr-28,What European countries have a constitutional constitution,0.0091,QALD2_tr-28,What countries in Europe have a constitutional monarchy,0.2
QALD2_tr-29,Which awards did WikiLeaks win?,0.5,QALD2_tr-29,What prize did WikiLeaks win,0.0714,QALD2_tr-29,What awards did WikiLeaks win,0.1429,QALD2_tr-29,What awards did WikiLeaks win,0.1429,QALD2_tr-29,What prize did Vicky Leaks win,0.0027,QALD2_tr-29,What awards did WikiLeaks win,0.1429,QALD2_tr-29,What awards has WikiLeaks won,1.0,QALD2_tr-29,What awards did WikiLeaks win,0.1429,QALD2_tr-29,Which prize has won WikiLeaks,1.0,QALD2_tr-29,What awards did WikiLeaks win,0.1429,QALD2_tr-29,What award did WikiLeaks win,0.1429
QALD2_tr-30,Which state of the USA has the highest population density?,1.0,QALD2_tr-30,Which state has the highest population density in the United States,1.0,QALD2_tr-30,Which state has the highest population density in the United States,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,Which state in the United States has the highest population density,1.0,QALD2_tr-30,What state in the United States has the largest population,0.0625
QALD2_tr-31,What is the currency of the Czech Republic?,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency in the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333,QALD2_tr-31,What is the currency of the Czech Republic,0.3333
QALD2_tr-32,Which countries in the European Union adopted the Euro?,0.5,QALD2_tr-32,Which EU country has adopted the euro,1.0,QALD2_tr-32,Which European Union countries have adopted the euro,1.0,QALD2_tr-32,Which EU countries have adopted the euro,1.0,QALD2_tr-32,Which countries in the European Union adopted the euro,0.5,QALD2_tr-32,Which countries in the European Union have adopted the euro,1.0,QALD2_tr-32,Which countries of the European Union have adopted the euro,1.0,QALD2_tr-32,Which countries of the European Union have adopted the euro,1.0,QALD2_tr-32,Which countries in the European Union use the Euro,1.0,QALD2_tr-32,What countries of the European Union adopted the euro,1.0,QALD2_tr-32,Which countries in the European Union used the euro,1.0
QALD2_tr-34,Which countries have more than two official languages?,0.25,QALD2_tr-34,Which country has more than two official languages,0.5,QALD2_tr-34,In which country are there more than two common languages,0.0556,QALD2_tr-34,Which countries have more than two official languages,0.25,QALD2_tr-34,Which countries have more than two official languages,0.25,QALD2_tr-34,Which countries have more than two official languages,0.25,QALD2_tr-34,Which countries have more than two official languages,0.25,QALD2_tr-34,In which countries are there more than two official languages,0.5,QALD2_tr-34,Which country has more than two official languages,0.5,QALD2_tr-34,In which countries there are more than two official languages,0.5,QALD2_tr-34,In which countries are more than two official languages,0.5
QALD2_tr-35,Who is the owner of Universal Studios?,0.125,QALD2_tr-35,Who owns the Union Cinema,0.0,QALD2_tr-35,Who owns Universal Studios,1.0,QALD2_tr-35,Who owns Eversale Studios,0.0084,QALD2_tr-35,Who owns Universal Studios,1.0,QALD2_tr-35,Who owns the Universal Studios,1.0,QALD2_tr-35,Who owns Universal Studios,1.0,QALD2_tr-35,Who owns Universal Studios,1.0,QALD2_tr-35,Who owns the Universal Studios,1.0,QALD2_tr-35,Who owns Universal Studios,1.0,QALD2_tr-35,Who owns Universal Studios,1.0
QALD2_tr-36,Through which countries does the Yenisei river flow?,0.3333,QALD2_tr-36,Which country does the Han River flow through,0.0,QALD2_tr-36,What countries does the River Janice pass through,0.0,QALD2_tr-36,Which countries does the Yenisei River flow through,0.3333,QALD2_tr-36,Which countries does the Yenisei River flow through,0.3333,QALD2_tr-36,Which country is the Yenisei River flowing into,1.0,QALD2_tr-36,What countries does the Yenisei flow through,0.25,QALD2_tr-36,What countries does the Yenisei River flow through,0.3333,QALD2_tr-36,Which country does the Yenisei River flow through,0.3333,QALD2_tr-36,In what countries does the Yeneise River flow,0.0014,QALD2_tr-36,What country does the Yenisei River pass through,0.25
QALD2_tr-38,Which monarchs of the United Kingdom were married to a German?,0.3333,QALD2_tr-38,Which king of England married a German,0.0018,QALD2_tr-38,Which kings of England married Germans,0.0018,QALD2_tr-38,Which queen of the United Kingdom married a German,1.0,QALD2_tr-38,Which kings of England married a German,0.0018,QALD2_tr-38,Which monarch of the United Kingdom married a German,0.3333,QALD2_tr-38,Which monarchs of the United Kingdom were married to a German,0.3333,QALD2_tr-38,Which British monarchs were married to a German,0.0714,QALD2_tr-38,Which kings in the United Kingdom marry a German,0.1111,QALD2_tr-38,What kings of Britain married a German,0.0303,QALD2_tr-38,Which English kings married Germans,0.0
QALD2_tr-40,What is the highest mountain in Australia?,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is Australia s highest mountain,0.3333,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is the highest mountain in Australia,0.25,QALD2_tr-40,What is Australia s tallest mountain,0.0037
QALD2_tr-41,Give me all soccer clubs in Spain.,0.0017,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me all the Spanish football clubs,0.0019,QALD2_tr-41,Give me every football club in Spain,0.0037,QALD2_tr-41,Give me all the Spanish football clubs,0.0019,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me all the football clubs in Spain,0.0083,QALD2_tr-41,Give me every football club in Spain,0.0037
QALD2_tr-42,What are the official languages of the Philippines?,1.0,QALD2_tr-42,What is the official language of the Philippines,1.0,QALD2_tr-42,What is the official language of the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0,QALD2_tr-42,What are the official languages spoken in the Philippines,1.0,QALD2_tr-42,What is the official language in the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0,QALD2_tr-42,What are the official languages of the Philippines,1.0
QALD2_tr-43,Who is the mayor of New York City?,0.5,QALD2_tr-43,Who is the mayor of New York City,0.5,QALD2_tr-43,Who s the mayor of New York City,1.0,QALD2_tr-43,Who s the mayor of New York City,1.0,QALD2_tr-43,Who s the mayor of New York City,1.0,QALD2_tr-43,Who is the mayor of New York,1.0,QALD2_tr-43,Who is the mayor of New York City,0.5,QALD2_tr-43,Who is the mayor of New York,1.0,QALD2_tr-43,Who is the mayor of New York,1.0,QALD2_tr-43,Who is the mayor of New York City,0.5,QALD2_tr-43,Who is the mayor of New York,1.0
QALD2_tr-44,Who designed the Brooklyn Bridge?,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who are they  Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0,QALD2_tr-44,Who designed the Brooklyn Bridge,1.0
QALD2_tr-45,Which telecommunications organizations are located in Belgium?,0.1429,QALD2_tr-45,What telecommunications facilities do you have in Bledgonia,0.0,QALD2_tr-45,What is the telecommunications agency in Belgium,0.1111,QALD2_tr-45,Which telecommunications organisations are located in Belgium,0.3333,QALD2_tr-45,What telecommunications organizations are located in Belgium,0.1667,QALD2_tr-45,What are the telecommunications organisations in Belgium,0.25,QALD2_tr-45,What telecommunications companies are located in Belgium,0.5,QALD2_tr-45,What telecommunications organisations are located in Belgium,0.3333,QALD2_tr-45,Which telecommunications company is located in Belgium,0.5,QALD2_tr-45,What telecommunications companies are located in Belgium,0.5,QALD2_tr-45,What are the telephone companies in Belgium,1.0
QALD2_tr-47,What is the highest place of Karakoram?,0.3333,QALD2_tr-47,Where is the highest point in Kaohsiung,0.0025,QALD2_tr-47,What is the highest point in Caracalla,0.0,QALD2_tr-47,What s the highest place in Karakoram,0.5,QALD2_tr-47,What s the highest point of my career,0.0018,QALD2_tr-47,What is the highest place in Karakoram,0.3333,QALD2_tr-47,What is the highest place in Karakoram,0.3333,QALD2_tr-47,What s the highest place in Karachoram,0.0016,QALD2_tr-47,What is the highest point in Karakoram,0.25,QALD2_tr-47,What is the highest point in Karakoram,0.25,QALD2_tr-47,What is the highest point in Karakoram,0.25
QALD2_tr-49,Give me all companies in the advertising industry.,1.0,QALD2_tr-49,Give me all the companies in the advertising industry,1.0,QALD2_tr-49,Tell me about every company in the advertising industry,0.0909,QALD2_tr-49,Give me all the companies in the advertising business,1.0,QALD2_tr-49,Give me all the advertising companies,0.3333,QALD2_tr-49,Give me all the advertising companies,0.3333,QALD2_tr-49,Give me all the companies in the advertising business,1.0,QALD2_tr-49,Give me all the companies in the advertising industry,1.0,QALD2_tr-49,Give me all the companies in the advertising industry,1.0,QALD2_tr-49,Give me all the companies in the advertising industry,1.0,QALD2_tr-49,Give me all the companies in the advertising industry,1.0
QALD2_tr-50,What did Bruce Carver die from?,0.25,QALD2_tr-50,What did Bruce Caffer die of,0.0,QALD2_tr-50,What disease did Bruce Carver die from,0.1,QALD2_tr-50,What did Bruce Carver die of,0.1667,QALD2_tr-50,What did Bruce Carver die of,0.1667,QALD2_tr-50,What did Bruce Carver die of,0.1667,QALD2_tr-50,What killed Bruce Carver,0.25,QALD2_tr-50,What did Bruce Carver die of,0.1667,QALD2_tr-50,Bruce Carver died of what,0.2,QALD2_tr-50,What caused Bruce Carver s death,1.0,QALD2_tr-50,What caused Bruce Carver s death,1.0
QALD2_tr-51,Give me all school types.,0.0017,QALD2_tr-51,To all my students at my school,0.0,QALD2_tr-51,Tell me all the types of schools,0.0,QALD2_tr-51,Give me all kinds of school,0.004,QALD2_tr-51,Give me all the kids at school,0.0,QALD2_tr-51,Give me all the school guys,0.0,QALD2_tr-51,Give me all the sculptures,0.0,QALD2_tr-51,Give me all the school types,0.0017,QALD2_tr-51,Give me all kinds of schools,0.004,QALD2_tr-51,Give me all the school types,0.0017,QALD2_tr-51,Give me all kinds of school,0.004
QALD2_tr-52,Which presidents were born in 1945?,0.0667,QALD2_tr-52,Which president was born in,0.0093,QALD2_tr-52,Who were the presidents born in,0.001,QALD2_tr-52,Which presidents were born in,0.0014,QALD2_tr-52,Which presidents were born in,0.0014,QALD2_tr-52,Which presidents were born in,0.0014,QALD2_tr-52,Which Presidents Were Born in,0.0014,QALD2_tr-52,Which presidents were born in,0.0014,QALD2_tr-52,Which president was born in,0.0093,QALD2_tr-52,What Presidents Were Born in,0.0,QALD2_tr-52,Which presidents were born in,0.0014
QALD2_tr-53,Give me all presidents of the United States.,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556,QALD2_tr-53,Give me all the presidents of the United States,0.0556
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.3333,QALD2_tr-54,Who was President Lincoln s wife,0.2,QALD2_tr-54,Who was President Lincoln s wife,0.2,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of President Lincoln of the United States,1.0,QALD2_tr-54,Who was the wife of President Lincoln,0.3333,QALD2_tr-54,Who was the wife of U S  President Lincoln,0.1429
QALD2_tr-55,Who developed the video game World of Warcraft?,1.0,QALD2_tr-55,Who invented the world s fighting game,0.0075,QALD2_tr-55,Who invented the video game World of Warcraft,1.0,QALD2_tr-55,Who developed the video game World of Warcraft,1.0,QALD2_tr-55,Who made the video game World of Warcraft,1.0,QALD2_tr-55,Who developed the video game World of Warcraft,1.0,QALD2_tr-55,Who created the video game World of Warcraft,1.0,QALD2_tr-55,Who designed the video game World of Warcraft,1.0,QALD2_tr-55,Who invented the video game World of Warcraft,1.0,QALD2_tr-55,Who created the World Warcraft video game,1.0,QALD2_tr-55,Who invented the video game World of Warcraft,1.0
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,1.0,QALD2_tr-57,A list of all episodes from the first season of HBO s  Soprano,1.0,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,Submit a list of all episodes from the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,List all the episodes from the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,We ve listed all the episodes of the first season of HBO s Sopranos,1.0,QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,List all episodes from the first season of the HBO television series The Sopranos,1.0,QALD2_tr-57,A list of all episodes of the first season of the HBO television series The Sopranos,1.0
QALD2_tr-58,Who produced the most films?,0.0042,QALD2_tr-58,Who makes the most movies,0.0011,QALD2_tr-58,Who made the most movies,0.0054,QALD2_tr-58,Who produced the most movies,0.0026,QALD2_tr-58,Who made most of the movies,0.0054,QALD2_tr-58,Who produced the most movies,0.0026,QALD2_tr-58,Who produced most of the movies,0.0026,QALD2_tr-58,Who made the most movies,0.0054,QALD2_tr-58,Who makes the most movies,0.0011,QALD2_tr-58,Who made the most films,0.0333,QALD2_tr-58,Who made the most movies,0.0054
QALD2_tr-59,Give me all people with first name Jimmy.,0.0667,QALD2_tr-59,Ask all people with the last name Jimmy,0.05,QALD2_tr-59,Call anyone with a name like Jamie,0.0,QALD2_tr-59,Give me all the people who have the name Jimmy,0.0909,QALD2_tr-59,Tell everyone the first name is Jimmy,1.0,QALD2_tr-59,Give me all the names Jimmy,0.1111,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0667,QALD2_tr-59,Give me all the people named Jimmy,0.1111,QALD2_tr-59,Tell me everyone s first name is Jimmy,1.0,QALD2_tr-59,Tell anyone who has the name Jimmy,0.0909,QALD2_tr-59,Give me all the people with the first name Jimmy,0.0667
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.5,QALD2_tr-61,Which mountain is higher than South Gabah,0.0016,QALD2_tr-61,What mountain is higher than Garbalt,0.0,QALD2_tr-61,What mountains are higher than the Naga Barbat,0.0,QALD2_tr-61,What mountains are higher than the Naga Parbat,0.2,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.3333,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.3333,QALD2_tr-61,What mountains are higher than Nghi Parbat,0.25,QALD2_tr-61,Which mountain is higher than Nanga Parbat,0.5,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.3333,QALD2_tr-61,What mountains are higher than Nanga Parbat,0.3333
QALD2_tr-62,Who created Wikipedia?,1.0,QALD2_tr-62,Who founded Wikipedia,0.3333,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0,QALD2_tr-62,Who created Wikipedia,1.0
QALD2_tr-63,Give me all actors starring in Batman Begins.,1.0,QALD2_tr-63,Let me see the actors who started Batman,0.0084,QALD2_tr-63,Give me all the actors in the Batman premiere,0.1,QALD2_tr-63,Give me all the actors who are outstanding in Batman Begins,0.5,QALD2_tr-63,Give me all the actors in Batman Begins,0.5,QALD2_tr-63,Give me all the actors who play in Batman Begins,0.5,QALD2_tr-63,Give me all the actors in Batman Begins,0.5,QALD2_tr-63,Give me all the actors who play Batman Begins,0.5,QALD2_tr-63,Give me all the actors who starred in Batman Begins,1.0,QALD2_tr-63,Give me all the actors that Batman starts with,0.0278,QALD2_tr-63,Give me all the characters from Batman Begins,0.5
QALD2_tr-64,Which software has been developed by organizations founded in California?,1.0,QALD2_tr-64,What software did a California based organization invent,0.5,QALD2_tr-64,What kind of software did organizations founded in California develop,0.0278,QALD2_tr-64,What program was developed by organizations established in California,0.0032,QALD2_tr-64,What software have organizations based in California developed,0.2,QALD2_tr-64,What software was developed by organizations based in California,0.3333,QALD2_tr-64,What software was developed by organizations that were founded in California,0.1,QALD2_tr-64,What software have organizations based in California developed,0.2,QALD2_tr-64,What software have organizations established in California developed,0.0556,QALD2_tr-64,What software have companies based in California developed,0.1111,QALD2_tr-64,What program has been developed by California based organizations,0.037
