qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10
QALD2_tr-49,Give me all companies in the advertising industry.,0.5,2,backtranslation_arb_arab,1.0,Give me all the companies in the advertising business,backtranslation_deu_latn,1.0,Give me all the companies in the advertising business,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-50,What did Bruce Carver die from?,0.0476,4,backtranslation_tam_taml,1.0,What caused Bruce Carver s death,backtranslation_swh_latn,1.0,What caused Bruce Carver s death,backtranslation_zsm_latn,0.0909,Bruce Carver died of what,backtranslation_deu_latn,0.0833,What killed Bruce Carver,,,,,,,,,,,,,,,,,,
QALD2_tr-51,Give me all school types.,0.0013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-52,Which presidents were born in 1945?,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-53,Give me all presidents of the United States.,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-54,Who was the wife of U.S. president Lincoln?,0.1429,3,backtranslation_zsm_latn,0.3333,Who was the wife of President Lincoln of the United States,backtranslation_yue_hant,0.2,Who was President Lincoln s wife,backtranslation_kor_hang,0.2,Who was President Lincoln s wife,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-55,Who developed the video game World of Warcraft?,0.1429,3,backtranslation_pes_arab,1.0,Who made the video game World of Warcraft,backtranslation_deu_latn,0.25,Who created the video game World of Warcraft,backtranslation_tam_taml,0.25,Who created the World Warcraft video game,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos!,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-58,Who produced the most films?,0.0028,9,backtranslation_arb_arab,0.0077,Who produced the most movies,backtranslation_fra_latn,0.0077,Who produced the most movies,backtranslation_deu_latn,0.0077,Who produced most of the movies,backtranslation_yue_hant,0.0049,Who makes the most movies,backtranslation_zsm_latn,0.0049,Who makes the most movies,backtranslation_kor_hang,0.0034,Who made the most movies,backtranslation_pes_arab,0.0034,Who made most of the movies,backtranslation_rus_cyrl,0.0034,Who made the most movies,backtranslation_swh_latn,0.0034,Who made the most movies,,,
QALD2_tr-59,Give me all people with first name Jimmy.,0.0476,4,backtranslation_zsm_latn,0.5,Tell me everyone s first name is Jimmy,backtranslation_pes_arab,0.2,Tell everyone the first name is Jimmy,backtranslation_tam_taml,0.0769,Tell anyone who has the name Jimmy,backtranslation_rus_cyrl,0.0714,Give me all the people named Jimmy,,,,,,,,,,,,,,,,,,
QALD2_tr-61,Which mountains are higher than the Nanga Parbat?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-62,Who created Wikipedia?,0.0625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-63,Give me all actors starring in Batman Begins.,0.1111,5,backtranslation_arb_arab,0.3333,Give me all the actors who are outstanding in Batman Begins,backtranslation_fra_latn,0.25,Give me all the actors who play in Batman Begins,backtranslation_rus_cyrl,0.25,Give me all the actors who play Batman Begins,backtranslation_zsm_latn,0.1667,Give me all the actors who starred in Batman Begins,backtranslation_swh_latn,0.1429,Give me all the characters from Batman Begins,,,,,,,,,,,,,,,
QALD2_tr-64,Which software has been developed by organizations founded in California?,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-68,Which actors were born in Germany?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-69,Which caves have more than 3 entrances?,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-70,Give me all films produced by Hal Roach.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-71,Give me all video games published by Mean Hamster Software.,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-72,Which languages are spoken in Estonia?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-73,Who owns Aldi?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-74,Which capitals in Europe were host cities of the summer olympic games?,0.0909,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-75,Who has been the 5th president of the United States of America?,0.0417,4,backtranslation_arb_arab,0.3333,Who was the fifth president of the United States of America,backtranslation_fra_latn,0.3333,Who was the fifth president of the United States of America,backtranslation_deu_latn,0.3333,Who was the fifth president of the United States of America,backtranslation_rus_cyrl,0.3333,Who was the fifth president of the United States of America,,,,,,,,,,,,,,,,,,
QALD2_tr-77,Which music albums contain the song Last Christmas?,0.2,1,backtranslation_tam_taml,0.25,What is the last Christmas song on the music albums,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-78,Give me all books written by Danielle Steel.,0.0217,4,backtranslation_kor_hang,0.125,Give me all the books Daniel Steele has,backtranslation_yue_hant,0.0476,Give me all the books by Danielle Steel,backtranslation_deu_latn,0.0476,Give me all the books by Danielle Steel,backtranslation_swh_latn,0.0476,Give me all the books by Danielle Steel,,,,,,,,,,,,,,,,,,
QALD2_tr-79,"Which airports are located in California, USA?",0.5,1,backtranslation_zsm_latn,1.0,Which airport is located in California  United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-80,Give me all Canadian Grunge record labels.,0.0035,1,backtranslation_swh_latn,0.0058,Give me every Canadian Grunge recording band,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-81,Which country has the most official languages?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-82,In which programming language is GIMP written?,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-83,Who produced films starring Natalie Portman?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-84,Give me all movies with Tom Cruise.,0.0526,1,backtranslation_tam_taml,1.0,Give me all the Tom Cruise pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-85,In which films did Julia Roberts as well as Richard Gere play?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-86,Give me all female German chancellors.,0.125,1,backtranslation_yue_hant,0.5,To all the female German prime ministers,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-87,Who wrote the book The pillars of the Earth?,0.25,4,backtranslation_yue_hant,0.3333,Who wrote  The Pillars of the Earth,backtranslation_pes_arab,0.3333,Who wrote the Pillars of the Earth,backtranslation_zsm_latn,0.3333,Who wrote The Pillars of the Earth,backtranslation_swh_latn,0.3333,Who wrote The Pillars of the Earth,,,,,,,,,,,,,,,,,,
QALD2_tr-89,Give me all soccer clubs in the Premier League.,0.0323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-91,Which organizations were founded in 1950?,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-92,What is the highest mountain?,0.0076,6,backtranslation_pes_arab,0.0417,What is the tallest mountain,backtranslation_swh_latn,0.0417,What is the tallest mountain,backtranslation_arb_arab,0.0133,What s the highest mountain,backtranslation_deu_latn,0.0133,What s the highest mountain,backtranslation_rus_cyrl,0.0133,What s the highest mountain,backtranslation_zsm_latn,0.0133,What s the highest mountain,,,,,,,,,,,,
SemSearch_ES-1,44 magnum hunting,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-2,B. F. Skinner,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-3,Bookwork,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-4,NAACP Image Awards,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-5,Scott County,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-6,air wisconsin,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-7,airsoft glock,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-9,american embassy nairobi,0.1429,9,backtranslation_zsm_latn,1.0,Embassy of the United States of America in Nairobi,backtranslation_yue_hant,0.5,The US Embassy in Nairobi,backtranslation_deu_latn,0.5,The US Embassy in Nairobi,backtranslation_arb_arab,0.2,The U S  Embassy in Nairobi,backtranslation_pes_arab,0.2,The U S  Embassy in Nairobi,backtranslation_fra_latn,0.2,U S  Embassy in Nairobi,backtranslation_rus_cyrl,0.2,the U S  Embassy in Nairobi,backtranslation_tam_taml,0.2,The U S  Embassy in Nairobi,backtranslation_swh_latn,0.2,U S  Embassy in Nairobi,,,
SemSearch_ES-10,asheville north carolina,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-11,austin powers,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-12,austin texas,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-13,banana paper making,0.1111,6,backtranslation_kor_hang,1.0,Manufacture of banana paper,backtranslation_arb_arab,1.0,The banana paper industry,backtranslation_fra_latn,1.0,Manufacture of banana paper,backtranslation_deu_latn,1.0,Manufacture of banana paper,backtranslation_rus_cyrl,1.0,banana paper,backtranslation_zsm_latn,1.0,banana paper manufacturing,,,,,,,,,,,,
SemSearch_ES-14,ben franklin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-15,bradley center,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-16,brooklyn bridge,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-17,butte montana,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-18,canasta cards,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-19,carl lewis,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-20,carolina,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-21,charles darwin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-22,city of charlotte,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-23,city of virginia beach,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-24,coastal carolina,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-25,david suchet,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-26,disney orlando,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-28,el salvador,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-29,ellis college,0.0075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-30,eloan line of credit,0.25,5,backtranslation_arb_arab,1.0,A credit line,backtranslation_fra_latn,1.0,credit line,backtranslation_rus_cyrl,1.0,credit line,backtranslation_zsm_latn,1.0,credit line,backtranslation_swh_latn,1.0,line of credit,,,,,,,,,,,,,,,
SemSearch_ES-31,emery,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-32,fitzgerald auto mall chambersburg pa,0.1667,4,backtranslation_arb_arab,1.0,Fitzgerald car dealership in camberburg,backtranslation_swh_latn,0.5,fitzgerald auto mall chambersburg by,backtranslation_yue_hant,0.25,Fitzgerald Car Mall in Cumberland  PA,backtranslation_fra_latn,0.25,Fitzgerald auto mall chamber of commerce,,,,,,,,,,,,,,,,,,
SemSearch_ES-33,harry potter,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-34,harry potter movie,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-36,imdb batman returns,0.25,4,backtranslation_yue_hant,0.5,The Batman is back,backtranslation_fra_latn,0.5,Batman is back,backtranslation_deu_latn,0.5,Batman is back,backtranslation_zsm_latn,0.5,Batman is back,,,,,,,,,,,,,,,,,,
SemSearch_ES-37,jack johnson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-38,jack the ripper,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-39,james caldwell high school,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-40,james clayton md,0.0175,1,backtranslation_arb_arab,0.0667,James Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-41,joan of arc,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-42,john maxwell,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-45,keith urban,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-47,king arthur,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-49,laura bush,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-50,laura steele bob and tom,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-52,lincoln park,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-53,lynchburg virginia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-54,marc anthony,0.5,1,backtranslation_yue_hant,1.0,Marc Anthony is the author of,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-56,mario bros,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-57,martin luther king,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-58,mason ohio,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-59,"mercy hospital in des moines, ia",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-60,michael douglas,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-61,mr rourke fantasy island,0.0625,2,backtranslation_kor_hang,0.5,The fantasy island of Mr  Roark,backtranslation_pes_arab,0.5,Mr  Roark  the Island of Fantasy,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-63,old winchester shotguns,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-65,orlando florida,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-66,overeaters anonymous,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-67,ovguide movies,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-68,pierce county washington,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-70,radio italia online,0.0714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-71,richmond virginia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-72,rock 103 memphis,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-73,rowan university,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-74,sacred heart u,0.0333,9,backtranslation_yue_hant,1.0,The Sacred Heart,backtranslation_kor_hang,1.0,The Sacred Heart,backtranslation_arb_arab,1.0,The Sacred Heart,backtranslation_pes_arab,1.0,The Sacred Heart,backtranslation_fra_latn,1.0,the sacred heart,backtranslation_deu_latn,1.0,The Sacred Heart,backtranslation_rus_cyrl,1.0,The Sacred Heart,backtranslation_zsm_latn,1.0,The sacred heart,backtranslation_swh_latn,0.1667,holy heart,,,
SemSearch_ES-75,sagemont church houston tx,0.0,4,backtranslation_pes_arab,0.0833,The Church of the Sacred Heart of Houston  Tx,backtranslation_arb_arab,0.0145,The Sagmont Houston church,backtranslation_yue_hant,0.0118,Sagemont Church  Houston,backtranslation_rus_cyrl,0.0118,The Sagemont Houston church,,,,,,,,,,,,,,,,,,
SemSearch_ES-76,san antonio,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-77,savannah tech,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-78,sharp pc,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-79,shobana masala,0.1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-80,sonny and cher,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-81,south dakota state university,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-82,st lucia,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-83,st paul saints,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-84,the dish danielle fishel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-85,the longest yard sale,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-86,the morning call lehigh valley pa,0.1111,6,backtranslation_kor_hang,1.0,Calling in the morning to the Lehigh Valley,backtranslation_arb_arab,1.0,The morning call to Yeog Valley,backtranslation_fra_latn,1.0,The morning call to Lehigh Valley,backtranslation_zsm_latn,1.0,morning call from Lehigh Valley,backtranslation_tam_taml,1.0,Morning call to the Lehigh Valley,backtranslation_swh_latn,1.0,morning call to Lehigh Valley on,,,,,,,,,,,,
SemSearch_ES-88,thomas jefferson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-89,university of north dakota,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-90,university of phoenix,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-91,westminster abbey,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-93,08 toyota tundra,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-94,Hugh Downs,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-95,MADRID,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-96,New England Coffee,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-97,PINK PANTHER 2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-98,University of Texas at Austin,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-99,University of York,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-100,YMCA Tampa,0.0625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-101,ashley wagner,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-102,beach flowers,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-104,bourbonnais il,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-106,chase masterson,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-107,concord steel,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-108,danielia cotton,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-109,david hewlett,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-111,"eagle rock, ca",1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-114,glenn frey,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-115,goodwill of michigan,0.0182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-118,iowa energy,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-119,john elliott,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-120,lawrence general hospital,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-123,michael zimmerman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-124,motorola bluetooth hs850,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-125,nokia e73,0.3333,7,backtranslation_kor_hang,1.0,The Nokia E,backtranslation_arb_arab,1.0,The Nokia E,backtranslation_pes_arab,1.0,The Nokia E,backtranslation_rus_cyrl,1.0,The Nokia E,backtranslation_zsm_latn,1.0,The Nokia E,backtranslation_tam_taml,1.0,Nokia E,backtranslation_swh_latn,1.0,The Nokia E,,,,,,,,,
SemSearch_ES-127,palm tungsten e2 handheld,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-128,philadelphia neufchatel cheese,0.0137,3,backtranslation_zsm_latn,0.0189,Neufchatel cheese from philadelphia,backtranslation_pes_arab,0.0175,The Philadelphia Neftal cheese,backtranslation_fra_latn,0.0161,New Chateau cheese from Philadelphia,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-129,pizza populous detroit mi,0.0769,5,backtranslation_kor_hang,1.0,Pizza population of Detroit is,backtranslation_rus_cyrl,1.0,The Detroit Mee pizza,backtranslation_pes_arab,0.5,The pizza is crowded in Detroit,backtranslation_fra_latn,0.1667,Pizza is very crowded in Detroit,backtranslation_zsm_latn,0.1111,Detroit residents are my pizza,,,,,,,,,,,,,,,
SemSearch_ES-130,plymouth police department,0.125,1,backtranslation_deu_latn,1.0,Plymouth Police,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-131,scpa san diego,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-132,sealy mattress co,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-135,spring shoes canada,0.0227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-136,sri lanka government gazette,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-137,steak express,0.0185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_ES-139,the big texan steak house,0.5,4,backtranslation_kor_hang,1.0,The Texas Steakhouse,backtranslation_rus_cyrl,1.0,Big Texas steakhouse,backtranslation_zsm_latn,1.0,Big house of Texas steaks,backtranslation_swh_latn,1.0,Big Texas steak house,,,,,,,,,,,,,,,,,,
SemSearch_ES-141,ventura county court,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-1,Apollo astronauts who walked on the Moon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-2,Arab states of the Persian Gulf,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-3,astronauts who landed on the Moon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-4,Axis powers of World War II,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-5,books of the Jewish canon,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-6,boroughs of New York City,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-7,Branches of the US military,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-8,continents in the world,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-10,did nicole kidman have any siblings,0.0333,7,backtranslation_yue_hant,0.25,Nicole Kidman has no siblings,backtranslation_pes_arab,0.25,Nicole Kidman had a sister and a brother,backtranslation_swh_latn,0.2,Did Nicole Kidman have a brother and sister,backtranslation_tam_taml,0.0909,Nicole Kidman had no siblings,backtranslation_fra_latn,0.04,Does Nicole Kidman have any siblings,backtranslation_deu_latn,0.04,Does Nicole Kidman have any siblings,backtranslation_zsm_latn,0.04,Does Nicole Kidman have any siblings,,,,,,,,,
SemSearch_LS-11,dioceses of the church of ireland,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-12,first targets of the atomic bomb,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-13,five great epics of Tamil literature,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-14,gods who dwelt on Mount Olympus,0.3333,1,backtranslation_tam_taml,0.5,The gods of Mount Olympus,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-16,hijackers in the September 11 attacks,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-17,houses of the Russian parliament,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-18,"john lennon, parents",0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-19,kenya's captain in cricket,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-20,kublai khan siblings,0.3333,8,backtranslation_yue_hant,1.0,The Kublai Khan brothers,backtranslation_kor_hang,1.0,Brother Kublai Khan,backtranslation_arb_arab,1.0,The brothers of Kublai Khan,backtranslation_rus_cyrl,1.0,The Kublai han brothers,backtranslation_zsm_latn,1.0,The Kublai Khan brothers,backtranslation_tam_taml,1.0,The brothers Kublai Khan,backtranslation_swh_latn,1.0,The brother of Kublai Khan,backtranslation_fra_latn,0.5,brothers and sisters of Kublai Khan,,,,,,
SemSearch_LS-21,lilly allen parents,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-22,major leagues in the united states,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-24,matt berry tv series,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-25,members of u2?,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SemSearch_LS-26,movies starring erykah badu,0.25,7,backtranslation_yue_hant,1.0,Starring  Erika Badu,backtranslation_arb_arab,1.0,The films starring Erica Badu,backtranslation_fra_latn,1.0,films with Erika Badu,backtranslation_rus_cyrl,1.0,The movie with Eric Badu,backtranslation_zsm_latn,1.0,A film starring erykah badu,backtranslation_pes_arab,0.5,Actor  Eric Badu,backtranslation_swh_latn,0.3333,films by erykah badu,,,,,,,,,
