qid,abstractqueryexpansion,abstractqueryexpansion.bm25.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.recip_rank
602,"Czech, Slovak sovereignty",0.5,602,Czech and Slovak sovereignty,0.5,602,The Czech and Slovak sovereignty,0.5,602,Czech and Slovak sovereignty,0.5,602,The Czech  the Slovak,0.25,602,Czech and Slovak sovereignty,0.5,602,The Czech and Slovak sovereignty,0.5,602,Czech Republic  Slovakia,0.3333,602,The Czech  Slovak,0.25,602,The Czech and Slovak Autonomy,1.0,602,Independence of the Czech Republic  Slovakia,0.5
603,Tobacco cigarette lawsuit,0.3333,603,The tobacco cigarette lawsuit,0.3333,603,The tobacco lawsuit,1.0,603,A lawsuit about cigarettes,0.3333,603,The smoking suit,1.0,603,The case against tobacco,1.0,603,The Court of First Instance,0.0,603,The trial of tobacco cigarettes,1.0,603,Trial of Tobacco,1.0,603,tobacco cigarette case,1.0,603,The case of tobacco,1.0
604,Lyme disease arthritis,1.0,604,Rheumatoid arthritis,0.0196,604,Lyme disease  or arthritis,1.0,604,Arthritis with Lyme disease,1.0,604,Lyme disease arthritis,1.0,604,Arthritis from Lyme disease,1.0,604,Arthritis of Lyme disease,1.0,604,Lyme disease arthritis,1.0,604,Arthritis from Lyme disease,1.0,604,Lyme disease is a joint disease,1.0,604,Joint pain from Lyme disease,1.0
605,Great Britain health care,0.0833,605,Healthcare in the UK,0.0476,605,British health,0.0714,605,Healthcare in Great Britain,1.0,605,UK healthcare,0.0476,605,Health in Britain,0.5,605,Healthcare in the United Kingdom,0.0159,605,The collection of medical services of the United Kingdom,0.0025,605,British health services,0.3333,605,UK Health Service,0.5,605,Healthcare in the United Kingdom,0.0159
606,leg traps ban,1.0,606,Legs are forbidden,0.0122,606,No leg traps allowed,1.0,606,Block the leg trap,1.0,606,The foot traps are prohibited,0.5,606,prohibition of trapping,0.5,606,Prohibition of falling,0.0038,606,The foot trap ban,1.0,606,Foot traps banned,1.0,606,The ban on footwear,0.0016,606,the prohibition of foot traps,0.5
607,human genetic code,0.5,607,Human genetic code,0.5,607,Human genetic code,0.5,607,The human genetic code,0.5,607,Human genetic code,0.5,607,human genetic code,0.5,607,Human genetic code,0.5,607,The genetic code of a person,1.0,607,Human genetic code,0.5,607,The human genetic code,0.5,607,Human number,0.0303
608,taxing social security,0.2,608,Social security tax,0.2,608,Social Security officer  Joseph,0.005,608,Social security taxes,0.2,608,Social security tax,0.2,608,imposing social security,0.1,608,Taxation of social security,0.0092,608,taxation of social security,0.0092,608,social security taxes,0.2,608,Social security tax,0.2,608,social security tax,0.2
609,per capita alcohol consumption,1.0,609,The average person consumes alcohol,0.5,609,Consumption of alcohol per person,1.0,609,Alcohol consumption for everyone,0.3333,609,Alcohol consumption per person,1.0,609,consumption of alcohol per capita,1.0,609,Alcohol consumption per head,0.3333,609,consumption of alcohol per capita,1.0,609,consumption of alcohol per capita,1.0,609,The number of people who drink alcohol per person is about one third of the population,1.0,609,consumption of alcohol for everyone,0.3333
610,minimum wage adverse impact,0.0385,610,The minimum wage is negative,0.2,610,The negative impact on the minimum wage,0.5,610,The negative impact on the minimum wage,0.5,610,The negative impact on the minimum wage,0.5,610,the negative impact of the minimum wage,0.5,610,Negative impact on the minimum wage,0.5,610,negative impact of minimum wage,0.5,610,negative effects on the minimum wage,0.0435,610,The negative impact of the minimum wage,0.5,610,negative effects of low wages,0.0147
611,Kurds Germany violence,0.3333,611,Kurdish German violence,0.25,611,Kurdish Germany violence,1.0,611,Kurds Germany violence,0.3333,611,German Kurdish violence,0.25,611,Kurdish Germany violence,1.0,611,Kurdish Germany Violence,1.0,611,Germany s Kurds are violent,1.0,611,German Kurdish violence,0.25,611,Kurdish Germany Violence,1.0,611,Return to Germany Violence,0.0833
612,Tibet protesters,1.0,612,Tibetans are demonstrating,1.0,612,The Tibetan protests,0.5,612,Protesters in Tibet,1.0,612,Tibetan protesters,0.5,612,Tibetan protesters,0.5,612,Tibetans protesting,0.5,612,Tibetan protesters,0.5,612,Tibetans protesting,0.5,612,Tibetan protesters,0.5,612,Tibetans marching in the streets,1.0
613,Berlin wall disposal,1.0,613,The Berlin Wall was a waste,1.0,613,Destroy the Berlin Wall,0.3333,613,Removing the Berlin Wall,1.0,613,The Berlin Wall is evacuated,0.5,613,The fall of the Berlin Wall,0.5,613,Distance from the Berlin Wall,1.0,613,Removing the Berlin Wall,1.0,613,The fall of the Berlin Wall,0.5,613,The fall of the Berlin Wall,0.5,613,The Fall of the Berlin Wall,0.5
614,Flavr Savr tomato,1.0,614,Flavr Savr is a tomato,1.0,614,The Flavour of the Sabre Tomatoes,1.0,614,The Flavr Savr tomatoes,1.0,614,Tomatoes and strawberries,0.0075,614,Tomatoes of the Flavr Savr category,1.0,614,Tomatoes of Flavr Savr,1.0,614,The flower saver tomato,0.5,614,Flavr Savr tomatoes,1.0,614,Flavr Savr tomatoes,1.0,614,Flavr Savr s Alcohol,1.0
615,timber exports Asia,0.25,615,Exports of wood from Asia,0.0833,615,Wood exports to Asia,0.0833,615,Exports of wood to Asia,0.0833,615,Exports of wood from Asia,0.0833,615,Export of wood to Asia,0.0833,615,Exports of wood to Asia,0.0833,615,timber exports to Asia,0.25,615,Asian wood exports,0.1,615,Forest exports Asia,0.1667,615,out of wood Asia,0.0101
616,Volkswagen Mexico,1.0,616,Foxwalk Mexico,0.5,616,Foxbanks in Mexico,0.5,616,The Volkswagen of Mexico,1.0,616,The Volkswagen Mexico,1.0,616,The Commission has also adopted a number of measures,0.0,616,The Commission has not yet adopted a decision,0.0,616,Volkswagen Mexico,1.0,616,Volkswagen Mexico,1.0,616,The volkswagen Mexico,1.0,616,Volkswagen Mexico,1.0
617,Russia Cuba economy,0.5,617,Russia  the economy of Cuba,0.5,617,The Russian economy of Cuba,1.0,617,Russia the economy of Cuba,0.5,617,Russia the economy of Cuba,0.5,617,Russia Cuban economy,1.0,617,Russia Cuba economy,0.5,617,Russia Cuba economy,0.5,617,The Russian economy Cuba,1.0,617,Russia Cuba economy,0.5,617,Russia the economy of Cuba,0.5
618,Ayatollah Khomeini death,0.1111,618,Ayatollah Khomeini is dead,0.1667,618,The death of Ayatollah Khomeini,0.1111,618,The death of the goddess Khomeini,0.2,618,The death of Allah,0.0345,618,The death of Ayatollah Khomeini,0.1111,618,The death of Ayatollah Khomeini,0.1111,618,The death of Ayatollah Khomeini,0.1111,618,Ayatollah Khomeini is dead,0.1667,618,The death of Ayatola Gomeini,0.0,618,The Death of Ayatollah Khomeini,0.1111
619,Winnie Mandela scandal,1.0,619,The Winnie the Pooh scandal,0.0833,619,The Winni Mandela scandal,1.0,619,The Winnie Mandela scandal,1.0,619,The curious Winnie Mandela,0.5,619,The scandal of Winnie Mandela,1.0,619,The scandal with Winnie Mandela,1.0,619,The scandal of Winnie Mandela,1.0,619,The scandal of Winnie Mandela,1.0,619,The accident of Winnie Mandela,1.0,619,The Trouble of Winnie Mandela,1.0
620,France nuclear testing,0.25,620,French nuclear tests,0.2,620,French nuclear test,0.2,620,France nuclear tests,0.25,620,French nuclear tests,0.2,620,France for nuclear tests,0.25,620,Nuclear tests in France,0.25,620,Nuclear testing in France,0.25,620,French nuclear tests,0.2,620,France s nuclear test,0.0625,620,France nuclear tests,0.25
621,women ordained Church of England,1.0,621,Women in the Church of England,1.0,621,Women priests in the Church of England,1.0,621,The Church of England s dressed women,0.5,621,The consecrated women of the Church of England,0.5,621,women ordained Church of England,1.0,621,Women ordained Church of England,1.0,621,The women of the Church of England,1.0,621,religious women of the Church of England,1.0,621,The Church of England as a Church of Women Appointed,1.0,621,ordained women of the Church of England,1.0
622,price fixing,0.25,622,The price is right,0.0357,622,Price decision,0.5,622,Pricing,0.0016,622,The price,0.0016,622,price fixing,0.25,622,Price fixing,0.25,622,price formation,0.0,622,price determination,0.003,622,Price,0.0016,622,determining the price,0.003
623,toxic chemical weapon,1.0,623,Toxic chemical weapons,1.0,623,Toxic chemical weapons,1.0,623,A toxic chemical weapon,1.0,623,Chemical weapons,0.5,623,toxic chemical weapon,1.0,623,Toxins Chemical weapons,0.0588,623,toxic chemical weapons,1.0,623,toxic chemical weapons,1.0,623,Toxic chemical weapons,1.0,623,toxic chemical weapons,1.0
624,SDI Star Wars,1.0,624,The Star Wars,0.1667,624,SDI Star Wars is on the way,1.0,624,Star Wars,0.1667,624,Star Wars,0.1667,624,The Star Wars SDI,1.0,624,SDI Star Wars,1.0,624,The Star Wars,0.1667,624,Star Wars SDI,1.0,624,SDI Star Wars,1.0,624,Star Wars SDI,1.0
625,arrests bombing WTC,0.25,625,An explosion was arrested,0.0357,625,The WTC bombing arrest,0.25,625,Arrested bombs at the center of the world,0.1,625,Arrest and bombing of the WTC,0.25,625,Stop the bombing of the WTC,0.5,625,Arrested in the bombing of the World Trade Center,1.0,625,The arrest of the WTC explosion,0.3333,625,The WTC bombing,0.5,625,Arrested for carrying out bombing of the WTC,0.3333,625,arrested bombing the WTC,0.25
626,human stampede,0.25,626,Human impact,0.0,626,Human launch,0.0,626,Human protest,0.0,626,The human spine,0.0,626,human overload,0.0,626,Human stripes,0.0,626,human load,0.0,626,Human movement,0.0,626,The man broke,0.0,626,The destruction of man,0.0
627,Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,The Russian food crisis,0.0417,627,Food Crisis in Russia,0.0256,627,The Russian food crisis,0.0417,627,The food crisis in Russia,0.0256,627,Food Crisis in Russia,0.0256
628,U.S. invasion of Panama,1.0,628,The United States invaded Panama,0.5,628,The invasion of the United States,0.5,628,The American invasion of Lebanon,0.0137,628,The U S  invasion of Panama,0.5,628,The U S  invasion of Panama,0.5,628,The US invasion of Panama,0.5,628,US invasion of Panama,0.5,628,U S  invasion of Panama,0.5,628,The United States invasion of Panama,1.0,628,U S  Opposition to Panama,1.0
629,abortion clinic attack,0.5,629,The abortion clinic is under attack,0.5,629,Abortion clinic attack,0.5,629,An attack on the abortion clinic,0.5,629,Attack on the abortion clinic,0.5,629,abortion clinic attack,0.5,629,Abortion clinic attack,0.5,629,Attack on an abortion clinic,0.5,629,assault on the abortion clinic,0.5,629,The abortion hospital was attacked,0.0204,629,the attack on the abortion clinic,0.5
630,Gulf War Syndrome,1.0,630,The symptoms of the Gulf War,1.0,630,Gulf War syndrome,1.0,630,Gulf War syndrome,1.0,630,Gulf War syndrome,1.0,630,Gulf War Syndrome,1.0,630,Secretionary illness,0.0135,630,The Gulf War Syndrome,1.0,630,Gulf War Syndrome,1.0,630,The Gulf War Syndrome,1.0,630,The Gulf War Disease,0.0116
631,Mandela South Africa President,0.1429,631,President of South Africa  Mandela,0.1429,631,President of South Africa  Mandela,0.1429,631,President Mandela is in South Africa,0.1429,631,Mandela  President of South Africa,0.1429,631,President of South Africa Mandela,0.1429,631,President of South Africa Mandela,0.1429,631,President of South Africa Mandela,0.1429,631,President of South Africa Mandela,0.1429,631,President of South Africa  Mandela,0.1429,631,President of South Africa Mandela,0.1429
632,southeast Asia tin mining,1.0,632,Mining in Southeast Asia,0.0093,632,Mining in Southeast Asia,0.0093,632,Southeast Asia  steel mine,0.0083,632,Southeast Asia extraction spoon,0.0089,632,In Southeast Asia,0.0114,632,South East Asia Tin mining,1.0,632,Southeast Asia   oak production,0.025,632,tin mining in Southeast Asia,1.0,632,The South East Asian plate mine,0.0294,632,Southeast Asia tin mining,1.0
633,Welsh devolution,1.0,633,The conversion of Wales,1.0,633,The Welsh recovery,0.025,633,Reception in Wales,0.0217,633,Pay back Wales,0.0074,633,Welsh development,0.04,633,Welsh edition,0.0526,633,The Welsh Decoction,0.0833,633,Control of Wales,0.3333,633,The Revival of Wales,0.0175,633,Exile from Wales,0.0097
634,L-tryptophan deaths,1.0,634,L sandamine is dead,0.006,634,L Tripathian death,1.0,634,L tryptophan deaths,1.0,634,Death and death from L Tryptophan,1.0,634,death from L tryptophan,1.0,634,Deaths from L tryptophan,1.0,634,Death from L tryptophan,1.0,634,Death of L tryptophan,1.0,634,L tryptophan deaths,1.0,634,Death from L tryptophan,1.0
635,doctor assisted suicides,1.0,635,Doctors help people commit suicide,1.0,635,Suicide with the help of a doctor,1.0,635,Assistant physician suicides,1.0,635,Physician assisted suicides,1.0,635,suicide with a doctor s help,1.0,635,Suicide with medical assistance,1.0,635,suicide with the help of a doctor,1.0,635,The doctor helped kill himself,0.0118,635,Dr  Assisted Suicides,1.0,635,suicide with the help of a doctor,1.0
636,jury duty exemptions,1.0,636,The jury is acquitted,0.0026,636,The jury s assignment is waived,0.1667,636,Exemptions from jury duty,1.0,636,Exemption from jury duty,1.0,636,exemptions from the duty of jury,1.0,636,Exceptions to data on jurisdictions,0.0,636,The jury  s release,0.0062,636,exemption from the jury duty,1.0,636,Exemption from the duties of judges,0.0046,636,for the release of jury tax,0.0081
637,human growth hormone (HGH),1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  GHH,1.0,637,Human growth hormone  HGH,1.0,637,Human growth hormone  HGH,1.0,637,human growth hormone  HGH,1.0
638,wrongful convictions,0.5,638,It s a wrong decision,0.0047,638,A wrongful act,0.0,638,Wrongful convictions,0.5,638,Misconceptions,0.0,638,wrong judgments,0.002,638,Misjudgments,0.0023,638,wrongful accusations,0.0769,638,Wrongful Confession,0.0667,638,False accusations,0.001,638,unfair judgments,0.0011
639,consumer on-line shopping,1.0,639,Consumers shop online,1.0,639,Shopping online,0.5,639,Online shopping for consumers,1.0,639,Consumer shopping online,1.0,639,online purchases for consumers,1.0,639,Consumer online shopping,1.0,639,Internet purchases of consumers,0.5,639,online shopping user,0.5,639,Consumers are buying online,1.0,639,online shopping for consumers,1.0
640,maternity leave policies,1.0,640,The policy of maternity leave,1.0,640,Parental leave policy,0.0192,640,Parental leave policies,0.0192,640,Maternity leave policies,1.0,640,maternity leave policies,1.0,640,maternity leave,1.0,640,policy on maternity leave,1.0,640,Mother s leave policy,0.0101,640,Maternity leave policies,1.0,640,maternity leave policies,1.0
641,Valdez wildlife marine life,0.3333,641,Walder s wildlife is marine life,0.1429,641,The Walden Wildlife,0.0082,641,Wildlife and sea life,0.0556,641,Wildlife and Walden Sea Life,0.05,641,Wildlife in Valdez,0.5,641,Wildlife of Valdez,0.5,641,The wild nature of Valdez,1.0,641,The wildlife of Valdez,0.5,641,Waldez s wildlife and marine animals,0.25,641,The marine mammals of Valdez,1.0
642,Tiananmen Square protesters,0.5,642,Demonstrators at the Tiananmen Square,1.0,642,The protests in the Tianjin Square,0.0065,642,The protesters in Tiananmen Square,0.5,642,The protesters at Tiananmen Square,0.5,642,Protesters in Tiananmen Square,0.5,642,Protesters in Tiananmen Square,0.5,642,Protesters at Tiananmen Square,0.5,642,Protesters in Tiananmen Square,0.5,642,The protesters in Tiananmen Square,0.5,642,Protesters at the Tiananmen Square,0.5
643,salmon dams Pacific northwest,0.5,643,Fish in the Pacific Northwest,0.1429,643,Salmon  please,0.02,643,The dams in the Pacific Northwest,0.3333,643,Salmons dam in the Pacific Northwest,0.5,643,Pacific Northwest salmon dams,0.5,643,Salmon dams in the Pacific Northwest,0.5,643,salmon dams in the Pacific Northwest,0.5,643,Pacific salmon dams northwest,0.5,643,Pacific Northwest Aquarium Dams,0.25,643,Pacific Northwest Fish Bridges,0.1111
644,exotic animals import,1.0,644,Foreign animals imported,0.25,644,Import of exotic animals,1.0,644,Importing foreign animals,0.25,644,Import of foreign animals,0.25,644,import of exotic animals,1.0,644,Import of exotic animals,1.0,644,import of exotic animals,1.0,644,import of exotic animals,1.0,644,Importing foreign animals,0.25,644,importing foreign animals,0.25
645,software piracy,1.0,645,Hacking software,0.0172,645,Illegal copying of software,1.0,645,The hacker,0.0,645,Theft of software,1.0,645,software hacking,0.0172,645,Software piracy,1.0,645,The Pirate Platform,0.0213,645,software hacking,0.0172,645,Hacking of software,0.0172,645,The breaking program,0.0035
646,food stamps increase,0.25,646,Food stamps increased,0.25,646,Increased food tariffs,0.0012,646,Increased food capacity,0.0018,646,Increased dietary functions,0.0,646,increase in food stamps,0.25,646,Increased food aid,0.0909,646,increase in food stamps,0.25,646,Food coupons increase,0.0016,646,Increased food stamps,0.25,646,increase in food packages,0.0024
647,windmill electricity,1.0,647,Power supply for wind turbines,0.5,647,Wind power plants,1.0,647,Electricity from the windmill,1.0,647,Windmill power,1.0,647,electricity from windmills,1.0,647,Windmills,0.5,647,electricity of windmill,1.0,647,Wind power plants,1.0,647,Wind power,1.0,647,windmill electricity,1.0
648,family leave law,0.5,648,Family leave laws,0.5,648,Family leave,1.0,648,Family leave law,0.5,648,Family leave law,0.5,648,right to family leave,1.0,648,Family leave,1.0,648,Family leave law,0.5,648,family leave law,0.5,648,Family leave law,0.5,648,Family law,0.0196
649,computer viruses,1.0,649,Computer viruses,1.0,649,Computer viruses,1.0,649,Computer viruses,1.0,649,Computer viruses,1.0,649,computer viruses,1.0,649,Computer viruses,1.0,649,computer viruses,1.0,649,Computer viruses,1.0,649,Computer viruses,1.0,649,computer viruses,1.0
650,tax evasion indicted,0.125,650,Accused of tax evasion,0.0769,650,Charged with tax evasion,0.5,650,Charges of tax evasion,0.5,650,Accused of tax evasion,0.0769,650,charge of tax evasion,0.5,650,Charged with tax evasion,0.5,650,is accused of tax evasion,0.0769,650,tax evasion,0.1429,650,The tax evasion charges were dropped,0.0667,650,tax evasion charges,0.5
651,U.S. ethnic population,0.3333,651,The population of the United States,0.0833,651,The population of the United States,0.0833,651,The ethnic population in the United States,0.5,651,Ethnic population of the United States,0.5,651,Ethnic population of the United States,0.5,651,US population,0.0556,651,Ethnic population of the United States,0.5,651,Ethnic population of the United States,0.5,651,Ethnic population of the United States,0.5,651,Population of the United States,0.0833
652,OIC Balkans 1990s,1.0,652,The European Union in the     s,0.0,652,The Balkans in the     s,0.006,652,The Balkans of the     s,0.006,652,The Balkans of the United Nations in the     s,0.0164,652,Balkans,0.0072,652,OIC Balkans     s,1.0,652,Balkan countries of the     s,0.0051,652,The Balkans     s,0.006,652,The I C C  Falcas,0.0,652,Balkans of the OIC in the      s,1.0
653,ETA Basque terrorism,0.5,653,Basque terrorist ETA,1.0,653,Basque terrorism ETA,0.5,653,Basque terrorism ETA,0.5,653,Basque terrorism ETA,0.5,653,ETA of Basque terrorism,0.5,653,The European Union has also been involved in the fight against terrorism,0.0035,653,This is Basque terrorism,1.0,653,Basque terrorism ETA,0.5,653,E T A A  Bask Terrorism,0.0,653,Basque terrorism ETA,0.5
654,same-sex schools,1.0,654,Gay school,0.0,654,Gay school,0.0,654,Gay schools,0.0,654,Gay schools,0.0,654,schools for same sex people,1.0,654,Gender education,0.0667,654,same sex schools,1.0,654,School for boys,0.5,654,Same sex schools,1.0,654,same sex schools,1.0
655,ADD diagnosis treatment,0.005,655,Treatment of ADD,0.0013,655,Treatment for the Diagnosis of ADD,0.005,655,Treatment for a diagnosis of a disease,0.0011,655,Diagnosis of ADD,0.0024,655,Treatment of the diagnosis of ADD,0.005,655,Treatment of the diagnosis of ADD,0.005,655,Treatment of the diagnosis of ADHD,1.0,655,Treatment for diagnosis of ADD,0.005,655,The diagnosis of ADD,0.0024,655,Treatment for the diagnosis of ADD,0.005
656,lead poisoning children,1.0,656,Poisoning children,1.0,656,Childhood lead addiction,0.0,656,Children with lead poisoning,1.0,656,Children poisoned by lead,1.0,656,children poisoned by lead,1.0,656,Children with lead poisoning,1.0,656,Children poisoned with lead,1.0,656,children of lead poisoning,1.0,656,Children with a toxic substance,0.0435,656,children with lead poisoning,1.0
657,school prayer banned,1.0,657,Praying is forbidden in schools,0.0,657,School prayer is forbidden,0.3333,657,Prayer is forbidden in school,0.3333,657,Prayer is forbidden in school,0.3333,657,prayer is forbidden at school,0.3333,657,Prayer forbidden in School,0.3333,657,Prayer is forbidden in school,0.3333,657,Prayer is forbidden in school,0.3333,657,The Bible teaches that prayer is a sacred service,0.2,657,school prayer is forbidden,0.3333
658,teenage pregnancy,0.5,658,Teenage pregnancy,0.5,658,Teenage pregnancy,0.5,658,Teenage pregnancy,0.5,658,Teenage pregnancy,0.5,658,pregnancy in adolescents,0.3333,658,Pregnancy in the teenage years,0.5,658,pregnancy of adolescents,0.3333,658,Teenage pregnancy,0.5,658,Early pregnancy,0.0556,658,teenage pregnancy,0.5
659,cruise health safety,1.0,659,Health and safety,0.005,659,Cruise health and safety,1.0,659,Health and safety on board,0.0417,659,Cruise safety,1.0,659,safety of cruise health,1.0,659,Safety for the health of cruises,1.0,659,safety for the health of cruise passengers,1.0,659,safety of shipping,0.0556,659,Travel health care,0.0476,659,Safety of ship health,1.0
660,whale watching California,1.0,660,Look at the California whales,1.0,660,I m watching whales in California,1.0,660,Whale watching in California,1.0,660,Watching the whale in California,1.0,660,whale watching in California,1.0,660,Whale watching in California,1.0,660,The California whaler,0.0118,660,Watching the California whale,1.0,660,In California  the livestock is kept in a small pond,0.0011,660,Whale watching California,1.0
661,melanoma treatment causes,1.0,661,The causes of melanoma treatment,1.0,661,The Causes of Melanoma,1.0,661,The causes of melanoma,1.0,661,The Cause of Melanoma,1.0,661,causes of melanoma treatment,1.0,661,Treatment of melanoma,1.0,661,The Causes of Treatment of Melanoma,1.0,661,Causes of treatment for melanoma,1.0,661,The causes of melanoma treatment,1.0,661,causes of melanoma,1.0
662,telemarketer protection,1.0,662,Protecting remote marketers,0.0,662,Protecting telemarketers,1.0,662,Protecting shoppers by phone,0.0303,662,Protecting Sellers,0.0,662,protection of telemarketers,1.0,662,Protection of telemarketers,1.0,662,protection of telemarketers,1.0,662,telemarketer protection,1.0,662,The security of telecommunications vendors,0.0,662,Telemarketer protection,1.0
663,Agent Orange exposure,1.0,663,exposed to colorants,0.0011,663,Exposure to orange,1.0,663,Exposure to the Orange Worker,0.1429,663,Exposure to the orange agent,1.0,663,Exposure to Agent Orange,1.0,663,Exposure to the medium orange,1.0,663,The effects of Agent Orange,1.0,663,Facility for,0.0,663,The exposure to neurotoxicity,0.0714,663,The Orange Ark is Discovered,0.0
664,American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The American Indian Museum,0.5,664,The Museum of the American Indian,0.5
665,poverty Africa sub-Sahara,1.0,665,Poverty in sub Saharan Africa,1.0,665,Poverty in sub Saharan Africa,1.0,665,Poverty in sub Saharan Africa,1.0,665,Poverty in sub Saharan Africa,1.0,665,Sub Saharan Africa,1.0,665,Poverty in sub Saharan Africa,1.0,665,poverty in sub Saharan Africa,1.0,665,Poverty in Sub Saharan Africa,1.0,665,Poverty in sub Saharan Africa,1.0,665,Poverty in Sub Saharan Africa,1.0
666,Thatcher resignation impact,0.0208,666,The impact of his resignation,0.0,666,The Effects of Resigning,0.0,666,The effect of Thatcher  s resignation,0.0179,666,The impact of Thatcher s resignation,0.0182,666,The impact of Thatcher s resignation,0.0182,666,The impact of Thatcher s resignation,0.0182,666,The Impact of Thatcher s Resignation,0.0182,666,The impact of Thatcher s resignation,0.0182,666,The effect of Thatcher s resignation,0.0179,666,The effects of Thatcher s resignation,0.0179
667,unmarried-partner households,1.0,667,Single family,0.0105,667,A family with an unmarried partner,1.0,667,Families that don t get married,0.013,667,Single couples,0.2,667,households of unmarried partners,1.0,667,Households with unmarried partners,1.0,667,families without spouses,0.0323,667,household of unmarried couples,1.0,667,Families with unmarried partners,1.0,667,families of unmarried partners,1.0
668,"poverty, disease",1.0,668,Poverty  illness,1.0,668,Poverty and disease,1.0,668,Poverty and disease,1.0,668,Poverty  illness,1.0,668,Poverty and Disease,1.0,668,Poverty and disease,1.0,668,poverty  illness,1.0,668,poverty  disease,1.0,668,Poverty and sickness,0.1667,668,poverty  illness,1.0
669,Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0,669,The Islamic Revolution,1.0
670,U.S. elections apathy,0.5,670,The election in the United States is irrelevant,0.0,670,The American election s indifference,0.05,670,Interest in the U S  election,0.0,670,Ignoring the U S  election,0.0,670,The apathy of the American electorate,0.3333,670,The U S  Election Pathetic,0.0,670,American apathy in the election,0.25,670,Apathy in the US election,1.0,670,The United States elections were marred by political instability,0.0011,670,The U S  Election Rebellion,0.0
671,Salvation Army benefits,1.0,671,The benefits of the Salvation Army,1.0,671,Rescue team benefits,0.0,671,The benefits of the Salvation Army,1.0,671,The benefits of the Salvation Army,1.0,671,The Benefits of the Salvation Army,1.0,671,The healing army s achievements,0.0042,671,The Salvation Army,0.1429,671,Benefits of the Salvation Army,1.0,671,The benefits of the rescue army,0.0123,671,The Benefits of the Salvation Army,1.0
672,NRA membership profile,,672,As a member of the NRA,,672,NRA membership index,,672,The National Home Office membership file,,672,Membership in national organizations,,672,Profile of membership of the CRA,,672,NRA member profile,,672,Profile of membership in the NGO,,672,Profile of NRA members,,672,Profile of members of the National Security Agency,,672,Profile of NRA members,
673,Soviet withdrawal Afghanistan,1.0,673,The Soviet Union withdrew its troops from Afghanistan,0.1667,673,Soviet withdrawal from Afghanistan,1.0,673,The Soviet withdrawal from Afghanistan,1.0,673,Withdrawal of the Soviet Union from Afghanistan,0.5,673,The Soviet withdrawal from Afghanistan,1.0,673,Soviet withdrawal from Afghanistan,1.0,673,The Soviet Conclusion of Afghanistan,1.0,673,The Soviet decommissioning of Afghanistan,1.0,673,Soviet troops in Afghanistan,1.0,673,The Soviet withdrawal from Afghanistan,1.0
674,Greenpeace prosecuted,0.1429,674,Greenpeace is being prosecuted,0.125,674,The Greenpeace case,0.3333,674,The Greenpeace trial,1.0,674,The Greenpeace trial,1.0,674,Greenpeace prosecuted,0.1429,674,The Greenpeace is being prosecuted,0.125,674,The Greenpeace persecution,0.3333,674,Greenpeace is accused,0.25,674,The case against Greenpeace,0.1,674,Greenpeace is charged,1.0
675,Olympics training swimming,1.0,675,Olympic swimming training,1.0,675,Olympic swimming training,1.0,675,Olympic swimming practice,1.0,675,Swimming practice at the Olympics,1.0,675,Olympic swimming,1.0,675,Olympic swimming training,1.0,675,Olympic swimming training,1.0,675,Olympic swimming training,1.0,675,Olympic swimming training,1.0,675,Swimming training,0.25
676,poppy cultivation,1.0,676,Vegetable cultivation,0.0074,676,Cotton growing,0.0,676,Growing hay,0.0,676,He killed Poppy,1.0,676,paperwork culture,0.0,676,Pumps,0.0,676,growing of maca,0.0238,676,poppy planting,0.3333,676,The cultivation of puppies,0.0233,676,Poppy crops,1.0
