qid,abstractqueryexpansion,abstractqueryexpansion.qld.recip_rank,qid,backtranslation_yue_hant,backtranslation_yue_hant.qld.recip_rank,qid,backtranslation_kor_hang,backtranslation_kor_hang.qld.recip_rank,qid,backtranslation_arb_arab,backtranslation_arb_arab.qld.recip_rank,qid,backtranslation_pes_arab,backtranslation_pes_arab.qld.recip_rank,qid,backtranslation_fra_latn,backtranslation_fra_latn.qld.recip_rank,qid,backtranslation_deu_latn,backtranslation_deu_latn.qld.recip_rank,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.qld.recip_rank,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.qld.recip_rank,qid,backtranslation_tam_taml,backtranslation_tam_taml.qld.recip_rank,qid,backtranslation_swh_latn,backtranslation_swh_latn.qld.recip_rank
922849,why do some people take life so seriously?,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some people take life so seriously,1.0,922849,Why do some take life so seriously,1.0,922849,why do some people take life so seriously,1.0
2976644,How amoeba catches its prey?,1.0,2976644,How do fish catch prey,0.25,2976644,How does the amoeba catch its food,1.0,2976644,How does the amoeba get to its prey,1.0,2976644,How does Amba catch his prey,1.0,2976644,How does the amoeba catch its prey,1.0,2976644,How does the Ameba catch her prey,0.3333,2976644,How does the amoeba catch its prey,1.0,2976644,How do the amoebas catch prey,1.0,2976644,How does Amphibos catch its victims,0.0061,2976644,How does he catch his prey,1.0
1866981,"I know how I got here, but how did you?",0.02,1866981,I know how I got here  but how do you do it,0.0068,1866981,I know how I got here  but what happened,0.0141,1866981,I know how you got here  but how did you do it,0.0172,1866981,I know how I got here  but what about you,0.0042,1866981,I know how I got there  but how could you,0.0096,1866981,I know how I got here  but how did you do it,0.0156,1866981,I know how I got here  but how did you get here,0.0172,1866981,I know how I got here  but how did you,0.02,1866981,I know how I got here  but how did you do it,0.0156,1866981,I know how I got here  but how did you do it,0.0156
4467100,What does sholomister mean?,0.0,4467100,What does Romyster represent,0.0,4467100,What does a Romster mean,0.0,4467100,What do you mean   Scholemster,0.0028,4467100,What does Shlumster mean,0.0,4467100,What does  sholomister  mean,0.0,4467100,What does Sholomister mean,0.0,4467100,What does  Scholemister  mean,0.0,4467100,What do you mean  Sholomister,0.0028,4467100,What is a Sholemester,0.0,4467100,What does Sholomister mean,0.0
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non-event?,1.0,2551845,Why was GW not forced to OBL  but killing Kawhi was not an accident,0.5,2551845,Why is it that GW was not charged with OBL and then killed Zarkawi,1.0,2551845,Why is G H  being sentenced to not getting Opel when Zarqawi s murder is not an event,0.0526,2551845,Why is GW not using her B I  and killing a child is still not an accident,0.1667,2551845,Why is GW being sued for failing to get OBL when killing Zarkawi is a no deal,0.5,2551845,Why is GW being prosecuted for non OBL success while Zarqawi is being killed,1.0,2551845,Why is GW being prosecuted for not getting an O B L  And Zarqawi s murder is not an event,0.5,2551845,Why is GW sued for not getting OBL but killing Zarkawi is not an event,1.0,2551845,Why is it accused that G V  did not receive OBL  but Sargovi s murder was not an accident,0.0769,2551845,Why does GW keep bothering about not getting OBL when killing Zarkawi is not an accident,0.2
3559048,How do you sell a junk car without a title?,1.0,3559048,How do you sell trash cars without a title,1.0,3559048,How can you sell a garbage truck without a title,0.0714,3559048,How do you sell a bad car without a address,0.0526,3559048,How about a titleless trash car,0.0011,3559048,How do you sell a car without a title,1.0,3559048,How do you sell a junk car without a title,1.0,3559048,How do you sell a garbage machine without a title,0.1111,3559048,How do you sell trash cans without a title,0.3333,3559048,How do you sell a garbage car without a title,0.5,3559048,How to sell junk car without a name,1.0
823384,why did the army have personal cuts in the mid 1990's?,0.5,823384,Why did the military decline in the mid     s,0.0294,823384,Why did the military cut personnel in the mid     s,0.5,823384,Why was the military down from the    s,0.0385,823384,Why did the military cut people s rights in the mid     s,0.1111,823384,Why did the military cut back in the mid     s,0.0455,823384,Why did the army cut staff in the mid     s,0.0455,823384,Why was the military cut back in the mid     s,0.0526,823384,Why did the military cut population in the mid     s,0.0278,823384,Why did personal scarcity in the military occur in the mid      s,0.0172,823384,why did the military cut costs in the mid      s,0.04
849221,when it comes to religion why dont people realize history repeats itself?,0.1667,849221,Why don t people realize that history repeats itself when religious issues arise,0.0278,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize that history repeats itself,0.0435,849221,When it comes to religion  why don t people realize history repeats itself,0.0435,849221,Why do people not realize that history repeats itself when we talk about religion,0.1667,849221,Why do people not realize that history repeats itself,0.5
3280768,why is islam so hated in america?,0.3333,3280768,Why do Americans hate Islam so much,0.1429,3280768,Why is Islam so hated in America,0.3333,3280768,Why does Islam honor America,0.0833,3280768,Why is Islam so hated in America,0.3333,3280768,Why is Islam so hated in America,0.3333,3280768,Why is Islam so hated in America,0.3333,3280768,Why is Islam so hated in America,0.3333,3280768,Why is Islam so hated in America,0.3333,3280768,Why Is Islam Hated in the United States,0.0476,3280768,Why is Islam so hated in the United States,0.0556
4288761,How can i stop my husband from exhuming my baby's body for compensation?,1.0,4288761,How can I stop my husband from digging up my child s body,0.0333,4288761,How can I stop my husband from digging up my child s body for compensation,0.0667,4288761,How can I stop my husband from taking out my baby s body for compensation,0.125,4288761,How can I get my husband to take out my baby s body for compensation,0.1667,4288761,How can I stop my husband from exhuming my baby s body for compensation,1.0,4288761,How can I stop my husband from exhuming my baby s body,1.0,4288761,How can I stop my husband from examining my child s body as compensation,0.0833,4288761,How can I stop my husband from digging up my baby s body for compensation,0.0714,4288761,How can I prevent my husband from removing my child s body for compensation,0.0769,4288761,How can I prevent my husband from producing my child s body for a ransom,0.0079
2847807,How can I get rid of the hicups?,1.0,2847807,How can I get rid of it,0.2,2847807,How do we get rid of this hip,0.0084,2847807,How can I get rid of the hiccup,0.0357,2847807,How can I get rid of this hook,0.0122,2847807,How can I get rid of hiccups,0.0357,2847807,How can I get rid of the swallow,0.1429,2847807,How can I get rid of the hip,0.0075,2847807,How can I get rid of hiccups,0.0357,2847807,How can I get rid of the hit ups,0.0455,2847807,How can I get rid of hiccups,0.0357
2018562,"Why does my Black Lab howl to ""Law and Order"" theme song?",1.0,2018562,Why is my black lab called  Law and Order,1.0,2018562,Why does my black lab sing the theme song to Law   Order,1.0,2018562,Why is my black lab yelling at the song  Law and Order,0.3333,2018562,Why is my black lab singing a song of law and order,1.0,2018562,Why is my Black Lab yelling at the song  Law and Order,0.3333,2018562,Why is my Black Lab yelling  Law and Order,0.3333,2018562,Why is my Black Lab yelling  Law and Order,0.3333,2018562,Why is my Black Lab yelling at the theme song  Law and Order,1.0,2018562,Why is my Black Lab calling it  Law and Order,1.0,2018562,Why is my Black Lab crying out to the  Law and Order  theme song,1.0
1035857,Why are liberals so quick to defend Saddam?,1.0,1035857,Why did liberals defend Saddam so quickly,0.3333,1035857,Why are liberals so quick to defend Saddam,1.0,1035857,Why are liberals so quick to defend Saddam,1.0,1035857,Why are the liberals defending my voice so quickly,1.0,1035857,Why are the Liberals defending Saddam so quickly,1.0,1035857,Why are the liberals so quick to defend Saddam,1.0,1035857,Why are the liberals protecting Saddam so quickly,0.2,1035857,Why are liberals so quick to defend Saddam,1.0,1035857,Why are liberals so quick to defend Sadhma,0.5,1035857,Why are liberals so quick to defend Saddam,1.0
2008017,why do black people like fried chicken somuch?,1.0,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people like fried chicken so much,1.0,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people like frozen chicken so much,0.0833,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people like fried chicken,1.0,2008017,Why do black people prefer fried chicken so much,1.0,2008017,Why do black people like fried chicken so much,1.0
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts?,1.0,1862795,How does the long time spent in microgravity affect the astronaut s body,1.0,1862795,How does spending a long time in micro gravity affect the bodies of astronauts,0.125,1862795,How does spending a lot of time in the little gravity affect astronauts  bodies,0.1429,1862795,How does spending a long time in the microgravity affect the astronauts  bodies,1.0,1862795,How does microgravity affect astronauts,1.0,1862795,How does a long period of time in microgravity affect the bodies of astronauts,1.0,1862795,How long does microgravity affect astronaut bodies,1.0,1862795,How does spending so much time in microgravity affect the spacecraft,1.0,1862795,How does spending long periods of time in microgravity affect the bodies of astronauts,1.0,1862795,How does long life under the influence of the hands affect the bodies of space travelers,0.0027
421753,how to get rid of a skunk?,1.0,421753,How do you get rid of one,0.0083,421753,How do we get rid of shit,0.0019,421753,How do you get rid of the dirt,0.0015,421753,How do we get rid of a mess,0.0024,421753,How do you get rid of a scunk,0.0092,421753,How do you get rid of a piece of junk,0.0013,421753,How do you get rid of the scan,0.0026,421753,How do you get rid of the skunk,1.0,421753,How do you get rid of a skunk,1.0,421753,how to remove skunk,1.0
1477322,Why do people say Germans are racists?,1.0,1477322,Why is it that people call Germans racists,1.0,1477322,Why do Germans call themselves racists,0.25,1477322,Why do people say Germans are racist,1.0,1477322,Why do people call Germans racist,1.0,1477322,Why are Germans racist,1.0,1477322,Why do people say the Germans are racist,1.0,1477322,Why do people say Germans are racist,1.0,1477322,Why are Germans called racist,1.0,1477322,Why do people say that Germans are racist,1.0,1477322,Why do people say that Germans are racist,1.0
1607728,what causes gray facial hair in men?,1.0,1607728,What causes gray hair on men s faces,1.0,1607728,What causes gray hair on a man s face,1.0,1607728,What causes gray hair on men s faces,1.0,1607728,What causes facial hair loss in men,0.5,1607728,What causes gray facial hair in men,1.0,1607728,What causes gray facial hair in men,1.0,1607728,What causes gray hair on men s faces,1.0,1607728,What causes gray facial hair in men,1.0,1607728,What causes red hair on men s faces,0.1667,1607728,what causes black facial hair in men,0.5
103830,Why do man Arabs hate the west ?,0.3333,103830,Why do Arabs hate the West,0.5,103830,Why do Arabs hate the West,0.5,103830,Why are Arabs turning to the West,0.125,103830,Why do Arabs hate the West,0.5,103830,Why do the Arabs hate the West,0.5,103830,Why do the Arabs hate the West,0.5,103830,Why do the Arabs hate the West,0.5,103830,Why do Arabs hate the West,0.5,103830,Why do the Arabs hate the West,0.5,103830,Why do the Arabs hate the West,0.5
3971195,How do i get my pitbull more agressive?,1.0,3971195,How can I make my son more positive,0.0,3971195,How can we make Pittleburr more aggressive,0.0588,3971195,How can I make him more aggressive,0.1429,3971195,How can I scare my dick so bad,0.0026,3971195,How can I make my pit bull more aggressive,1.0,3971195,How can I make my pit bull more aggressive,1.0,3971195,How can I make my pit bull more aggressive,1.0,3971195,How can I make my pitbull more aggressive,1.0,3971195,How can I make my pitball more aggressive,0.0833,3971195,How can I make my pitbull sharper,1.0
4153592,what can make someones ear's stink?,0.25,4153592,Why does anyone smell bad,0.0076,4153592,What kind of person can smell their ears,0.0769,4153592,What makes someone s ear smell,0.0714,4153592,What could make a person s ear smell bad,0.1,4153592,What can make someone smell like an ear,0.0769,4153592,What can make someone s ear smell,0.0769,4153592,What could make someone smell like a bird,0.0059,4153592,What makes a person s ears smell,0.0833,4153592,What can someone do with their ears,0.0345,4153592,What could cause someone to break his ear,0.0133
2382487,what do i do if i have not started my period in like almost 6 months?,1.0,2382487,What if I haven t had my period in six months,0.02,2382487,What if you haven t started menstruating in about six months,0.0045,2382487,What if I haven t started my period in about six months,0.0323,2382487,What if I haven t started my period in about six months,0.0323,2382487,What if I haven t started my period in almost six months,0.0244,2382487,What should I do if I haven t started my period in almost six months,0.0323,2382487,What if I haven t started my period in almost six months,0.0244,2382487,What would I do if I didn t start my period in almost six months,0.02,2382487,What if I haven t had my period in six months,0.02,2382487,What if I haven t had my period in almost six months,0.0172
2380990,Why am I alive?,0.1667,2380990,Why am I alive,0.1667,2380990,Why am I alive,0.1667,2380990,Why am I alive,0.1667,2380990,Why am I alive,0.1667,2380990,Why am I still alive,0.1111,2380990,Why am I still alive,0.1111,2380990,Why am I alive,0.1667,2380990,Why am I still alive,0.1111,2380990,Why am I alive,0.1667,2380990,Why am I here,0.0024
484496,Why a man float on water when he dies?,0.2,484496,Why do people float in water when they die,0.1667,484496,Why do people float on water when they re dead,0.0769,484496,Why do people float on water when they die,0.1667,484496,Why does a man swim on water,0.0357,484496,Why does a man float on water when he dies,0.1429,484496,Why does a man swim on the water when he dies,0.0294,484496,Why does a man swim on water when he dies,0.0294,484496,Why does a human float on water when he s dead,0.0455,484496,Why does a man float in water when he dies,0.1429,484496,Why does a person float on water when he dies,0.3333
4003223,What are the marketing gimmicks that will attract males?,0.3333,4003223,What are the marketing techniques that attract men s attention,0.0056,4003223,What marketing techniques attract men,0.0101,4003223,What marketing scratches will attract males,0.0833,4003223,What marketing tricks attract men,0.0141,4003223,What kind of marketing tricks will attract men,0.0119,4003223,What kind of marketing tricks are men gonna wear,0.0,4003223,What marketing tricks will attract men,0.0141,4003223,What s the marketing trick that ll attract men,0.0033,4003223,What are the marketing tricks that attract men,0.0141,4003223,What marketing techniques will appeal to men,0.0
4185395,how can i cure the std or the sexually transmitted disease?,1.0,4185395,How do I cure sexually transmitted diseases,1.0,4185395,How can we treat STDs or sexually transmitted diseases,1.0,4185395,How can I treat chronic or sexually transmitted diseases,0.3333,4185395,How can I treat sexual and sexual illness,1.0,4185395,How can you cure a sexually transmitted disease,1.0,4185395,How can I cure an STD or sexually transmitted disease,1.0,4185395,How to cure STDs or STDs,1.0,4185395,How can I cure an STD or sexually transmitted disease,1.0,4185395,How can I cure an STD or sexually transmitted disease,1.0,4185395,How can I cure a sexually transmitted disease,1.0
1292734,what color you like the most and why?,0.5,1292734,What color do you like best,0.2,1292734,What color do you like best  Why,1.0,1292734,What color do you like best and why,1.0,1292734,What color do you like  and why,1.0,1292734,What color do you prefer and why,0.5,1292734,What color do you like best  and why,1.0,1292734,What color do you like best  and why,1.0,1292734,What color do you like and why,1.0,1292734,What do you like  and why,0.0244,1292734,What color do you like best  and why,1.0
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them?,0.5,3389038,Why do the media in the United States and Europe attack Arabs and Islam,0.2,3389038,Why is it that the media in the United States and Europe always attacks the Arabs and Islam,0.2,3389038,Why are the media in the United States and Europe attacking Arabs and Islam without finding the truth about them,0.25,3389038,Why do the media in America and Europe always attack Arabs and Islam without finding the truth about them,1.0,3389038,Why do the American and European media always attack Arabs and Islam without finding the truth about them,1.0,3389038,Why do the media in the US and Europe always attack Arabs and Islam without finding the truth about them,0.3333,3389038,Why do the media in the US and Europe always attack Arabs and Islam without revealing the truth about them,0.3333,3389038,Why do the media in the United States and Europe always attack Arabs and Muslims without finding the truth about them,0.3333,3389038,Why do the media in the United States and Europe always attack without finding out the truth about Arabs and Islam,0.25,3389038,Why do the American and European media always attack Arabs and Islam without finding the truth about them,1.0
474417,"what does the prefix ""cyclo"" mean in greek mythology?",1.0,474417,What does the prefix  cyclo  mean in Greek mythology,1.0,474417,What does the Greek word  cyclo  mean,1.0,474417,What does the next Cyclops mean in Greek mythology,1.0,474417,What is the meaning of the prophecy of Cyclops in Greek mythology,1.0,474417,What does the prefix  cyclo  mean in Greek mythology,1.0,474417,What does the prefix  cyclo  mean in Greek mythology,1.0,474417,What does the prefix  cyclo  mean in Greek mythology,1.0,474417,What does the word  cyclo  mean in Greek mythology,1.0,474417,What is the meaning of the prefix  Cyclops  in Greek mythology,1.0,474417,What is the prefix  cyclo  in Greek mythology,1.0
3278654,Why do Kamikaze pilots wear helmets?,1.0,3278654,Why are the Kamikaze pilots wearing armor,1.0,3278654,Why do comic book pilots wear helmets,1.0,3278654,Why do comic pilots wear helmets,1.0,3278654,Why do comics pilots wear hats,0.05,3278654,Why do suicide bombers wear helmets,0.25,3278654,Why do kamikaze pilots wear helmets,1.0,3278654,Why are the Kamikaze pilots wearing helmets,1.0,3278654,Why is a Kamikaze pilot wearing a helmet,1.0,3278654,Why do comic book pilots wear helmets,1.0,3278654,Why do Kamikaze pilots wear helmets,1.0
4365565,How Does Water Pressure Change?,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How does the water pressure change,0.125,4365565,How Does the Water Pressure Change,0.125,4365565,How does the water pressure change,0.125,4365565,How Does the Water Pressure Change,0.125
354733,What are the names of some famous photographers and why do their work stand up?,0.5,354733,What are the names of some famous photographers,0.5,354733,What are the names of famous photographers  and why is their work remarkable,0.3333,354733,What are the names of some famous photographers  and why is their work so powerful,0.5,354733,What are some famous photographers  names  and why is their work remarkable,0.3333,354733,What are the names of some famous photographers  and why is their work so important,0.5,354733,What are the names of some famous photographers  and why do they fail,0.5,354733,What are the names of some famous photographers  and why do they stand out,0.5,354733,What are the names of some famous photographers and why do their works stand out,0.5,354733,What are the names of famous photographers  and why is their work so high,0.5,354733,What are the names of some prominent photographers  and why is their work unique,0.0286
224109,what is citriscidal?,0.0,224109,What is acid,0.0,224109,What is Citris Deal,0.0,224109,What is citriscidal,0.0,224109,What is citricidal,1.0,224109,What is citriscidal,0.0,224109,What is citriscidal,0.0,224109,What is citricide,1.0,224109,What is citriscidal,0.0,224109,What is Citricidal,1.0,224109,What is citriscidal,0.0
4126337,Why does my friend buy...?,0.1667,4126337,Why did my friend buy,0.1111,4126337,Why is my friend here,0.007,4126337,Why would my friend buy,0.2,4126337,Why does my friend eat,0.0048,4126337,Why is my friend buying,0.25,4126337,Why is my friend buying,0.25,4126337,Why is my friend buying,0.25,4126337,Why did my friend buy,0.1111,4126337,Why would my friend buy,0.2,4126337,Why does my friend buy,0.1667
1957887,How can I hunt down and punch the people that keep spamming me?,1.0,1957887,How do I track down and hit people who send spam,0.3333,1957887,How can we keep tracking down and beating up the people who send us spam,1.0,1957887,How can I spot and hit people who keep sending me emails,0.0064,1957887,How can I find and beat up people who always spam me,1.0,1957887,How can I hunt down and beat people who keep spamming me,1.0,1957887,How can I find and beat the people who still spam me,1.0,1957887,How can I catch and beat people who keep spamming me,0.5,1957887,How can I hunt down and beat up people who keep sucking me,0.0233,1957887,How do I hunt and tap people who follow me spam,0.3333,1957887,How can I hunt down and beat people who send me spam,0.1667
78762,why do i have pterofobia?,0.0,78762,Why do I have phobias,0.0,78762,Why am I a pithopopoeia,0.0,78762,Why do I have a scream,0.0,78762,Why am I a pathophony,0.0,78762,Why do I have a pterophobia,0.0,78762,Why do I have a pterophobia,0.0,78762,Why am I a pterophobia,0.0,78762,Why do I have a pterophobia,0.0,78762,Why do I have pedophobia,0.0,78762,Why do I have pterophobia,0.0
159716,"How do I find an Inmate at Southwest Detention Center 30755 Auld Rd., Murrieta, CA 92563?",0.5,159716,How do I find a prisoner in the Southwest detention center at       Auld Rd  Murrieta  CA,0.5,159716,How do we find the inmates at Murrieta CA       in Southwest Prison       Wood,1.0,159716,How do I find a prisoner at the Southwest detention center at       Old Street  Morita  CA,0.0909,159716,How do I find a prisoner at the Southwest detention center       Old Rodeo  Morretta  CA,0.0909,159716,How do you find a prisoner at the Southwest detention center       Auld Rd   Murrieta  CA,0.5,159716,How do I find a prisoner at the Southwest Detention Center       Auld Rd   Murrieta  CA,0.5,159716,How do I find a prisoner in the Southwest Center at       Old Red  Murrieta  CA,0.25,159716,How do I find the inmate at Southwest detention center       Auld Rd   Murrieta  CA,0.5,159716,How do you find a prisoner in the Southwest detention center at       Old Reddy  Murrieta  CA,0.0909,159716,How can I find a prisoner at the Southwest Correctional Center       Auld Rd   Murrieta  CA,1.0
481173,"why live, when your in misery?",1.0,481173,Why live in pain,0.0029,481173,Why should he live,0.0,481173,Why do you live when you re on the horizon,0.0,481173,Why stay alive when you re in misery,1.0,481173,Why live when you re in misery,0.5,481173,Why live when you re in misery,0.5,481173,Why live when you re in trouble,0.0,481173,Why live  when you re in trouble,0.0,481173,Why live when you are in trouble,0.0,481173,Why live  when you are in trouble,0.0
2814722,why is the new jersey smoking ban not considered unconstitutional?,0.25,2814722,Why is it not unconstitutional to ban smoking in New Jersey,0.2,2814722,Why is the New Jersey smoking ban not unconstitutional,0.2,2814722,Why isn t a smoking ban in New Jersey unconstitutional,0.1667,2814722,Why is the smoking ban in New Jersey not unfounded,0.5,2814722,Why isn t the New Jersey smoking ban considered unconstitutional,0.3333,2814722,Why is the New Jersey smoking ban not considered unconstitutional,0.25,2814722,Why is a smoking ban in New Jersey not considered unconstitutional,0.25,2814722,Why isn t a smoking ban in New Jersey considered unconstitutional,0.3333,2814722,Why is it not illegal to smoke in New Jersey,0.3333,2814722,why does the ban on smoking in New Jersey not seem to be unconstitutional,0.2
3040435,"USA have Snow, Hurricanes, Flood, Earthquakes and politicians, Brazil only have politicians, why?",1.0,3040435,There s snow  wind  floods  earthquakes  and politicians in America  and Brazil has politicians  so why,1.0,3040435,America has snow  hurricanes  floods  earthquakes  politicians  and Brazil has politicians  and why,1.0,3040435,America has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,1.0,3040435,America has snow  storms  floods  earthquakes and politicians  Brazil has politicians  why,1.0,3040435,The United States has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,1.0,3040435,In the US  there s snow  hurricanes  floods  earthquakes and politicians  in Brazil  there s only politicians  why,1.0,3040435,In the United States  there s snow  hurricanes  floods  earthquakes and politics  in Brazil  only politics  why,1.0,3040435,The United States has snow  storms  floods  earthquakes and politicians  Brazil only has politicians  why,1.0,3040435,There are ice  hurricanes  floods  earthquakes and politicians in the United States  and only in Brazil are politicians  why,1.0,3040435,The United States has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,1.0
953489,Why do I have to dumb myself down all the time though I am highly undereducated?,0.0051,953489,I didn t know why I kept doing this to myself,0.0,953489,Why do I always have to be stupid,0.002,953489,Why do I have to hide all the time  even though I m so uneducated,0.0,953489,Why do I always have to fool myself when I m so uneducated,0.0,953489,Why do I have to be down all the time  even though I m very poorly educated,0.0,953489,Why do I always have to be stupid when I m so uncomfortable,0.0,953489,Why do I have to keep fooling myself when I m not very educated,0.0,953489,Why do I have to turn myself away all the time even though I m so poorly educated,0.0,953489,Why should I always fool myself even though I m so little educated,0.0,953489,Why should I work full time to abuse myself when I have no education,0.0
2309774,Why do I keep seeing people on here 'dissing' on the soldiers in Iraq?,1.0,2309774,Why do I see soldiers in Iraq,0.125,2309774,Continue Iraq soldiers  s military service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service  and service s service s service s service s service s service s service s service s service  and service s service s service s service s service s service s service s service s service  and are also provided by the service of the service s service s service s service s service s service s service  and are provided by the service s service s service s service s service s service s service s service  and are provided by the service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service  and are also provided by the service s service,0.0,2309774,Why do I watch people here try to shut down troops in Iraq,0.0476,2309774,Why do I always see people here reaching for Iraqi soldiers,0.1429,2309774,Why do I see people getting rid of soldiers in Iraq,0.1,2309774,Why do I keep seeing people here cutting themselves off from the soldiers in Iraq,0.0476,2309774,Why do I see people here  swinging  soldiers in Iraq,0.0909,2309774,Why do I keep seeing people here feed the troops in Iraq,0.0526,2309774,Why do I keep seeing people  s dick  on the soldiers in Iraq,0.0588,2309774,Why do I keep seeing people here  laughing  at the soldiers in Iraq,0.0769
1152934,Why don't fat people have to pay more for air travel?,0.3333,1152934,Why don t obese people spend more on planes,1.0,1152934,Why don t obese people pay more for airplanes,1.0,1152934,Why don t fat people pay more for air travel,1.0,1152934,Why don t fat people have to pay so much for air travel,0.5,1152934,Why don t the big guys pay more for the thefts,0.5,1152934,Why don t fat people pay for air travel anymore,0.3333,1152934,Why don t fat people pay more for air travel,1.0,1152934,Why don t fat people pay more for air travel,1.0,1152934,Why do fat people not have to pay more for air travel,0.3333,1152934,Why should adults not pay more for air travel,0.027
387874,Why does asparugus make your pee stink?,1.0,387874,Why does Asparagus make you smell like a dick,0.5,387874,Why does the weather smell like asparagus,0.3333,387874,Why does asparagus make you pee,1.0,387874,Why does sprigos make your urine smell bad,0.2,387874,Why does your pee smell like asparagus,1.0,387874,Why does your pee smell like asparagus,1.0,387874,Why does asparagus make you drink so bad,0.0476,387874,Why does asparagus make your urine smell,0.3333,387874,Why does Asparagus smell your urine,0.25,387874,Why does asparagus make your candy smell,0.5
2291272,How is Catholicism not Christianity?,1.0,2291272,Why is Catholicism not Christianity,1.0,2291272,How can Catholics not be Christians,0.027,2291272,How can Catholicism not be Christian,1.0,2291272,Why is Catholicism not Christian,1.0,2291272,How is Catholicism not Christianity,1.0,2291272,How is Catholicism not Christianity,1.0,2291272,Why is Catholicism not Christianity,1.0,2291272,How come Catholics aren t Christians,0.0156,2291272,How can Catholics not be Christians,0.027,2291272,In what way is Catholicism not Christianity,1.0
3411123,Why does'nt America regard foriegn credentials?,0.2,3411123,Why is the U S  not paying attention to foreign identity cards,0.0,3411123,Why don t the United States consider identification,0.0,3411123,Why don t America consider it a proof of trust,0.0,3411123,Why doesn t the United States pay attention to foreign documents,0.0,3411123,Why isn t America considering qualifications,0.0169,3411123,Why isn t America considering deportation,0.0,3411123,Why doesn t America count foreign credentials,0.25,3411123,Why don t Americans take the outside world into account,0.0,3411123,Why is the United States not concerned about foreign certificates,0.0014,3411123,Why is the United States not concerned about foreign reputations,0.0
4165406,Why did the founder of Daewoo get a 10-year jail sentence?,1.0,4165406,Why was the founder of Daewoo sentenced to    years in prison,1.0,4165406,Why was the founder of Daewoo sentenced to    years in prison,1.0,4165406,Why did the founder of Davy get a    year prison sentence,0.1,4165406,Why was the founder of Davao sentenced to    years in prison,0.25,4165406,Why was the founder of Daewoo sentenced to    years in prison,1.0,4165406,Why was the founder of Daewoo sentenced to    years in prison,1.0,4165406,Why did the founder of Daewoo get a    year prison sentence,1.0,4165406,Why was Daewoo s founder sentenced to    years in prison,1.0,4165406,Why was Davo s founder sentenced to    years in prison,0.25,4165406,Why was the founder of Daewoo sentenced to    years in prison,1.0
2418598,why do wisdom varies from person to person?,1.0,2418598,Why is it that people s intelligence is different,0.0,2418598,Why is wisdom different from person to person,0.2,2418598,Why does wisdom differ from person to person,0.2,2418598,Why does wisdom differ from person to person,0.2,2418598,Why is wisdom different from person to person,0.2,2418598,Why does wisdom differ from person to person,0.2,2418598,Why is wisdom different from person to person,0.2,2418598,Why does wisdom vary from person to person,1.0,2418598,Why does wisdom differ from person to person,0.2,2418598,why does wisdom vary from person to person,1.0
3496147,Why was I punished for being christlike?,1.0,3496147,Why am I punished for being like Christ,0.3333,3496147,Why was I punished for being like Christ,0.5,3496147,Why am I punished for being like Christ,0.3333,3496147,Why am I punished like Christ,0.1667,3496147,Why was I punished for being like Christ,0.5,3496147,Why was I punished for being like Christ,0.5,3496147,Why was I punished for being like Christ,0.5,3496147,Why am I being punished for being like Christ,0.3333,3496147,Why was I punished for imitating Christ,0.0556,3496147,Why was I judged for being like Christ,0.0
