qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,backtranslation_yue_hant,backtranslation_yue_hant.bm25.map,qid,backtranslation_kor_hang,backtranslation_kor_hang.bm25.map,qid,backtranslation_arb_arab,backtranslation_arb_arab.bm25.map,qid,backtranslation_pes_arab,backtranslation_pes_arab.bm25.map,qid,backtranslation_fra_latn,backtranslation_fra_latn.bm25.map,qid,backtranslation_deu_latn,backtranslation_deu_latn.bm25.map,qid,backtranslation_rus_cyrl,backtranslation_rus_cyrl.bm25.map,qid,backtranslation_zsm_latn,backtranslation_zsm_latn.bm25.map,qid,backtranslation_tam_taml,backtranslation_tam_taml.bm25.map,qid,backtranslation_swh_latn,backtranslation_swh_latn.bm25.map
3577501,what are some signs that puberty is beginning?,0.4435,3577501,What are the signs of puberty,0.3765,3577501,What are some signs that the coming of age is about to begin,0.0026,3577501,What are some signs of puberty,0.3203,3577501,What are the signs of puberty,0.3765,3577501,What are the signs that puberty is beginning,0.4667,3577501,What are some signs of puberty,0.3203,3577501,What are the signs of sexual maturation,0.0102,3577501,What are some signs that puberty has begun,0.1515,3577501,What is the beginning of youth,0.0016,3577501,what are the signs that a pregnancy is beginning,0.0002
8293,Why do men fantasized about raping women?,0.5161,8293,Why do men dream of raping women,0.3805,8293,Why do men fantasize about raping women,0.5161,8293,Why do men imagine raping women,0.3887,8293,Why do men fantasize about forcing women,0.104,8293,Why do men fantasize about raping women,0.5161,8293,Why do men fantasize about raping women,0.5161,8293,Why do men fantasize about violence against women,0.0877,8293,Why do men dream of raping women,0.3805,8293,Why do men imagine rape of women,0.3887,8293,Why do men think about rape,0.3261
4012558,what is the term milky way?,0.7274,4012558,What is the name of the galaxy,0.1426,4012558,What is the term for a galaxy,0.155,4012558,What s the term  milk road,0.0,4012558,What is the term Milk Road,0.0,4012558,What is the end of the Milky Way,0.7794,4012558,What is the term Milky Way,0.7274,4012558,What is the Milky Way,0.7826,4012558,What s the term Milky Way,0.6155,4012558,What is the word  milk road,0.0,4012558,What is the Milky Way,0.7826
922849,why do some people take life so seriously?,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some people take life so seriously,0.1041,922849,Why do some take life so seriously,0.1276,922849,why do some people take life so seriously,0.1041
2976644,How amoeba catches its prey?,0.4821,2976644,How do fish catch prey,0.1661,2976644,How does the amoeba catch its food,0.1258,2976644,How does the amoeba get to its prey,0.1544,2976644,How does Amba catch his prey,0.3724,2976644,How does the amoeba catch its prey,0.4575,2976644,How does the Ameba catch her prey,0.2288,2976644,How does the amoeba catch its prey,0.4575,2976644,How do the amoebas catch prey,0.5027,2976644,How does Amphibos catch its victims,0.0039,2976644,How does he catch his prey,0.1905
1866981,"I know how I got here, but how did you?",0.0642,1866981,I know how I got here  but how do you do it,0.0039,1866981,I know how I got here  but what happened,0.0126,1866981,I know how you got here  but how did you do it,0.0321,1866981,I know how I got here  but what about you,0.0043,1866981,I know how I got there  but how could you,0.0135,1866981,I know how I got here  but how did you do it,0.0385,1866981,I know how I got here  but how did you get here,0.0267,1866981,I know how I got here  but how did you,0.0642,1866981,I know how I got here  but how did you do it,0.0385,1866981,I know how I got here  but how did you do it,0.0385
4467100,What does sholomister mean?,0.0027,4467100,What does Romyster represent,0.0,4467100,What does a Romster mean,0.0027,4467100,What do you mean   Scholemster,0.0472,4467100,What does Shlumster mean,0.0027,4467100,What does  sholomister  mean,0.0027,4467100,What does Sholomister mean,0.0027,4467100,What does  Scholemister  mean,0.0027,4467100,What do you mean  Sholomister,0.0472,4467100,What is a Sholemester,0.0006,4467100,What does Sholomister mean,0.0027
2551845,Why is GW dogged for not getting OBL yet killing Zarkawi is a non-event?,0.1517,2551845,Why was GW not forced to OBL  but killing Kawhi was not an accident,0.1072,2551845,Why is it that GW was not charged with OBL and then killed Zarkawi,0.2666,2551845,Why is G H  being sentenced to not getting Opel when Zarqawi s murder is not an event,0.0007,2551845,Why is GW not using her B I  and killing a child is still not an accident,0.018,2551845,Why is GW being sued for failing to get OBL when killing Zarkawi is a no deal,0.1038,2551845,Why is GW being prosecuted for non OBL success while Zarqawi is being killed,0.0612,2551845,Why is GW being prosecuted for not getting an O B L  And Zarqawi s murder is not an event,0.0152,2551845,Why is GW sued for not getting OBL but killing Zarkawi is not an event,0.2231,2551845,Why is it accused that G V  did not receive OBL  but Sargovi s murder was not an accident,0.0007,2551845,Why does GW keep bothering about not getting OBL when killing Zarkawi is not an accident,0.0475
3559048,How do you sell a junk car without a title?,0.5831,3559048,How do you sell trash cars without a title,0.4094,3559048,How can you sell a garbage truck without a title,0.1985,3559048,How do you sell a bad car without a address,0.0176,3559048,How about a titleless trash car,0.0014,3559048,How do you sell a car without a title,0.4124,3559048,How do you sell a junk car without a title,0.5831,3559048,How do you sell a garbage machine without a title,0.1569,3559048,How do you sell trash cans without a title,0.24,3559048,How do you sell a garbage car without a title,0.405,3559048,How to sell junk car without a name,0.3842
823384,why did the army have personal cuts in the mid 1990's?,0.1687,823384,Why did the military decline in the mid     s,0.0255,823384,Why did the military cut personnel in the mid     s,0.0597,823384,Why was the military down from the    s,0.0051,823384,Why did the military cut people s rights in the mid     s,0.036,823384,Why did the military cut back in the mid     s,0.0363,823384,Why did the army cut staff in the mid     s,0.1683,823384,Why was the military cut back in the mid     s,0.0447,823384,Why did the military cut population in the mid     s,0.0624,823384,Why did personal scarcity in the military occur in the mid      s,0.022,823384,why did the military cut costs in the mid      s,0.0724
849221,when it comes to religion why dont people realize history repeats itself?,0.3465,849221,Why don t people realize that history repeats itself when religious issues arise,0.1524,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize that history repeats itself,0.1691,849221,When it comes to religion  why don t people realize history repeats itself,0.1691,849221,Why do people not realize that history repeats itself when we talk about religion,0.193,849221,Why do people not realize that history repeats itself,0.3223
3280768,why is islam so hated in america?,0.2552,3280768,Why do Americans hate Islam so much,0.0884,3280768,Why is Islam so hated in America,0.2552,3280768,Why does Islam honor America,0.0941,3280768,Why is Islam so hated in America,0.2552,3280768,Why is Islam so hated in America,0.2552,3280768,Why is Islam so hated in America,0.2552,3280768,Why is Islam so hated in America,0.2552,3280768,Why is Islam so hated in America,0.2552,3280768,Why Is Islam Hated in the United States,0.0983,3280768,Why is Islam so hated in the United States,0.0813
4288761,How can i stop my husband from exhuming my baby's body for compensation?,0.0819,4288761,How can I stop my husband from digging up my child s body,0.0052,4288761,How can I stop my husband from digging up my child s body for compensation,0.0071,4288761,How can I stop my husband from taking out my baby s body for compensation,0.039,4288761,How can I get my husband to take out my baby s body for compensation,0.0257,4288761,How can I stop my husband from exhuming my baby s body for compensation,0.0826,4288761,How can I stop my husband from exhuming my baby s body,0.0771,4288761,How can I stop my husband from examining my child s body as compensation,0.0154,4288761,How can I stop my husband from digging up my baby s body for compensation,0.0266,4288761,How can I prevent my husband from removing my child s body for compensation,0.0057,4288761,How can I prevent my husband from producing my child s body for a ransom,0.0039
2847807,How can I get rid of the hicups?,0.0679,2847807,How can I get rid of it,0.0032,2847807,How do we get rid of this hip,0.0018,2847807,How can I get rid of the hiccup,0.0086,2847807,How can I get rid of this hook,0.0022,2847807,How can I get rid of hiccups,0.0086,2847807,How can I get rid of the swallow,0.0046,2847807,How can I get rid of the hip,0.0023,2847807,How can I get rid of hiccups,0.0086,2847807,How can I get rid of the hit ups,0.0012,2847807,How can I get rid of hiccups,0.0086
2018562,"Why does my Black Lab howl to ""Law and Order"" theme song?",0.5643,2018562,Why is my black lab called  Law and Order,0.2257,2018562,Why does my black lab sing the theme song to Law   Order,0.194,2018562,Why is my black lab yelling at the song  Law and Order,0.2911,2018562,Why is my black lab singing a song of law and order,0.1155,2018562,Why is my Black Lab yelling at the song  Law and Order,0.2911,2018562,Why is my Black Lab yelling  Law and Order,0.2937,2018562,Why is my Black Lab yelling  Law and Order,0.2937,2018562,Why is my Black Lab yelling at the theme song  Law and Order,0.4304,2018562,Why is my Black Lab calling it  Law and Order,0.2257,2018562,Why is my Black Lab crying out to the  Law and Order  theme song,0.368
1035857,Why are liberals so quick to defend Saddam?,0.4506,1035857,Why did liberals defend Saddam so quickly,0.3296,1035857,Why are liberals so quick to defend Saddam,0.4506,1035857,Why are liberals so quick to defend Saddam,0.4506,1035857,Why are the liberals defending my voice so quickly,0.0487,1035857,Why are the Liberals defending Saddam so quickly,0.409,1035857,Why are the liberals so quick to defend Saddam,0.4506,1035857,Why are the liberals protecting Saddam so quickly,0.1941,1035857,Why are liberals so quick to defend Saddam,0.4506,1035857,Why are liberals so quick to defend Sadhma,0.103,1035857,Why are liberals so quick to defend Saddam,0.4506
2008017,why do black people like fried chicken somuch?,0.5002,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people like fried chicken so much,0.5044,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people like frozen chicken so much,0.1447,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people like fried chicken,0.5002,2008017,Why do black people prefer fried chicken so much,0.4448,2008017,Why do black people like fried chicken so much,0.5044
1862795,How does spending prolonged time in microgravity affect the bodies of astronauts?,0.1836,1862795,How does the long time spent in microgravity affect the astronaut s body,0.1022,1862795,How does spending a long time in micro gravity affect the bodies of astronauts,0.0761,1862795,How does spending a lot of time in the little gravity affect astronauts  bodies,0.0647,1862795,How does spending a long time in the microgravity affect the astronauts  bodies,0.1264,1862795,How does microgravity affect astronauts,0.2014,1862795,How does a long period of time in microgravity affect the bodies of astronauts,0.0833,1862795,How long does microgravity affect astronaut bodies,0.1248,1862795,How does spending so much time in microgravity affect the spacecraft,0.0022,1862795,How does spending long periods of time in microgravity affect the bodies of astronauts,0.0868,1862795,How does long life under the influence of the hands affect the bodies of space travelers,0.001
421753,how to get rid of a skunk?,0.2353,421753,How do you get rid of one,0.0,421753,How do we get rid of shit,0.0002,421753,How do you get rid of the dirt,0.0,421753,How do we get rid of a mess,0.0001,421753,How do you get rid of a scunk,0.0,421753,How do you get rid of a piece of junk,0.0,421753,How do you get rid of the scan,0.0,421753,How do you get rid of the skunk,0.1859,421753,How do you get rid of a skunk,0.1859,421753,how to remove skunk,0.3093
1477322,Why do people say Germans are racists?,0.1833,1477322,Why is it that people call Germans racists,0.1617,1477322,Why do Germans call themselves racists,0.0885,1477322,Why do people say Germans are racist,0.1833,1477322,Why do people call Germans racist,0.1244,1477322,Why are Germans racist,0.136,1477322,Why do people say the Germans are racist,0.1833,1477322,Why do people say Germans are racist,0.1833,1477322,Why are Germans called racist,0.092,1477322,Why do people say that Germans are racist,0.1833,1477322,Why do people say that Germans are racist,0.1833
1607728,what causes gray facial hair in men?,0.5827,1607728,What causes gray hair on men s faces,0.3859,1607728,What causes gray hair on a man s face,0.3649,1607728,What causes gray hair on men s faces,0.3859,1607728,What causes facial hair loss in men,0.1696,1607728,What causes gray facial hair in men,0.5827,1607728,What causes gray facial hair in men,0.5827,1607728,What causes gray hair on men s faces,0.3859,1607728,What causes gray facial hair in men,0.5827,1607728,What causes red hair on men s faces,0.0514,1607728,what causes black facial hair in men,0.2005
103830,Why do man Arabs hate the west ?,0.5149,103830,Why do Arabs hate the West,0.4838,103830,Why do Arabs hate the West,0.4838,103830,Why are Arabs turning to the West,0.2514,103830,Why do Arabs hate the West,0.4838,103830,Why do the Arabs hate the West,0.4838,103830,Why do the Arabs hate the West,0.4838,103830,Why do the Arabs hate the West,0.4838,103830,Why do Arabs hate the West,0.4838,103830,Why do the Arabs hate the West,0.4838,103830,Why do the Arabs hate the West,0.4838
3971195,How do i get my pitbull more agressive?,0.2055,3971195,How can I make my son more positive,0.0,3971195,How can we make Pittleburr more aggressive,0.0067,3971195,How can I make him more aggressive,0.0299,3971195,How can I scare my dick so bad,0.0,3971195,How can I make my pit bull more aggressive,0.0607,3971195,How can I make my pit bull more aggressive,0.0607,3971195,How can I make my pit bull more aggressive,0.0607,3971195,How can I make my pitbull more aggressive,0.1899,3971195,How can I make my pitball more aggressive,0.008,3971195,How can I make my pitbull sharper,0.168
4153592,what can make someones ear's stink?,0.1098,4153592,Why does anyone smell bad,0.0008,4153592,What kind of person can smell their ears,0.0173,4153592,What makes someone s ear smell,0.0666,4153592,What could make a person s ear smell bad,0.0182,4153592,What can make someone smell like an ear,0.0343,4153592,What can make someone s ear smell,0.0544,4153592,What could make someone smell like a bird,0.0004,4153592,What makes a person s ears smell,0.0143,4153592,What can someone do with their ears,0.0416,4153592,What could cause someone to break his ear,0.008
2382487,what do i do if i have not started my period in like almost 6 months?,0.0555,2382487,What if I haven t had my period in six months,0.0172,2382487,What if you haven t started menstruating in about six months,0.0043,2382487,What if I haven t started my period in about six months,0.0308,2382487,What if I haven t started my period in about six months,0.0308,2382487,What if I haven t started my period in almost six months,0.0323,2382487,What should I do if I haven t started my period in almost six months,0.0191,2382487,What if I haven t started my period in almost six months,0.0323,2382487,What would I do if I didn t start my period in almost six months,0.0344,2382487,What if I haven t had my period in six months,0.0172,2382487,What if I haven t had my period in almost six months,0.013
2380990,Why am I alive?,0.0933,2380990,Why am I alive,0.0933,2380990,Why am I alive,0.0933,2380990,Why am I alive,0.0933,2380990,Why am I alive,0.0933,2380990,Why am I still alive,0.0602,2380990,Why am I still alive,0.0602,2380990,Why am I alive,0.0933,2380990,Why am I still alive,0.0602,2380990,Why am I alive,0.0933,2380990,Why am I here,0.0
484496,Why a man float on water when he dies?,0.1893,484496,Why do people float in water when they die,0.1102,484496,Why do people float on water when they re dead,0.1184,484496,Why do people float on water when they die,0.1102,484496,Why does a man swim on water,0.0165,484496,Why does a man float on water when he dies,0.1754,484496,Why does a man swim on the water when he dies,0.0305,484496,Why does a man swim on water when he dies,0.0305,484496,Why does a human float on water when he s dead,0.1147,484496,Why does a man float in water when he dies,0.1754,484496,Why does a person float on water when he dies,0.1909
4003223,What are the marketing gimmicks that will attract males?,0.4681,4003223,What are the marketing techniques that attract men s attention,0.0052,4003223,What marketing techniques attract men,0.0084,4003223,What marketing scratches will attract males,0.1531,4003223,What marketing tricks attract men,0.0088,4003223,What kind of marketing tricks will attract men,0.0084,4003223,What kind of marketing tricks are men gonna wear,0.0,4003223,What marketing tricks will attract men,0.0088,4003223,What s the marketing trick that ll attract men,0.0046,4003223,What are the marketing tricks that attract men,0.0088,4003223,What marketing techniques will appeal to men,0.0
4185395,how can i cure the std or the sexually transmitted disease?,0.7121,4185395,How do I cure sexually transmitted diseases,0.3889,4185395,How can we treat STDs or sexually transmitted diseases,0.6993,4185395,How can I treat chronic or sexually transmitted diseases,0.2976,4185395,How can I treat sexual and sexual illness,0.0164,4185395,How can you cure a sexually transmitted disease,0.3883,4185395,How can I cure an STD or sexually transmitted disease,0.7121,4185395,How to cure STDs or STDs,0.2472,4185395,How can I cure an STD or sexually transmitted disease,0.7121,4185395,How can I cure an STD or sexually transmitted disease,0.7121,4185395,How can I cure a sexually transmitted disease,0.3974
1292734,what color you like the most and why?,0.0452,1292734,What color do you like best,0.0029,1292734,What color do you like best  Why,0.0582,1292734,What color do you like best and why,0.0582,1292734,What color do you like  and why,0.0788,1292734,What color do you prefer and why,0.0434,1292734,What color do you like best  and why,0.0582,1292734,What color do you like best  and why,0.0582,1292734,What color do you like and why,0.0788,1292734,What do you like  and why,0.0003,1292734,What color do you like best  and why,0.0582
3389038,why the media in US and Europe is always attacking the Arabs and Islam without finding the truth about them?,0.2512,3389038,Why do the media in the United States and Europe attack Arabs and Islam,0.1934,3389038,Why is it that the media in the United States and Europe always attacks the Arabs and Islam,0.1649,3389038,Why are the media in the United States and Europe attacking Arabs and Islam without finding the truth about them,0.2506,3389038,Why do the media in America and Europe always attack Arabs and Islam without finding the truth about them,0.1849,3389038,Why do the American and European media always attack Arabs and Islam without finding the truth about them,0.2149,3389038,Why do the media in the US and Europe always attack Arabs and Islam without finding the truth about them,0.2188,3389038,Why do the media in the US and Europe always attack Arabs and Islam without revealing the truth about them,0.1958,3389038,Why do the media in the United States and Europe always attack Arabs and Muslims without finding the truth about them,0.1408,3389038,Why do the media in the United States and Europe always attack without finding out the truth about Arabs and Islam,0.1775,3389038,Why do the American and European media always attack Arabs and Islam without finding the truth about them,0.2149
474417,"what does the prefix ""cyclo"" mean in greek mythology?",0.5954,474417,What does the prefix  cyclo  mean in Greek mythology,0.5954,474417,What does the Greek word  cyclo  mean,0.1076,474417,What does the next Cyclops mean in Greek mythology,0.4857,474417,What is the meaning of the prophecy of Cyclops in Greek mythology,0.5029,474417,What does the prefix  cyclo  mean in Greek mythology,0.5954,474417,What does the prefix  cyclo  mean in Greek mythology,0.5954,474417,What does the prefix  cyclo  mean in Greek mythology,0.5954,474417,What does the word  cyclo  mean in Greek mythology,0.4346,474417,What is the meaning of the prefix  Cyclops  in Greek mythology,0.6345,474417,What is the prefix  cyclo  in Greek mythology,0.5939
3278654,Why do Kamikaze pilots wear helmets?,0.5538,3278654,Why are the Kamikaze pilots wearing armor,0.3425,3278654,Why do comic book pilots wear helmets,0.3601,3278654,Why do comic pilots wear helmets,0.3838,3278654,Why do comics pilots wear hats,0.1042,3278654,Why do suicide bombers wear helmets,0.1184,3278654,Why do kamikaze pilots wear helmets,0.5538,3278654,Why are the Kamikaze pilots wearing helmets,0.5731,3278654,Why is a Kamikaze pilot wearing a helmet,0.5731,3278654,Why do comic book pilots wear helmets,0.3601,3278654,Why do Kamikaze pilots wear helmets,0.5538
4365565,How Does Water Pressure Change?,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How Does the Water Pressure Change,0.2218,4365565,How does the water pressure change,0.2218,4365565,How Does the Water Pressure Change,0.2218
354733,What are the names of some famous photographers and why do their work stand up?,0.1108,354733,What are the names of some famous photographers,0.1177,354733,What are the names of famous photographers  and why is their work remarkable,0.1465,354733,What are the names of some famous photographers  and why is their work so powerful,0.1096,354733,What are some famous photographers  names  and why is their work remarkable,0.1092,354733,What are the names of some famous photographers  and why is their work so important,0.1008,354733,What are the names of some famous photographers  and why do they fail,0.0638,354733,What are the names of some famous photographers  and why do they stand out,0.1009,354733,What are the names of some famous photographers and why do their works stand out,0.0949,354733,What are the names of famous photographers  and why is their work so high,0.1085,354733,What are the names of some prominent photographers  and why is their work unique,0.0314
224109,what is citriscidal?,0.0,224109,What is acid,0.0,224109,What is Citris Deal,0.0,224109,What is citriscidal,0.0,224109,What is citricidal,0.25,224109,What is citriscidal,0.0,224109,What is citriscidal,0.0,224109,What is citricide,0.25,224109,What is citriscidal,0.0,224109,What is Citricidal,0.25,224109,What is citriscidal,0.0
4126337,Why does my friend buy...?,0.1927,4126337,Why did my friend buy,0.1123,4126337,Why is my friend here,0.0042,4126337,Why would my friend buy,0.1163,4126337,Why does my friend eat,0.0032,4126337,Why is my friend buying,0.2386,4126337,Why is my friend buying,0.2386,4126337,Why is my friend buying,0.2386,4126337,Why did my friend buy,0.1123,4126337,Why would my friend buy,0.1163,4126337,Why does my friend buy,0.1927
1957887,How can I hunt down and punch the people that keep spamming me?,0.1272,1957887,How do I track down and hit people who send spam,0.1105,1957887,How can we keep tracking down and beating up the people who send us spam,0.064,1957887,How can I spot and hit people who keep sending me emails,0.0011,1957887,How can I find and beat up people who always spam me,0.0292,1957887,How can I hunt down and beat people who keep spamming me,0.0649,1957887,How can I find and beat the people who still spam me,0.0592,1957887,How can I catch and beat people who keep spamming me,0.0499,1957887,How can I hunt down and beat up people who keep sucking me,0.0035,1957887,How do I hunt and tap people who follow me spam,0.059,1957887,How can I hunt down and beat people who send me spam,0.0803
78762,why do i have pterofobia?,0.0,78762,Why do I have phobias,0.0,78762,Why am I a pithopopoeia,0.0,78762,Why do I have a scream,0.0,78762,Why am I a pathophony,0.0,78762,Why do I have a pterophobia,0.0,78762,Why do I have a pterophobia,0.0,78762,Why am I a pterophobia,0.0,78762,Why do I have a pterophobia,0.0,78762,Why do I have pedophobia,0.0,78762,Why do I have pterophobia,0.0
159716,"How do I find an Inmate at Southwest Detention Center 30755 Auld Rd., Murrieta, CA 92563?",0.3369,159716,How do I find a prisoner in the Southwest detention center at       Auld Rd  Murrieta  CA,0.1832,159716,How do we find the inmates at Murrieta CA       in Southwest Prison       Wood,0.1373,159716,How do I find a prisoner at the Southwest detention center at       Old Street  Morita  CA,0.0946,159716,How do I find a prisoner at the Southwest detention center       Old Rodeo  Morretta  CA,0.1066,159716,How do you find a prisoner at the Southwest detention center       Auld Rd   Murrieta  CA,0.1427,159716,How do I find a prisoner at the Southwest Detention Center       Auld Rd   Murrieta  CA,0.1832,159716,How do I find a prisoner in the Southwest Center at       Old Red  Murrieta  CA,0.0317,159716,How do I find the inmate at Southwest detention center       Auld Rd   Murrieta  CA,0.3369,159716,How do you find a prisoner in the Southwest detention center at       Old Reddy  Murrieta  CA,0.0893,159716,How can I find a prisoner at the Southwest Correctional Center       Auld Rd   Murrieta  CA,0.0871
481173,"why live, when your in misery?",0.2931,481173,Why live in pain,0.0002,481173,Why should he live,0.0,481173,Why do you live when you re on the horizon,0.0,481173,Why stay alive when you re in misery,0.0596,481173,Why live when you re in misery,0.1794,481173,Why live when you re in misery,0.1794,481173,Why live when you re in trouble,0.0,481173,Why live  when you re in trouble,0.0,481173,Why live when you are in trouble,0.0001,481173,Why live  when you are in trouble,0.0001
2814722,why is the new jersey smoking ban not considered unconstitutional?,0.585,2814722,Why is it not unconstitutional to ban smoking in New Jersey,0.4925,2814722,Why is the New Jersey smoking ban not unconstitutional,0.4925,2814722,Why isn t a smoking ban in New Jersey unconstitutional,0.2631,2814722,Why is the smoking ban in New Jersey not unfounded,0.4605,2814722,Why isn t the New Jersey smoking ban considered unconstitutional,0.3311,2814722,Why is the New Jersey smoking ban not considered unconstitutional,0.585,2814722,Why is a smoking ban in New Jersey not considered unconstitutional,0.585,2814722,Why isn t a smoking ban in New Jersey considered unconstitutional,0.3311,2814722,Why is it not illegal to smoke in New Jersey,0.1198,2814722,why does the ban on smoking in New Jersey not seem to be unconstitutional,0.4363
3040435,"USA have Snow, Hurricanes, Flood, Earthquakes and politicians, Brazil only have politicians, why?",0.3158,3040435,There s snow  wind  floods  earthquakes  and politicians in America  and Brazil has politicians  so why,0.267,3040435,America has snow  hurricanes  floods  earthquakes  politicians  and Brazil has politicians  and why,0.3931,3040435,America has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,0.4239,3040435,America has snow  storms  floods  earthquakes and politicians  Brazil has politicians  why,0.2339,3040435,The United States has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,0.3163,3040435,In the US  there s snow  hurricanes  floods  earthquakes and politicians  in Brazil  there s only politicians  why,0.2776,3040435,In the United States  there s snow  hurricanes  floods  earthquakes and politics  in Brazil  only politics  why,0.2083,3040435,The United States has snow  storms  floods  earthquakes and politicians  Brazil only has politicians  why,0.1537,3040435,There are ice  hurricanes  floods  earthquakes and politicians in the United States  and only in Brazil are politicians  why,0.1897,3040435,The United States has snow  hurricanes  floods  earthquakes and politicians  Brazil has only politicians  why,0.3163
953489,Why do I have to dumb myself down all the time though I am highly undereducated?,0.0035,953489,I didn t know why I kept doing this to myself,0.0,953489,Why do I always have to be stupid,0.0004,953489,Why do I have to hide all the time  even though I m so uneducated,0.0,953489,Why do I always have to fool myself when I m so uneducated,0.0,953489,Why do I have to be down all the time  even though I m very poorly educated,0.0,953489,Why do I always have to be stupid when I m so uncomfortable,0.0002,953489,Why do I have to keep fooling myself when I m not very educated,0.0,953489,Why do I have to turn myself away all the time even though I m so poorly educated,0.0,953489,Why should I always fool myself even though I m so little educated,0.0,953489,Why should I work full time to abuse myself when I have no education,0.0
2309774,Why do I keep seeing people on here 'dissing' on the soldiers in Iraq?,0.2471,2309774,Why do I see soldiers in Iraq,0.1641,2309774,Continue Iraq soldiers  s military service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service  and service s service s service s service s service s service s service s service s service  and service s service s service s service s service s service s service s service s service  and are also provided by the service of the service s service s service s service s service s service s service  and are provided by the service s service s service s service s service s service s service s service  and are provided by the service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service s service  and are also provided by the service s service,0.0,2309774,Why do I watch people here try to shut down troops in Iraq,0.0111,2309774,Why do I always see people here reaching for Iraqi soldiers,0.0361,2309774,Why do I see people getting rid of soldiers in Iraq,0.1235,2309774,Why do I keep seeing people here cutting themselves off from the soldiers in Iraq,0.0485,2309774,Why do I see people here  swinging  soldiers in Iraq,0.1398,2309774,Why do I keep seeing people here feed the troops in Iraq,0.0121,2309774,Why do I keep seeing people  s dick  on the soldiers in Iraq,0.1146,2309774,Why do I keep seeing people here  laughing  at the soldiers in Iraq,0.0947
1152934,Why don't fat people have to pay more for air travel?,0.0414,1152934,Why don t obese people spend more on planes,0.1535,1152934,Why don t obese people pay more for airplanes,0.1983,1152934,Why don t fat people pay more for air travel,0.2919,1152934,Why don t fat people have to pay so much for air travel,0.2035,1152934,Why don t the big guys pay more for the thefts,0.1847,1152934,Why don t fat people pay for air travel anymore,0.3213,1152934,Why don t fat people pay more for air travel,0.2919,1152934,Why don t fat people pay more for air travel,0.2919,1152934,Why do fat people not have to pay more for air travel,0.0403,1152934,Why should adults not pay more for air travel,0.0184
387874,Why does asparugus make your pee stink?,0.5274,387874,Why does Asparagus make you smell like a dick,0.0268,387874,Why does the weather smell like asparagus,0.0152,387874,Why does asparagus make you pee,0.115,387874,Why does sprigos make your urine smell bad,0.0086,387874,Why does your pee smell like asparagus,0.1357,387874,Why does your pee smell like asparagus,0.1357,387874,Why does asparagus make you drink so bad,0.0064,387874,Why does asparagus make your urine smell,0.029,387874,Why does Asparagus smell your urine,0.0206,387874,Why does asparagus make your candy smell,0.039
2291272,How is Catholicism not Christianity?,0.3905,2291272,Why is Catholicism not Christianity,0.3966,2291272,How can Catholics not be Christians,0.029,2291272,How can Catholicism not be Christian,0.3782,2291272,Why is Catholicism not Christian,0.3966,2291272,How is Catholicism not Christianity,0.3905,2291272,How is Catholicism not Christianity,0.3905,2291272,Why is Catholicism not Christianity,0.3966,2291272,How come Catholics aren t Christians,0.0181,2291272,How can Catholics not be Christians,0.029,2291272,In what way is Catholicism not Christianity,0.3559
3411123,Why does'nt America regard foriegn credentials?,0.1223,3411123,Why is the U S  not paying attention to foreign identity cards,0.0,3411123,Why don t the United States consider identification,0.0,3411123,Why don t America consider it a proof of trust,0.0001,3411123,Why doesn t the United States pay attention to foreign documents,0.0,3411123,Why isn t America considering qualifications,0.0003,3411123,Why isn t America considering deportation,0.0003,3411123,Why doesn t America count foreign credentials,0.0115,3411123,Why don t Americans take the outside world into account,0.0,3411123,Why is the United States not concerned about foreign certificates,0.0,3411123,Why is the United States not concerned about foreign reputations,0.0
